"AGE","SEX","TNM_N_cat","TNM_T_cat","no_metastasis","metastasis","risk_level"
0,"1","N0","T0",0.1205,0.8795,"HIGH"
1,"1","N0","T0",0.1205,0.8795,"HIGH"
2,"1","N0","T0",0.1205,0.8795,"HIGH"
3,"1","N0","T0",0.1205,0.8795,"HIGH"
4,"1","N0","T0",0.1205,0.8795,"HIGH"
5,"1","N0","T0",0.1205,0.8795,"HIGH"
6,"1","N0","T0",0.1205,0.8795,"HIGH"
7,"1","N0","T0",0.1205,0.8795,"HIGH"
8,"1","N0","T0",0.1205,0.8795,"HIGH"
9,"1","N0","T0",0.1205,0.8795,"HIGH"
10,"1","N0","T0",0.1205,0.8795,"HIGH"
11,"1","N0","T0",0.1205,0.8795,"HIGH"
12,"1","N0","T0",0.1205,0.8795,"HIGH"
13,"1","N0","T0",0.1205,0.8795,"HIGH"
14,"1","N0","T0",0.1205,0.8795,"HIGH"
15,"1","N0","T0",0.1205,0.8795,"HIGH"
16,"1","N0","T0",0.1205,0.8795,"HIGH"
17,"1","N0","T0",0.1205,0.8795,"HIGH"
18,"1","N0","T0",0.1205,0.8795,"HIGH"
19,"1","N0","T0",0.1205,0.8795,"HIGH"
20,"1","N0","T0",0.1205,0.8795,"HIGH"
21,"1","N0","T0",0.1205,0.8795,"HIGH"
22,"1","N0","T0",0.1205,0.8795,"HIGH"
23,"1","N0","T0",0.1205,0.8795,"HIGH"
24,"1","N0","T0",0.1205,0.8795,"HIGH"
25,"1","N0","T0",0.1205,0.8795,"HIGH"
26,"1","N0","T0",0.1205,0.8795,"HIGH"
27,"1","N0","T0",0.1208,0.8792,"HIGH"
28,"1","N0","T0",0.1208,0.8792,"HIGH"
29,"1","N0","T0",0.1212,0.8788,"HIGH"
30,"1","N0","T0",0.1192,0.8808,"HIGH"
31,"1","N0","T0",0.1164,0.8836,"HIGH"
32,"1","N0","T0",0.1174,0.8826,"HIGH"
33,"1","N0","T0",0.1162,0.8838,"HIGH"
34,"1","N0","T0",0.1182,0.8818,"HIGH"
35,"1","N0","T0",0.1221,0.8779,"HIGH"
36,"1","N0","T0",0.1195,0.8805,"HIGH"
37,"1","N0","T0",0.1192,0.8808,"HIGH"
38,"1","N0","T0",0.1035,0.8965,"HIGH"
39,"1","N0","T0",0.0963,0.9037,"HIGH"
40,"1","N0","T0",0.0957,0.9043,"HIGH"
41,"1","N0","T0",0.0972,0.9028,"HIGH"
42,"1","N0","T0",0.099,0.901,"HIGH"
43,"1","N0","T0",0.0984,0.9016,"HIGH"
44,"1","N0","T0",0.0997,0.9003,"HIGH"
45,"1","N0","T0",0.1026,0.8974,"HIGH"
46,"1","N0","T0",0.1066,0.8934,"HIGH"
47,"1","N0","T0",0.1103,0.8897,"HIGH"
48,"1","N0","T0",0.1123,0.8877,"HIGH"
49,"1","N0","T0",0.1197,0.8803,"HIGH"
50,"1","N0","T0",0.1209,0.8791,"HIGH"
51,"1","N0","T0",0.127,0.873,"HIGH"
52,"1","N0","T0",0.1281,0.8719,"HIGH"
53,"1","N0","T0",0.1331,0.8669,"HIGH"
54,"1","N0","T0",0.1537,0.8463,"HIGH"
55,"1","N0","T0",0.1373,0.8627,"HIGH"
56,"1","N0","T0",0.1492,0.8508,"HIGH"
57,"1","N0","T0",0.1456,0.8544,"HIGH"
58,"1","N0","T0",0.1519,0.8481,"HIGH"
59,"1","N0","T0",0.1211,0.8789,"HIGH"
60,"1","N0","T0",0.1208,0.8792,"HIGH"
61,"1","N0","T0",0.1128,0.8872,"HIGH"
62,"1","N0","T0",0.1091,0.8909,"HIGH"
63,"1","N0","T0",0.1071,0.8929,"HIGH"
64,"1","N0","T0",0.1056,0.8944,"HIGH"
65,"1","N0","T0",0.1052,0.8948,"HIGH"
66,"1","N0","T0",0.1094,0.8906,"HIGH"
67,"1","N0","T0",0.1012,0.8988,"HIGH"
68,"1","N0","T0",0.1006,0.8994,"HIGH"
69,"1","N0","T0",0.1026,0.8974,"HIGH"
70,"1","N0","T0",0.1013,0.8987,"HIGH"
71,"1","N0","T0",0.1007,0.8993,"HIGH"
72,"1","N0","T0",0.1009,0.8991,"HIGH"
73,"1","N0","T0",0.1013,0.8987,"HIGH"
74,"1","N0","T0",0.1001,0.8999,"HIGH"
75,"1","N0","T0",0.0973,0.9027,"HIGH"
76,"1","N0","T0",0.0951,0.9049,"HIGH"
77,"1","N0","T0",0.0983,0.9017,"HIGH"
78,"1","N0","T0",0.1031,0.8969,"HIGH"
79,"1","N0","T0",0.1083,0.8917,"HIGH"
80,"1","N0","T0",0.0943,0.9057,"HIGH"
81,"1","N0","T0",0.0903,0.9097,"HIGH"
82,"1","N0","T0",0.0881,0.9119,"HIGH"
83,"1","N0","T0",0.0877,0.9123,"HIGH"
84,"1","N0","T0",0.0882,0.9118,"HIGH"
85,"1","N0","T0",0.0864,0.9136,"HIGH"
86,"1","N0","T0",0.086,0.914,"HIGH"
87,"1","N0","T0",0.0873,0.9127,"HIGH"
88,"1","N0","T0",0.086,0.914,"HIGH"
89,"1","N0","T0",0.0905,0.9095,"HIGH"
90,"1","N0","T0",0.087,0.913,"HIGH"
91,"1","N0","T0",0.087,0.913,"HIGH"
92,"1","N0","T0",0.087,0.913,"HIGH"
93,"1","N0","T0",0.087,0.913,"HIGH"
94,"1","N0","T0",0.087,0.913,"HIGH"
95,"1","N0","T0",0.087,0.913,"HIGH"
96,"1","N0","T0",0.087,0.913,"HIGH"
97,"1","N0","T0",0.087,0.913,"HIGH"
98,"1","N0","T0",0.087,0.913,"HIGH"
99,"1","N0","T0",0.087,0.913,"HIGH"
0,"2","N0","T0",0.1571,0.8429,"HIGH"
1,"2","N0","T0",0.1571,0.8429,"HIGH"
2,"2","N0","T0",0.1571,0.8429,"HIGH"
3,"2","N0","T0",0.1571,0.8429,"HIGH"
4,"2","N0","T0",0.1571,0.8429,"HIGH"
5,"2","N0","T0",0.1571,0.8429,"HIGH"
6,"2","N0","T0",0.1571,0.8429,"HIGH"
7,"2","N0","T0",0.1571,0.8429,"HIGH"
8,"2","N0","T0",0.1571,0.8429,"HIGH"
9,"2","N0","T0",0.1571,0.8429,"HIGH"
10,"2","N0","T0",0.1571,0.8429,"HIGH"
11,"2","N0","T0",0.1571,0.8429,"HIGH"
12,"2","N0","T0",0.1571,0.8429,"HIGH"
13,"2","N0","T0",0.1571,0.8429,"HIGH"
14,"2","N0","T0",0.1571,0.8429,"HIGH"
15,"2","N0","T0",0.1571,0.8429,"HIGH"
16,"2","N0","T0",0.1571,0.8429,"HIGH"
17,"2","N0","T0",0.1571,0.8429,"HIGH"
18,"2","N0","T0",0.1571,0.8429,"HIGH"
19,"2","N0","T0",0.1571,0.8429,"HIGH"
20,"2","N0","T0",0.1571,0.8429,"HIGH"
21,"2","N0","T0",0.1571,0.8429,"HIGH"
22,"2","N0","T0",0.1571,0.8429,"HIGH"
23,"2","N0","T0",0.1572,0.8428,"HIGH"
24,"2","N0","T0",0.1572,0.8428,"HIGH"
25,"2","N0","T0",0.1572,0.8428,"HIGH"
26,"2","N0","T0",0.158,0.842,"HIGH"
27,"2","N0","T0",0.158,0.842,"HIGH"
28,"2","N0","T0",0.158,0.842,"HIGH"
29,"2","N0","T0",0.158,0.842,"HIGH"
30,"2","N0","T0",0.1555,0.8445,"HIGH"
31,"2","N0","T0",0.1505,0.8495,"HIGH"
32,"2","N0","T0",0.1526,0.8474,"HIGH"
33,"2","N0","T0",0.1486,0.8514,"HIGH"
34,"2","N0","T0",0.1453,0.8547,"HIGH"
35,"2","N0","T0",0.1479,0.8521,"HIGH"
36,"2","N0","T0",0.1465,0.8535,"HIGH"
37,"2","N0","T0",0.1469,0.8531,"HIGH"
38,"2","N0","T0",0.143,0.857,"HIGH"
39,"2","N0","T0",0.1519,0.8481,"HIGH"
40,"2","N0","T0",0.1478,0.8522,"HIGH"
41,"2","N0","T0",0.1476,0.8524,"HIGH"
42,"2","N0","T0",0.1419,0.8581,"HIGH"
43,"2","N0","T0",0.1462,0.8538,"HIGH"
44,"2","N0","T0",0.143,0.857,"HIGH"
45,"2","N0","T0",0.1361,0.8639,"HIGH"
46,"2","N0","T0",0.1328,0.8672,"HIGH"
47,"2","N0","T0",0.1275,0.8725,"HIGH"
48,"2","N0","T0",0.123,0.877,"HIGH"
49,"2","N0","T0",0.1221,0.8779,"HIGH"
50,"2","N0","T0",0.1203,0.8797,"HIGH"
51,"2","N0","T0",0.1219,0.8781,"HIGH"
52,"2","N0","T0",0.1106,0.8894,"HIGH"
53,"2","N0","T0",0.1111,0.8889,"HIGH"
54,"2","N0","T0",0.1155,0.8845,"HIGH"
55,"2","N0","T0",0.1195,0.8805,"HIGH"
56,"2","N0","T0",0.1178,0.8822,"HIGH"
57,"2","N0","T0",0.1186,0.8814,"HIGH"
58,"2","N0","T0",0.1203,0.8797,"HIGH"
59,"2","N0","T0",0.1181,0.8819,"HIGH"
60,"2","N0","T0",0.1214,0.8786,"HIGH"
61,"2","N0","T0",0.1232,0.8768,"HIGH"
62,"2","N0","T0",0.1304,0.8696,"HIGH"
63,"2","N0","T0",0.1567,0.8433,"HIGH"
64,"2","N0","T0",0.1305,0.8695,"HIGH"
65,"2","N0","T0",0.1311,0.8689,"HIGH"
66,"2","N0","T0",0.1372,0.8628,"HIGH"
67,"2","N0","T0",0.1369,0.8631,"HIGH"
68,"2","N0","T0",0.1318,0.8682,"HIGH"
69,"2","N0","T0",0.13,0.87,"HIGH"
70,"2","N0","T0",0.1304,0.8696,"HIGH"
71,"2","N0","T0",0.1461,0.8539,"HIGH"
72,"2","N0","T0",0.1293,0.8707,"HIGH"
73,"2","N0","T0",0.129,0.871,"HIGH"
74,"2","N0","T0",0.1263,0.8737,"HIGH"
75,"2","N0","T0",0.1256,0.8744,"HIGH"
76,"2","N0","T0",0.1232,0.8768,"HIGH"
77,"2","N0","T0",0.1227,0.8773,"HIGH"
78,"2","N0","T0",0.1216,0.8784,"HIGH"
79,"2","N0","T0",0.1222,0.8778,"HIGH"
80,"2","N0","T0",0.1234,0.8766,"HIGH"
81,"2","N0","T0",0.1194,0.8806,"HIGH"
82,"2","N0","T0",0.1234,0.8766,"HIGH"
83,"2","N0","T0",0.121,0.879,"HIGH"
84,"2","N0","T0",0.1218,0.8782,"HIGH"
85,"2","N0","T0",0.1273,0.8727,"HIGH"
86,"2","N0","T0",0.1272,0.8728,"HIGH"
87,"2","N0","T0",0.125,0.875,"HIGH"
88,"2","N0","T0",0.1359,0.8641,"HIGH"
89,"2","N0","T0",0.137,0.863,"HIGH"
90,"2","N0","T0",0.1803,0.8197,"HIGH"
91,"2","N0","T0",0.1803,0.8197,"HIGH"
92,"2","N0","T0",0.1803,0.8197,"HIGH"
93,"2","N0","T0",0.1803,0.8197,"HIGH"
94,"2","N0","T0",0.1803,0.8197,"HIGH"
95,"2","N0","T0",0.1803,0.8197,"HIGH"
96,"2","N0","T0",0.1803,0.8197,"HIGH"
97,"2","N0","T0",0.1803,0.8197,"HIGH"
98,"2","N0","T0",0.1803,0.8197,"HIGH"
99,"2","N0","T0",0.1803,0.8197,"HIGH"
0,"1","N1","T0",0.3066,0.6934,"HIGH"
1,"1","N1","T0",0.3066,0.6934,"HIGH"
2,"1","N1","T0",0.3066,0.6934,"HIGH"
3,"1","N1","T0",0.3066,0.6934,"HIGH"
4,"1","N1","T0",0.3066,0.6934,"HIGH"
5,"1","N1","T0",0.3066,0.6934,"HIGH"
6,"1","N1","T0",0.3066,0.6934,"HIGH"
7,"1","N1","T0",0.3066,0.6934,"HIGH"
8,"1","N1","T0",0.3066,0.6934,"HIGH"
9,"1","N1","T0",0.3066,0.6934,"HIGH"
10,"1","N1","T0",0.3066,0.6934,"HIGH"
11,"1","N1","T0",0.3066,0.6934,"HIGH"
12,"1","N1","T0",0.3066,0.6934,"HIGH"
13,"1","N1","T0",0.3066,0.6934,"HIGH"
14,"1","N1","T0",0.3066,0.6934,"HIGH"
15,"1","N1","T0",0.3066,0.6934,"HIGH"
16,"1","N1","T0",0.3066,0.6934,"HIGH"
17,"1","N1","T0",0.3066,0.6934,"HIGH"
18,"1","N1","T0",0.3066,0.6934,"HIGH"
19,"1","N1","T0",0.3066,0.6934,"HIGH"
20,"1","N1","T0",0.3066,0.6934,"HIGH"
21,"1","N1","T0",0.3066,0.6934,"HIGH"
22,"1","N1","T0",0.3066,0.6934,"HIGH"
23,"1","N1","T0",0.3066,0.6934,"HIGH"
24,"1","N1","T0",0.3066,0.6934,"HIGH"
25,"1","N1","T0",0.3066,0.6934,"HIGH"
26,"1","N1","T0",0.3066,0.6934,"HIGH"
27,"1","N1","T0",0.307,0.693,"HIGH"
28,"1","N1","T0",0.307,0.693,"HIGH"
29,"1","N1","T0",0.3073,0.6927,"HIGH"
30,"1","N1","T0",0.3073,0.6927,"HIGH"
31,"1","N1","T0",0.3046,0.6954,"HIGH"
32,"1","N1","T0",0.3046,0.6954,"HIGH"
33,"1","N1","T0",0.3016,0.6984,"HIGH"
34,"1","N1","T0",0.3026,0.6974,"HIGH"
35,"1","N1","T0",0.3048,0.6952,"HIGH"
36,"1","N1","T0",0.3028,0.6972,"HIGH"
37,"1","N1","T0",0.3023,0.6977,"HIGH"
38,"1","N1","T0",0.2974,0.7026,"HIGH"
39,"1","N1","T0",0.2907,0.7093,"HIGH"
40,"1","N1","T0",0.29,0.71,"HIGH"
41,"1","N1","T0",0.2974,0.7026,"HIGH"
42,"1","N1","T0",0.3138,0.6862,"HIGH"
43,"1","N1","T0",0.3307,0.6693,"HIGH"
44,"1","N1","T0",0.3299,0.6701,"HIGH"
45,"1","N1","T0",0.3345,0.6655,"HIGH"
46,"1","N1","T0",0.3488,0.6512,"HIGH"
47,"1","N1","T0",0.3975,0.6025,"HIGH"
48,"1","N1","T0",0.4192,0.5808,"HIGH"
49,"1","N1","T0",0.4631,0.5369,"HIGH"
50,"1","N1","T0",0.4956,0.5044,"HIGH"
51,"1","N1","T0",0.4801,0.5199,"HIGH"
52,"1","N1","T0",0.4521,0.5479,"HIGH"
53,"1","N1","T0",0.432,0.568,"HIGH"
54,"1","N1","T0",0.4592,0.5408,"HIGH"
55,"1","N1","T0",0.4411,0.5589,"HIGH"
56,"1","N1","T0",0.4263,0.5737,"HIGH"
57,"1","N1","T0",0.4366,0.5634,"HIGH"
58,"1","N1","T0",0.4509,0.5491,"HIGH"
59,"1","N1","T0",0.4197,0.5803,"HIGH"
60,"1","N1","T0",0.4385,0.5615,"HIGH"
61,"1","N1","T0",0.4028,0.5972,"HIGH"
62,"1","N1","T0",0.4303,0.5697,"HIGH"
63,"1","N1","T0",0.4338,0.5662,"HIGH"
64,"1","N1","T0",0.4335,0.5665,"HIGH"
65,"1","N1","T0",0.4357,0.5643,"HIGH"
66,"1","N1","T0",0.4348,0.5652,"HIGH"
67,"1","N1","T0",0.4262,0.5738,"HIGH"
68,"1","N1","T0",0.4378,0.5622,"HIGH"
69,"1","N1","T0",0.498,0.502,"HIGH"
70,"1","N1","T0",0.4989,0.5011,"HIGH"
71,"1","N1","T0",0.4967,0.5033,"HIGH"
72,"1","N1","T0",0.4892,0.5108,"HIGH"
73,"1","N1","T0",0.5034,0.4966,"LOW"
74,"1","N1","T0",0.5131,0.4869,"LOW"
75,"1","N1","T0",0.4658,0.5342,"HIGH"
76,"1","N1","T0",0.4729,0.5271,"HIGH"
77,"1","N1","T0",0.4761,0.5239,"HIGH"
78,"1","N1","T0",0.4811,0.5189,"HIGH"
79,"1","N1","T0",0.4809,0.5191,"HIGH"
80,"1","N1","T0",0.4837,0.5163,"HIGH"
81,"1","N1","T0",0.4839,0.5161,"HIGH"
82,"1","N1","T0",0.4914,0.5086,"HIGH"
83,"1","N1","T0",0.4994,0.5006,"HIGH"
84,"1","N1","T0",0.5066,0.4934,"LOW"
85,"1","N1","T0",0.4923,0.5077,"HIGH"
86,"1","N1","T0",0.4648,0.5352,"HIGH"
87,"1","N1","T0",0.4402,0.5598,"HIGH"
88,"1","N1","T0",0.4175,0.5825,"HIGH"
89,"1","N1","T0",0.3948,0.6052,"HIGH"
90,"1","N1","T0",0.4081,0.5919,"HIGH"
91,"1","N1","T0",0.4081,0.5919,"HIGH"
92,"1","N1","T0",0.4081,0.5919,"HIGH"
93,"1","N1","T0",0.4081,0.5919,"HIGH"
94,"1","N1","T0",0.4081,0.5919,"HIGH"
95,"1","N1","T0",0.4081,0.5919,"HIGH"
96,"1","N1","T0",0.4081,0.5919,"HIGH"
97,"1","N1","T0",0.4081,0.5919,"HIGH"
98,"1","N1","T0",0.4081,0.5919,"HIGH"
99,"1","N1","T0",0.4081,0.5919,"HIGH"
0,"2","N1","T0",0.4033,0.5967,"HIGH"
1,"2","N1","T0",0.4033,0.5967,"HIGH"
2,"2","N1","T0",0.4033,0.5967,"HIGH"
3,"2","N1","T0",0.4033,0.5967,"HIGH"
4,"2","N1","T0",0.4033,0.5967,"HIGH"
5,"2","N1","T0",0.4033,0.5967,"HIGH"
6,"2","N1","T0",0.4033,0.5967,"HIGH"
7,"2","N1","T0",0.4033,0.5967,"HIGH"
8,"2","N1","T0",0.4033,0.5967,"HIGH"
9,"2","N1","T0",0.4033,0.5967,"HIGH"
10,"2","N1","T0",0.4033,0.5967,"HIGH"
11,"2","N1","T0",0.4033,0.5967,"HIGH"
12,"2","N1","T0",0.4033,0.5967,"HIGH"
13,"2","N1","T0",0.4033,0.5967,"HIGH"
14,"2","N1","T0",0.4033,0.5967,"HIGH"
15,"2","N1","T0",0.4033,0.5967,"HIGH"
16,"2","N1","T0",0.4033,0.5967,"HIGH"
17,"2","N1","T0",0.4033,0.5967,"HIGH"
18,"2","N1","T0",0.4033,0.5967,"HIGH"
19,"2","N1","T0",0.4033,0.5967,"HIGH"
20,"2","N1","T0",0.4033,0.5967,"HIGH"
21,"2","N1","T0",0.4033,0.5967,"HIGH"
22,"2","N1","T0",0.4033,0.5967,"HIGH"
23,"2","N1","T0",0.4044,0.5956,"HIGH"
24,"2","N1","T0",0.4044,0.5956,"HIGH"
25,"2","N1","T0",0.4044,0.5956,"HIGH"
26,"2","N1","T0",0.4044,0.5956,"HIGH"
27,"2","N1","T0",0.4044,0.5956,"HIGH"
28,"2","N1","T0",0.4044,0.5956,"HIGH"
29,"2","N1","T0",0.4044,0.5956,"HIGH"
30,"2","N1","T0",0.4024,0.5976,"HIGH"
31,"2","N1","T0",0.4006,0.5994,"HIGH"
32,"2","N1","T0",0.4038,0.5962,"HIGH"
33,"2","N1","T0",0.4029,0.5971,"HIGH"
34,"2","N1","T0",0.4075,0.5925,"HIGH"
35,"2","N1","T0",0.41,0.59,"HIGH"
36,"2","N1","T0",0.4109,0.5891,"HIGH"
37,"2","N1","T0",0.4139,0.5861,"HIGH"
38,"2","N1","T0",0.4029,0.5971,"HIGH"
39,"2","N1","T0",0.3974,0.6026,"HIGH"
40,"2","N1","T0",0.3836,0.6164,"HIGH"
41,"2","N1","T0",0.3863,0.6137,"HIGH"
42,"2","N1","T0",0.3893,0.6107,"HIGH"
43,"2","N1","T0",0.3942,0.6058,"HIGH"
44,"2","N1","T0",0.4002,0.5998,"HIGH"
45,"2","N1","T0",0.3993,0.6007,"HIGH"
46,"2","N1","T0",0.3916,0.6084,"HIGH"
47,"2","N1","T0",0.3856,0.6144,"HIGH"
48,"2","N1","T0",0.3801,0.6199,"HIGH"
49,"2","N1","T0",0.3872,0.6128,"HIGH"
50,"2","N1","T0",0.392,0.608,"HIGH"
51,"2","N1","T0",0.4009,0.5991,"HIGH"
52,"2","N1","T0",0.4191,0.5809,"HIGH"
53,"2","N1","T0",0.4912,0.5088,"HIGH"
54,"2","N1","T0",0.5751,0.4249,"LOW"
55,"2","N1","T0",0.569,0.431,"LOW"
56,"2","N1","T0",0.5634,0.4366,"LOW"
57,"2","N1","T0",0.5358,0.4642,"LOW"
58,"2","N1","T0",0.5009,0.4991,"LOW"
59,"2","N1","T0",0.4699,0.5301,"HIGH"
60,"2","N1","T0",0.4579,0.5421,"HIGH"
61,"2","N1","T0",0.4489,0.5511,"HIGH"
62,"2","N1","T0",0.4442,0.5558,"HIGH"
63,"2","N1","T0",0.4565,0.5435,"HIGH"
64,"2","N1","T0",0.4912,0.5088,"HIGH"
65,"2","N1","T0",0.4598,0.5402,"HIGH"
66,"2","N1","T0",0.492,0.508,"HIGH"
67,"2","N1","T0",0.4902,0.5098,"HIGH"
68,"2","N1","T0",0.4931,0.5069,"HIGH"
69,"2","N1","T0",0.4984,0.5016,"HIGH"
70,"2","N1","T0",0.507,0.493,"LOW"
71,"2","N1","T0",0.5595,0.4405,"LOW"
72,"2","N1","T0",0.6151,0.3849,"LOW"
73,"2","N1","T0",0.6398,0.3602,"LOW"
74,"2","N1","T0",0.6481,0.3519,"LOW"
75,"2","N1","T0",0.6559,0.3441,"LOW"
76,"2","N1","T0",0.6572,0.3428,"LOW"
77,"2","N1","T0",0.6637,0.3363,"LOW"
78,"2","N1","T0",0.6717,0.3283,"LOW"
79,"2","N1","T0",0.6789,0.3211,"LOW"
80,"2","N1","T0",0.6796,0.3204,"LOW"
81,"2","N1","T0",0.6735,0.3265,"LOW"
82,"2","N1","T0",0.667,0.333,"LOW"
83,"2","N1","T0",0.6573,0.3427,"LOW"
84,"2","N1","T0",0.648,0.352,"LOW"
85,"2","N1","T0",0.6368,0.3632,"LOW"
86,"2","N1","T0",0.6166,0.3834,"LOW"
87,"2","N1","T0",0.6082,0.3918,"LOW"
88,"2","N1","T0",0.6065,0.3935,"LOW"
89,"2","N1","T0",0.586,0.414,"LOW"
90,"2","N1","T0",0.589,0.411,"LOW"
91,"2","N1","T0",0.589,0.411,"LOW"
92,"2","N1","T0",0.589,0.411,"LOW"
93,"2","N1","T0",0.589,0.411,"LOW"
94,"2","N1","T0",0.589,0.411,"LOW"
95,"2","N1","T0",0.589,0.411,"LOW"
96,"2","N1","T0",0.589,0.411,"LOW"
97,"2","N1","T0",0.589,0.411,"LOW"
98,"2","N1","T0",0.589,0.411,"LOW"
99,"2","N1","T0",0.589,0.411,"LOW"
0,"1","N2","T0",0.4549,0.5451,"HIGH"
1,"1","N2","T0",0.4549,0.5451,"HIGH"
2,"1","N2","T0",0.4549,0.5451,"HIGH"
3,"1","N2","T0",0.4549,0.5451,"HIGH"
4,"1","N2","T0",0.4549,0.5451,"HIGH"
5,"1","N2","T0",0.4549,0.5451,"HIGH"
6,"1","N2","T0",0.4549,0.5451,"HIGH"
7,"1","N2","T0",0.4549,0.5451,"HIGH"
8,"1","N2","T0",0.4549,0.5451,"HIGH"
9,"1","N2","T0",0.4549,0.5451,"HIGH"
10,"1","N2","T0",0.4549,0.5451,"HIGH"
11,"1","N2","T0",0.4549,0.5451,"HIGH"
12,"1","N2","T0",0.4549,0.5451,"HIGH"
13,"1","N2","T0",0.4549,0.5451,"HIGH"
14,"1","N2","T0",0.4549,0.5451,"HIGH"
15,"1","N2","T0",0.4549,0.5451,"HIGH"
16,"1","N2","T0",0.4549,0.5451,"HIGH"
17,"1","N2","T0",0.4549,0.5451,"HIGH"
18,"1","N2","T0",0.4549,0.5451,"HIGH"
19,"1","N2","T0",0.4549,0.5451,"HIGH"
20,"1","N2","T0",0.4549,0.5451,"HIGH"
21,"1","N2","T0",0.4549,0.5451,"HIGH"
22,"1","N2","T0",0.4549,0.5451,"HIGH"
23,"1","N2","T0",0.4549,0.5451,"HIGH"
24,"1","N2","T0",0.4549,0.5451,"HIGH"
25,"1","N2","T0",0.4554,0.5446,"HIGH"
26,"1","N2","T0",0.456,0.544,"HIGH"
27,"1","N2","T0",0.458,0.542,"HIGH"
28,"1","N2","T0",0.4678,0.5322,"HIGH"
29,"1","N2","T0",0.4741,0.5259,"HIGH"
30,"1","N2","T0",0.4761,0.5239,"HIGH"
31,"1","N2","T0",0.4745,0.5255,"HIGH"
32,"1","N2","T0",0.474,0.526,"HIGH"
33,"1","N2","T0",0.4714,0.5286,"HIGH"
34,"1","N2","T0",0.475,0.525,"HIGH"
35,"1","N2","T0",0.4783,0.5217,"HIGH"
36,"1","N2","T0",0.4803,0.5197,"HIGH"
37,"1","N2","T0",0.4807,0.5193,"HIGH"
38,"1","N2","T0",0.4441,0.5559,"HIGH"
39,"1","N2","T0",0.4275,0.5725,"HIGH"
40,"1","N2","T0",0.4002,0.5998,"HIGH"
41,"1","N2","T0",0.3854,0.6146,"HIGH"
42,"1","N2","T0",0.3649,0.6351,"HIGH"
43,"1","N2","T0",0.3445,0.6555,"HIGH"
44,"1","N2","T0",0.3255,0.6745,"HIGH"
45,"1","N2","T0",0.3363,0.6637,"HIGH"
46,"1","N2","T0",0.3457,0.6543,"HIGH"
47,"1","N2","T0",0.3612,0.6388,"HIGH"
48,"1","N2","T0",0.3837,0.6163,"HIGH"
49,"1","N2","T0",0.4012,0.5988,"HIGH"
50,"1","N2","T0",0.4056,0.5944,"HIGH"
51,"1","N2","T0",0.4089,0.5911,"HIGH"
52,"1","N2","T0",0.4091,0.5909,"HIGH"
53,"1","N2","T0",0.4062,0.5938,"HIGH"
54,"1","N2","T0",0.4102,0.5898,"HIGH"
55,"1","N2","T0",0.4116,0.5884,"HIGH"
56,"1","N2","T0",0.4173,0.5827,"HIGH"
57,"1","N2","T0",0.4053,0.5947,"HIGH"
58,"1","N2","T0",0.4073,0.5927,"HIGH"
59,"1","N2","T0",0.4056,0.5944,"HIGH"
60,"1","N2","T0",0.4185,0.5815,"HIGH"
61,"1","N2","T0",0.4013,0.5987,"HIGH"
62,"1","N2","T0",0.4005,0.5995,"HIGH"
63,"1","N2","T0",0.3902,0.6098,"HIGH"
64,"1","N2","T0",0.4124,0.5876,"HIGH"
65,"1","N2","T0",0.4376,0.5624,"HIGH"
66,"1","N2","T0",0.433,0.567,"HIGH"
67,"1","N2","T0",0.4033,0.5967,"HIGH"
68,"1","N2","T0",0.4091,0.5909,"HIGH"
69,"1","N2","T0",0.3965,0.6035,"HIGH"
70,"1","N2","T0",0.3985,0.6015,"HIGH"
71,"1","N2","T0",0.3956,0.6044,"HIGH"
72,"1","N2","T0",0.3955,0.6045,"HIGH"
73,"1","N2","T0",0.3846,0.6154,"HIGH"
74,"1","N2","T0",0.4012,0.5988,"HIGH"
75,"1","N2","T0",0.4017,0.5983,"HIGH"
76,"1","N2","T0",0.3934,0.6066,"HIGH"
77,"1","N2","T0",0.3882,0.6118,"HIGH"
78,"1","N2","T0",0.3778,0.6222,"HIGH"
79,"1","N2","T0",0.3903,0.6097,"HIGH"
80,"1","N2","T0",0.393,0.607,"HIGH"
81,"1","N2","T0",0.4064,0.5936,"HIGH"
82,"1","N2","T0",0.37,0.63,"HIGH"
83,"1","N2","T0",0.369,0.631,"HIGH"
84,"1","N2","T0",0.3773,0.6227,"HIGH"
85,"1","N2","T0",0.4008,0.5992,"HIGH"
86,"1","N2","T0",0.357,0.643,"HIGH"
87,"1","N2","T0",0.3471,0.6529,"HIGH"
88,"1","N2","T0",0.3359,0.6641,"HIGH"
89,"1","N2","T0",0.3256,0.6744,"HIGH"
90,"1","N2","T0",0.3816,0.6184,"HIGH"
91,"1","N2","T0",0.3816,0.6184,"HIGH"
92,"1","N2","T0",0.3816,0.6184,"HIGH"
93,"1","N2","T0",0.3816,0.6184,"HIGH"
94,"1","N2","T0",0.3816,0.6184,"HIGH"
95,"1","N2","T0",0.3816,0.6184,"HIGH"
96,"1","N2","T0",0.3816,0.6184,"HIGH"
97,"1","N2","T0",0.3816,0.6184,"HIGH"
98,"1","N2","T0",0.3816,0.6184,"HIGH"
99,"1","N2","T0",0.3816,0.6184,"HIGH"
0,"2","N2","T0",0.4518,0.5482,"HIGH"
1,"2","N2","T0",0.4518,0.5482,"HIGH"
2,"2","N2","T0",0.4518,0.5482,"HIGH"
