"AGE","TNM_N_cat","TNM_T_cat","prostate_psa","prostate_cores","prostate_gs_cat","no_metastasis","metastasis","risk_level"
40,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9973,0.0027,"LOW"
41,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9973,0.0027,"LOW"
42,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9973,0.0027,"LOW"
43,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9973,0.0027,"LOW"
44,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9972,0.0028,"LOW"
45,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9972,0.0028,"LOW"
46,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9972,0.0028,"LOW"
47,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
48,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
49,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
50,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
51,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9951,0.0049,"LOW"
52,"N0","Other/Unknown",2,0.1,"Grade group 1",0.995,0.005,"LOW"
53,"N0","Other/Unknown",2,0.1,"Grade group 1",0.997,0.003,"LOW"
54,"N0","Other/Unknown",2,0.1,"Grade group 1",0.997,0.003,"LOW"
55,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9969,0.0031,"LOW"
56,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9989,0.0011,"LOW"
57,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9989,0.0011,"LOW"
58,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9989,0.0011,"LOW"
59,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9988,0.0012,"LOW"
60,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9987,0.0013,"LOW"
61,"N0","Other/Unknown",2,0.1,"Grade group 1",0.996,0.004,"LOW"
62,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9964,0.0036,"LOW"
63,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9978,0.0022,"LOW"
64,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9984,0.0016,"LOW"
65,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9961,0.0039,"LOW"
66,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9957,0.0043,"LOW"
67,"N0","Other/Unknown",2,0.1,"Grade group 1",0.996,0.004,"LOW"
68,"N0","Other/Unknown",2,0.1,"Grade group 1",0.996,0.004,"LOW"
69,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9941,0.0059,"LOW"
70,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9932,0.0068,"LOW"
71,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9833,0.0167,"LOW"
72,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9882,0.0118,"LOW"
73,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9883,0.0117,"LOW"
74,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9864,0.0136,"LOW"
75,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9717,0.0283,"LOW"
76,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9838,0.0162,"LOW"
77,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9879,0.0121,"LOW"
78,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9902,0.0098,"LOW"
79,"N0","Other/Unknown",2,0.1,"Grade group 1",0.98,0.02,"LOW"
80,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9901,0.0099,"LOW"
81,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9901,0.0099,"LOW"
82,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9879,0.0121,"LOW"
83,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9707,0.0293,"LOW"
84,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9844,0.0156,"LOW"
85,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9848,0.0152,"LOW"
86,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9709,0.0291,"LOW"
87,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9748,0.0252,"LOW"
88,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9638,0.0362,"LOW"
89,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9605,0.0395,"LOW"
90,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9521,0.0479,"LOW"
91,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9521,0.0479,"LOW"
92,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9521,0.0479,"LOW"
93,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9521,0.0479,"LOW"
94,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9521,0.0479,"LOW"
95,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9521,0.0479,"LOW"
96,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9521,0.0479,"LOW"
97,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9521,0.0479,"LOW"
98,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9521,0.0479,"LOW"
99,"N0","Other/Unknown",2,0.1,"Grade group 1",0.9521,0.0479,"LOW"
0,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
1,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
2,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
3,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
4,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
5,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
6,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
7,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
8,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
9,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
10,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
11,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
12,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
13,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
14,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
15,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
16,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
17,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
18,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
19,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
20,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
21,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
22,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
23,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
24,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
25,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
26,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
27,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
28,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
29,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
30,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
31,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
32,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
33,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
34,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
35,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
36,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
37,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
38,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
39,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
40,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
41,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
42,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
43,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
44,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4729,0.5271,"HIGH"
45,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4689,0.5311,"HIGH"
46,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4712,0.5288,"HIGH"
47,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4802,0.5198,"HIGH"
48,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4862,0.5138,"HIGH"
49,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4842,0.5158,"HIGH"
50,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4842,0.5158,"HIGH"
51,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4832,0.5168,"HIGH"
52,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4771,0.5229,"HIGH"
53,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4831,0.5169,"HIGH"
54,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4891,0.5109,"HIGH"
55,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4853,0.5147,"HIGH"
56,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4837,0.5163,"HIGH"
57,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4817,0.5183,"HIGH"
58,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4829,0.5171,"HIGH"
59,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4978,0.5022,"HIGH"
60,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5028,0.4972,"LOW"
61,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5175,0.4825,"LOW"
62,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5315,0.4685,"LOW"
63,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5322,0.4678,"LOW"
64,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5249,0.4751,"LOW"
65,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5103,0.4897,"LOW"
66,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5416,0.4584,"LOW"
67,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5573,0.4427,"LOW"
68,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5522,0.4478,"LOW"
69,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5604,0.4396,"LOW"
70,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5541,0.4459,"LOW"
71,"N1","Other/Unknown",2,0.1,"Grade group 1",0.544,0.456,"LOW"
72,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5301,0.4699,"LOW"
73,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5257,0.4743,"LOW"
74,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5169,0.4831,"LOW"
75,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5099,0.4901,"LOW"
76,"N1","Other/Unknown",2,0.1,"Grade group 1",0.5041,0.4959,"LOW"
77,"N1","Other/Unknown",2,0.1,"Grade group 1",0.496,0.504,"HIGH"
78,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4906,0.5094,"HIGH"
79,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4658,0.5342,"HIGH"
80,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4837,0.5163,"HIGH"
81,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4745,0.5255,"HIGH"
82,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4778,0.5222,"HIGH"
83,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4579,0.5421,"HIGH"
84,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4511,0.5489,"HIGH"
85,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4299,0.5701,"HIGH"
86,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4346,0.5654,"HIGH"
87,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4373,0.5627,"HIGH"
88,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4437,0.5563,"HIGH"
89,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4511,0.5489,"HIGH"
90,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4339,0.5661,"HIGH"
91,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4339,0.5661,"HIGH"
92,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4339,0.5661,"HIGH"
93,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4339,0.5661,"HIGH"
94,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4339,0.5661,"HIGH"
95,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4339,0.5661,"HIGH"
96,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4339,0.5661,"HIGH"
97,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4339,0.5661,"HIGH"
98,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4339,0.5661,"HIGH"
99,"N1","Other/Unknown",2,0.1,"Grade group 1",0.4339,0.5661,"HIGH"
0,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
1,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
2,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
3,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
4,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
5,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
6,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
7,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
8,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
9,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
10,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
11,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
12,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
13,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
14,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
15,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
16,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
17,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
18,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
19,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
20,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
21,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
22,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
23,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
24,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
25,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
26,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
27,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
28,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9912,0.0088,"LOW"
29,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9902,0.0098,"LOW"
30,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9902,0.0098,"LOW"
31,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9922,0.0078,"LOW"
32,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9942,0.0058,"LOW"
33,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9942,0.0058,"LOW"
34,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9942,0.0058,"LOW"
35,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9942,0.0058,"LOW"
36,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9942,0.0058,"LOW"
37,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9962,0.0038,"LOW"
38,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9962,0.0038,"LOW"
39,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9962,0.0038,"LOW"
40,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9972,0.0028,"LOW"
41,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9972,0.0028,"LOW"
42,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9972,0.0028,"LOW"
43,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9972,0.0028,"LOW"
44,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9972,0.0028,"LOW"
45,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
46,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
47,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
48,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
49,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
50,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
51,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9951,0.0049,"LOW"
52,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.995,0.005,"LOW"
53,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.997,0.003,"LOW"
54,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.997,0.003,"LOW"
55,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.997,0.003,"LOW"
56,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.999,0.001,"LOW"
57,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.999,0.001,"LOW"
58,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9989,0.0011,"LOW"
59,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9989,0.0011,"LOW"
60,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9988,0.0012,"LOW"
61,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9988,0.0012,"LOW"
62,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9966,0.0034,"LOW"
63,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9988,0.0012,"LOW"
64,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9983,0.0017,"LOW"
65,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9982,0.0018,"LOW"
66,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9978,0.0022,"LOW"
67,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9971,0.0029,"LOW"
68,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9969,0.0031,"LOW"
69,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9945,0.0055,"LOW"
70,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9942,0.0058,"LOW"
71,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.993,0.007,"LOW"
72,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9915,0.0085,"LOW"
73,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9784,0.0216,"LOW"
74,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9725,0.0275,"LOW"
75,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9114,0.0886,"LOW"
76,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9582,0.0418,"LOW"
77,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9649,0.0351,"LOW"
78,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9715,0.0285,"LOW"
79,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9545,0.0455,"LOW"
80,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9789,0.0211,"LOW"
81,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9796,0.0204,"LOW"
82,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9754,0.0246,"LOW"
83,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.943,0.057,"LOW"
84,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9559,0.0441,"LOW"
85,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9797,0.0203,"LOW"
86,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9634,0.0366,"LOW"
87,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9723,0.0277,"LOW"
88,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9475,0.0525,"LOW"
89,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9512,0.0488,"LOW"
90,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9381,0.0619,"LOW"
91,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9381,0.0619,"LOW"
92,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9381,0.0619,"LOW"
93,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9381,0.0619,"LOW"
94,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9381,0.0619,"LOW"
95,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9381,0.0619,"LOW"
96,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9381,0.0619,"LOW"
97,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9381,0.0619,"LOW"
98,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9381,0.0619,"LOW"
99,"Other/Unknown","Other/Unknown",2,0.1,"Grade group 1",0.9381,0.0619,"LOW"
0,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
1,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
2,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
3,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
4,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
5,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
6,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
7,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
8,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
9,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
10,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
11,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
12,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
13,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
14,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
15,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
16,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
17,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
18,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
19,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
20,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
21,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
22,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
23,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
24,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
25,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
26,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
27,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
28,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
29,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
30,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
31,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
32,"N0","T1",2,0.1,"Grade group 1",0.9994,6e-04,"LOW"
33,"N0","T1",2,0.1,"Grade group 1",0.9993,7e-04,"LOW"
34,"N0","T1",2,0.1,"Grade group 1",0.9993,7e-04,"LOW"
35,"N0","T1",2,0.1,"Grade group 1",0.9993,7e-04,"LOW"
36,"N0","T1",2,0.1,"Grade group 1",0.9993,7e-04,"LOW"
37,"N0","T1",2,0.1,"Grade group 1",0.9992,8e-04,"LOW"
38,"N0","T1",2,0.1,"Grade group 1",0.999,0.001,"LOW"
39,"N0","T1",2,0.1,"Grade group 1",0.9988,0.0012,"LOW"
40,"N0","T1",2,0.1,"Grade group 1",0.9988,0.0012,"LOW"
41,"N0","T1",2,0.1,"Grade group 1",0.9988,0.0012,"LOW"
42,"N0","T1",2,0.1,"Grade group 1",0.9985,0.0015,"LOW"
43,"N0","T1",2,0.1,"Grade group 1",0.9924,0.0076,"LOW"
44,"N0","T1",2,0.1,"Grade group 1",0.999,0.001,"LOW"
45,"N0","T1",2,0.1,"Grade group 1",0.9993,7e-04,"LOW"
46,"N0","T1",2,0.1,"Grade group 1",0.9995,5e-04,"LOW"
47,"N0","T1",2,0.1,"Grade group 1",0.9996,4e-04,"LOW"
48,"N0","T1",2,0.1,"Grade group 1",0.9997,3e-04,"LOW"
49,"N0","T1",2,0.1,"Grade group 1",0.9998,2e-04,"LOW"
