"AGE","SEX","TNM_N_cat","TNM_T_cat","rectum_cea_cat","no_metastasis","metastasis","risk_level"
87,"1","Other/Unknown","T2","Other/Unknown",0.8959,0.1041,"LOW"
88,"1","Other/Unknown","T2","Other/Unknown",0.913,0.087,"LOW"
89,"1","Other/Unknown","T2","Other/Unknown",0.8947,0.1053,"LOW"
90,"1","Other/Unknown","T2","Other/Unknown",0.8636,0.1364,"LOW"
91,"1","Other/Unknown","T2","Other/Unknown",0.8636,0.1364,"LOW"
92,"1","Other/Unknown","T2","Other/Unknown",0.8636,0.1364,"LOW"
93,"1","Other/Unknown","T2","Other/Unknown",0.8636,0.1364,"LOW"
94,"1","Other/Unknown","T2","Other/Unknown",0.8636,0.1364,"LOW"
95,"1","Other/Unknown","T2","Other/Unknown",0.8636,0.1364,"LOW"
96,"1","Other/Unknown","T2","Other/Unknown",0.8636,0.1364,"LOW"
97,"1","Other/Unknown","T2","Other/Unknown",0.8636,0.1364,"LOW"
98,"1","Other/Unknown","T2","Other/Unknown",0.8636,0.1364,"LOW"
99,"1","Other/Unknown","T2","Other/Unknown",0.8636,0.1364,"LOW"
0,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
1,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
2,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
3,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
4,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
5,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
6,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
7,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
8,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
9,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
10,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
11,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
12,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
13,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
14,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
15,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
16,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
17,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
18,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
19,"2","Other/Unknown","T2","Other/Unknown",0.9399,0.0601,"LOW"
20,"2","Other/Unknown","T2","Other/Unknown",0.938,0.062,"LOW"
21,"2","Other/Unknown","T2","Other/Unknown",0.9364,0.0636,"LOW"
22,"2","Other/Unknown","T2","Other/Unknown",0.9342,0.0658,"LOW"
23,"2","Other/Unknown","T2","Other/Unknown",0.9339,0.0661,"LOW"
24,"2","Other/Unknown","T2","Other/Unknown",0.9335,0.0665,"LOW"
25,"2","Other/Unknown","T2","Other/Unknown",0.933,0.067,"LOW"
26,"2","Other/Unknown","T2","Other/Unknown",0.9274,0.0726,"LOW"
27,"2","Other/Unknown","T2","Other/Unknown",0.9284,0.0716,"LOW"
28,"2","Other/Unknown","T2","Other/Unknown",0.9271,0.0729,"LOW"
29,"2","Other/Unknown","T2","Other/Unknown",0.9283,0.0717,"LOW"
30,"2","Other/Unknown","T2","Other/Unknown",0.9255,0.0745,"LOW"
31,"2","Other/Unknown","T2","Other/Unknown",0.9217,0.0783,"LOW"
32,"2","Other/Unknown","T2","Other/Unknown",0.9195,0.0805,"LOW"
33,"2","Other/Unknown","T2","Other/Unknown",0.9179,0.0821,"LOW"
34,"2","Other/Unknown","T2","Other/Unknown",0.918,0.082,"LOW"
35,"2","Other/Unknown","T2","Other/Unknown",0.9163,0.0837,"LOW"
36,"2","Other/Unknown","T2","Other/Unknown",0.9152,0.0848,"LOW"
37,"2","Other/Unknown","T2","Other/Unknown",0.9132,0.0868,"LOW"
38,"2","Other/Unknown","T2","Other/Unknown",0.9097,0.0903,"LOW"
39,"2","Other/Unknown","T2","Other/Unknown",0.9123,0.0877,"LOW"
40,"2","Other/Unknown","T2","Other/Unknown",0.9097,0.0903,"LOW"
41,"2","Other/Unknown","T2","Other/Unknown",0.9058,0.0942,"LOW"
42,"2","Other/Unknown","T2","Other/Unknown",0.9016,0.0984,"LOW"
43,"2","Other/Unknown","T2","Other/Unknown",0.8986,0.1014,"LOW"
44,"2","Other/Unknown","T2","Other/Unknown",0.8974,0.1026,"LOW"
45,"2","Other/Unknown","T2","Other/Unknown",0.8894,0.1106,"LOW"
46,"2","Other/Unknown","T2","Other/Unknown",0.8838,0.1162,"LOW"
47,"2","Other/Unknown","T2","Other/Unknown",0.8798,0.1202,"LOW"
48,"2","Other/Unknown","T2","Other/Unknown",0.8712,0.1288,"LOW"
49,"2","Other/Unknown","T2","Other/Unknown",0.864,0.136,"LOW"
50,"2","Other/Unknown","T2","Other/Unknown",0.8111,0.1889,"LOW"
51,"2","Other/Unknown","T2","Other/Unknown",0.8116,0.1884,"LOW"
52,"2","Other/Unknown","T2","Other/Unknown",0.8264,0.1736,"LOW"
53,"2","Other/Unknown","T2","Other/Unknown",0.8465,0.1535,"LOW"
54,"2","Other/Unknown","T2","Other/Unknown",0.8426,0.1574,"LOW"
55,"2","Other/Unknown","T2","Other/Unknown",0.8413,0.1587,"LOW"
56,"2","Other/Unknown","T2","Other/Unknown",0.7961,0.2039,"LOW"
57,"2","Other/Unknown","T2","Other/Unknown",0.8234,0.1766,"LOW"
58,"2","Other/Unknown","T2","Other/Unknown",0.8532,0.1468,"LOW"
59,"2","Other/Unknown","T2","Other/Unknown",0.8536,0.1464,"LOW"
60,"2","Other/Unknown","T2","Other/Unknown",0.8585,0.1415,"LOW"
61,"2","Other/Unknown","T2","Other/Unknown",0.8204,0.1796,"LOW"
62,"2","Other/Unknown","T2","Other/Unknown",0.8502,0.1498,"LOW"
63,"2","Other/Unknown","T2","Other/Unknown",0.851,0.149,"LOW"
64,"2","Other/Unknown","T2","Other/Unknown",0.7848,0.2152,"LOW"
65,"2","Other/Unknown","T2","Other/Unknown",0.7916,0.2084,"LOW"
66,"2","Other/Unknown","T2","Other/Unknown",0.8604,0.1396,"LOW"
67,"2","Other/Unknown","T2","Other/Unknown",0.8685,0.1315,"LOW"
68,"2","Other/Unknown","T2","Other/Unknown",0.8763,0.1237,"LOW"
69,"2","Other/Unknown","T2","Other/Unknown",0.8805,0.1195,"LOW"
70,"2","Other/Unknown","T2","Other/Unknown",0.8823,0.1177,"LOW"
71,"2","Other/Unknown","T2","Other/Unknown",0.8842,0.1158,"LOW"
72,"2","Other/Unknown","T2","Other/Unknown",0.8848,0.1152,"LOW"
73,"2","Other/Unknown","T2","Other/Unknown",0.8855,0.1145,"LOW"
74,"2","Other/Unknown","T2","Other/Unknown",0.8796,0.1204,"LOW"
75,"2","Other/Unknown","T2","Other/Unknown",0.8783,0.1217,"LOW"
76,"2","Other/Unknown","T2","Other/Unknown",0.8778,0.1222,"LOW"
77,"2","Other/Unknown","T2","Other/Unknown",0.8472,0.1528,"LOW"
78,"2","Other/Unknown","T2","Other/Unknown",0.8257,0.1743,"LOW"
79,"2","Other/Unknown","T2","Other/Unknown",0.7891,0.2109,"LOW"
80,"2","Other/Unknown","T2","Other/Unknown",0.7824,0.2176,"LOW"
81,"2","Other/Unknown","T2","Other/Unknown",0.8124,0.1876,"LOW"
82,"2","Other/Unknown","T2","Other/Unknown",0.8411,0.1589,"LOW"
83,"2","Other/Unknown","T2","Other/Unknown",0.8757,0.1243,"LOW"
84,"2","Other/Unknown","T2","Other/Unknown",0.8905,0.1095,"LOW"
85,"2","Other/Unknown","T2","Other/Unknown",0.8986,0.1014,"LOW"
86,"2","Other/Unknown","T2","Other/Unknown",0.9054,0.0946,"LOW"
87,"2","Other/Unknown","T2","Other/Unknown",0.9107,0.0893,"LOW"
88,"2","Other/Unknown","T2","Other/Unknown",0.915,0.085,"LOW"
89,"2","Other/Unknown","T2","Other/Unknown",0.9135,0.0865,"LOW"
90,"2","Other/Unknown","T2","Other/Unknown",0.916,0.084,"LOW"
91,"2","Other/Unknown","T2","Other/Unknown",0.916,0.084,"LOW"
92,"2","Other/Unknown","T2","Other/Unknown",0.916,0.084,"LOW"
93,"2","Other/Unknown","T2","Other/Unknown",0.916,0.084,"LOW"
94,"2","Other/Unknown","T2","Other/Unknown",0.916,0.084,"LOW"
95,"2","Other/Unknown","T2","Other/Unknown",0.916,0.084,"LOW"
96,"2","Other/Unknown","T2","Other/Unknown",0.916,0.084,"LOW"
97,"2","Other/Unknown","T2","Other/Unknown",0.916,0.084,"LOW"
98,"2","Other/Unknown","T2","Other/Unknown",0.916,0.084,"LOW"
99,"2","Other/Unknown","T2","Other/Unknown",0.916,0.084,"LOW"
0,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
1,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
2,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
3,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
4,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
5,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
6,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
7,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
8,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
9,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
10,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
11,"1","N0","T3","Other/Unknown",0.9484,0.0516,"LOW"
12,"1","N0","T3","Other/Unknown",0.9481,0.0519,"LOW"
13,"1","N0","T3","Other/Unknown",0.9481,0.0519,"LOW"
14,"1","N0","T3","Other/Unknown",0.9481,0.0519,"LOW"
15,"1","N0","T3","Other/Unknown",0.9481,0.0519,"LOW"
16,"1","N0","T3","Other/Unknown",0.9477,0.0523,"LOW"
17,"1","N0","T3","Other/Unknown",0.9476,0.0524,"LOW"
18,"1","N0","T3","Other/Unknown",0.9474,0.0526,"LOW"
19,"1","N0","T3","Other/Unknown",0.947,0.053,"LOW"
20,"1","N0","T3","Other/Unknown",0.9456,0.0544,"LOW"
21,"1","N0","T3","Other/Unknown",0.9453,0.0547,"LOW"
22,"1","N0","T3","Other/Unknown",0.9447,0.0553,"LOW"
23,"1","N0","T3","Other/Unknown",0.9415,0.0585,"LOW"
24,"1","N0","T3","Other/Unknown",0.9323,0.0677,"LOW"
25,"1","N0","T3","Other/Unknown",0.9168,0.0832,"LOW"
26,"1","N0","T3","Other/Unknown",0.8859,0.1141,"LOW"
27,"1","N0","T3","Other/Unknown",0.9199,0.0801,"LOW"
28,"1","N0","T3","Other/Unknown",0.9268,0.0732,"LOW"
29,"1","N0","T3","Other/Unknown",0.9266,0.0734,"LOW"
30,"1","N0","T3","Other/Unknown",0.9108,0.0892,"LOW"
31,"1","N0","T3","Other/Unknown",0.9324,0.0676,"LOW"
32,"1","N0","T3","Other/Unknown",0.9394,0.0606,"LOW"
33,"1","N0","T3","Other/Unknown",0.9276,0.0724,"LOW"
34,"1","N0","T3","Other/Unknown",0.9365,0.0635,"LOW"
35,"1","N0","T3","Other/Unknown",0.9415,0.0585,"LOW"
36,"1","N0","T3","Other/Unknown",0.9414,0.0586,"LOW"
37,"1","N0","T3","Other/Unknown",0.9394,0.0606,"LOW"
38,"1","N0","T3","Other/Unknown",0.9348,0.0652,"LOW"
39,"1","N0","T3","Other/Unknown",0.927,0.073,"LOW"
40,"1","N0","T3","Other/Unknown",0.9358,0.0642,"LOW"
41,"1","N0","T3","Other/Unknown",0.9392,0.0608,"LOW"
42,"1","N0","T3","Other/Unknown",0.9361,0.0639,"LOW"
43,"1","N0","T3","Other/Unknown",0.9327,0.0673,"LOW"
44,"1","N0","T3","Other/Unknown",0.9368,0.0632,"LOW"
45,"1","N0","T3","Other/Unknown",0.936,0.064,"LOW"
46,"1","N0","T3","Other/Unknown",0.9351,0.0649,"LOW"
47,"1","N0","T3","Other/Unknown",0.9354,0.0646,"LOW"
48,"1","N0","T3","Other/Unknown",0.9355,0.0645,"LOW"
49,"1","N0","T3","Other/Unknown",0.9338,0.0662,"LOW"
50,"1","N0","T3","Other/Unknown",0.9351,0.0649,"LOW"
51,"1","N0","T3","Other/Unknown",0.9354,0.0646,"LOW"
52,"1","N0","T3","Other/Unknown",0.9355,0.0645,"LOW"
53,"1","N0","T3","Other/Unknown",0.9363,0.0637,"LOW"
54,"1","N0","T3","Other/Unknown",0.9376,0.0624,"LOW"
55,"1","N0","T3","Other/Unknown",0.9368,0.0632,"LOW"
56,"1","N0","T3","Other/Unknown",0.9379,0.0621,"LOW"
57,"1","N0","T3","Other/Unknown",0.9388,0.0612,"LOW"
58,"1","N0","T3","Other/Unknown",0.9379,0.0621,"LOW"
59,"1","N0","T3","Other/Unknown",0.9386,0.0614,"LOW"
60,"1","N0","T3","Other/Unknown",0.938,0.062,"LOW"
61,"1","N0","T3","Other/Unknown",0.9375,0.0625,"LOW"
62,"1","N0","T3","Other/Unknown",0.9362,0.0638,"LOW"
63,"1","N0","T3","Other/Unknown",0.9372,0.0628,"LOW"
64,"1","N0","T3","Other/Unknown",0.9364,0.0636,"LOW"
65,"1","N0","T3","Other/Unknown",0.9375,0.0625,"LOW"
66,"1","N0","T3","Other/Unknown",0.9353,0.0647,"LOW"
67,"1","N0","T3","Other/Unknown",0.9367,0.0633,"LOW"
68,"1","N0","T3","Other/Unknown",0.9386,0.0614,"LOW"
69,"1","N0","T3","Other/Unknown",0.937,0.063,"LOW"
70,"1","N0","T3","Other/Unknown",0.9374,0.0626,"LOW"
71,"1","N0","T3","Other/Unknown",0.9373,0.0627,"LOW"
72,"1","N0","T3","Other/Unknown",0.9369,0.0631,"LOW"
73,"1","N0","T3","Other/Unknown",0.9381,0.0619,"LOW"
74,"1","N0","T3","Other/Unknown",0.9399,0.0601,"LOW"
75,"1","N0","T3","Other/Unknown",0.9378,0.0622,"LOW"
76,"1","N0","T3","Other/Unknown",0.9377,0.0623,"LOW"
77,"1","N0","T3","Other/Unknown",0.9384,0.0616,"LOW"
78,"1","N0","T3","Other/Unknown",0.9359,0.0641,"LOW"
79,"1","N0","T3","Other/Unknown",0.9389,0.0611,"LOW"
80,"1","N0","T3","Other/Unknown",0.9377,0.0623,"LOW"
81,"1","N0","T3","Other/Unknown",0.9357,0.0643,"LOW"
82,"1","N0","T3","Other/Unknown",0.9384,0.0616,"LOW"
83,"1","N0","T3","Other/Unknown",0.9381,0.0619,"LOW"
84,"1","N0","T3","Other/Unknown",0.9409,0.0591,"LOW"
85,"1","N0","T3","Other/Unknown",0.9312,0.0688,"LOW"
86,"1","N0","T3","Other/Unknown",0.9351,0.0649,"LOW"
87,"1","N0","T3","Other/Unknown",0.9379,0.0621,"LOW"
88,"1","N0","T3","Other/Unknown",0.922,0.078,"LOW"
89,"1","N0","T3","Other/Unknown",0.936,0.064,"LOW"
90,"1","N0","T3","Other/Unknown",0.9335,0.0665,"LOW"
91,"1","N0","T3","Other/Unknown",0.9335,0.0665,"LOW"
92,"1","N0","T3","Other/Unknown",0.9335,0.0665,"LOW"
93,"1","N0","T3","Other/Unknown",0.9335,0.0665,"LOW"
94,"1","N0","T3","Other/Unknown",0.9335,0.0665,"LOW"
95,"1","N0","T3","Other/Unknown",0.9335,0.0665,"LOW"
96,"1","N0","T3","Other/Unknown",0.9335,0.0665,"LOW"
97,"1","N0","T3","Other/Unknown",0.9335,0.0665,"LOW"
98,"1","N0","T3","Other/Unknown",0.9335,0.0665,"LOW"
99,"1","N0","T3","Other/Unknown",0.9335,0.0665,"LOW"
0,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
1,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
2,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
3,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
4,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
5,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
6,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
7,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
8,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
9,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
10,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
11,"2","N0","T3","Other/Unknown",0.9598,0.0402,"LOW"
12,"2","N0","T3","Other/Unknown",0.9592,0.0408,"LOW"
13,"2","N0","T3","Other/Unknown",0.9592,0.0408,"LOW"
14,"2","N0","T3","Other/Unknown",0.9592,0.0408,"LOW"
15,"2","N0","T3","Other/Unknown",0.9589,0.0411,"LOW"
16,"2","N0","T3","Other/Unknown",0.9588,0.0412,"LOW"
17,"2","N0","T3","Other/Unknown",0.9588,0.0412,"LOW"
18,"2","N0","T3","Other/Unknown",0.956,0.044,"LOW"
19,"2","N0","T3","Other/Unknown",0.9532,0.0468,"LOW"
20,"2","N0","T3","Other/Unknown",0.9534,0.0466,"LOW"
21,"2","N0","T3","Other/Unknown",0.9545,0.0455,"LOW"
22,"2","N0","T3","Other/Unknown",0.9536,0.0464,"LOW"
23,"2","N0","T3","Other/Unknown",0.9513,0.0487,"LOW"
24,"2","N0","T3","Other/Unknown",0.9503,0.0497,"LOW"
25,"2","N0","T3","Other/Unknown",0.9492,0.0508,"LOW"
26,"2","N0","T3","Other/Unknown",0.9428,0.0572,"LOW"
27,"2","N0","T3","Other/Unknown",0.9428,0.0572,"LOW"
28,"2","N0","T3","Other/Unknown",0.9426,0.0574,"LOW"
29,"2","N0","T3","Other/Unknown",0.9388,0.0612,"LOW"
30,"2","N0","T3","Other/Unknown",0.9311,0.0689,"LOW"
31,"2","N0","T3","Other/Unknown",0.8872,0.1128,"LOW"
32,"2","N0","T3","Other/Unknown",0.9216,0.0784,"LOW"
33,"2","N0","T3","Other/Unknown",0.9366,0.0634,"LOW"
34,"2","N0","T3","Other/Unknown",0.9387,0.0613,"LOW"
35,"2","N0","T3","Other/Unknown",0.9381,0.0619,"LOW"
36,"2","N0","T3","Other/Unknown",0.9279,0.0721,"LOW"
37,"2","N0","T3","Other/Unknown",0.937,0.063,"LOW"
38,"2","N0","T3","Other/Unknown",0.9373,0.0627,"LOW"
39,"2","N0","T3","Other/Unknown",0.933,0.067,"LOW"
40,"2","N0","T3","Other/Unknown",0.9247,0.0753,"LOW"
41,"2","N0","T3","Other/Unknown",0.9346,0.0654,"LOW"
42,"2","N0","T3","Other/Unknown",0.9378,0.0622,"LOW"
43,"2","N0","T3","Other/Unknown",0.9403,0.0597,"LOW"
44,"2","N0","T3","Other/Unknown",0.9372,0.0628,"LOW"
45,"2","N0","T3","Other/Unknown",0.9379,0.0621,"LOW"
46,"2","N0","T3","Other/Unknown",0.9433,0.0567,"LOW"
47,"2","N0","T3","Other/Unknown",0.9373,0.0627,"LOW"
48,"2","N0","T3","Other/Unknown",0.9397,0.0603,"LOW"
49,"2","N0","T3","Other/Unknown",0.9405,0.0595,"LOW"
50,"2","N0","T3","Other/Unknown",0.9408,0.0592,"LOW"
51,"2","N0","T3","Other/Unknown",0.94,0.06,"LOW"
52,"2","N0","T3","Other/Unknown",0.938,0.062,"LOW"
53,"2","N0","T3","Other/Unknown",0.9374,0.0626,"LOW"
54,"2","N0","T3","Other/Unknown",0.9352,0.0648,"LOW"
55,"2","N0","T3","Other/Unknown",0.9359,0.0641,"LOW"
56,"2","N0","T3","Other/Unknown",0.9384,0.0616,"LOW"
57,"2","N0","T3","Other/Unknown",0.9386,0.0614,"LOW"
58,"2","N0","T3","Other/Unknown",0.9392,0.0608,"LOW"
59,"2","N0","T3","Other/Unknown",0.9398,0.0602,"LOW"
60,"2","N0","T3","Other/Unknown",0.9429,0.0571,"LOW"
61,"2","N0","T3","Other/Unknown",0.9398,0.0602,"LOW"
62,"2","N0","T3","Other/Unknown",0.9406,0.0594,"LOW"
63,"2","N0","T3","Other/Unknown",0.9423,0.0577,"LOW"
64,"2","N0","T3","Other/Unknown",0.9402,0.0598,"LOW"
65,"2","N0","T3","Other/Unknown",0.9381,0.0619,"LOW"
66,"2","N0","T3","Other/Unknown",0.9397,0.0603,"LOW"
67,"2","N0","T3","Other/Unknown",0.9378,0.0622,"LOW"
68,"2","N0","T3","Other/Unknown",0.9373,0.0627,"LOW"
69,"2","N0","T3","Other/Unknown",0.9393,0.0607,"LOW"
70,"2","N0","T3","Other/Unknown",0.9378,0.0622,"LOW"
71,"2","N0","T3","Other/Unknown",0.9391,0.0609,"LOW"
72,"2","N0","T3","Other/Unknown",0.9379,0.0621,"LOW"
73,"2","N0","T3","Other/Unknown",0.9388,0.0612,"LOW"
74,"2","N0","T3","Other/Unknown",0.941,0.059,"LOW"
75,"2","N0","T3","Other/Unknown",0.9418,0.0582,"LOW"
76,"2","N0","T3","Other/Unknown",0.938,0.062,"LOW"
77,"2","N0","T3","Other/Unknown",0.9428,0.0572,"LOW"
78,"2","N0","T3","Other/Unknown",0.9461,0.0539,"LOW"
79,"2","N0","T3","Other/Unknown",0.9469,0.0531,"LOW"
80,"2","N0","T3","Other/Unknown",0.9426,0.0574,"LOW"
81,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
82,"2","N0","T3","Other/Unknown",0.9397,0.0603,"LOW"
83,"2","N0","T3","Other/Unknown",0.9352,0.0648,"LOW"
84,"2","N0","T3","Other/Unknown",0.9414,0.0586,"LOW"
85,"2","N0","T3","Other/Unknown",0.9398,0.0602,"LOW"
86,"2","N0","T3","Other/Unknown",0.9383,0.0617,"LOW"
87,"2","N0","T3","Other/Unknown",0.9398,0.0602,"LOW"
88,"2","N0","T3","Other/Unknown",0.9373,0.0627,"LOW"
89,"2","N0","T3","Other/Unknown",0.949,0.051,"LOW"
90,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
91,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
92,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
93,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
94,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
95,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
96,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
97,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
98,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
99,"2","N0","T3","Other/Unknown",0.9432,0.0568,"LOW"
0,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
1,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
2,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
3,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
4,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
5,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
6,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
7,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
8,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
9,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
10,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
11,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
12,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
13,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
14,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
15,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
16,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
17,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
18,"1","N1","T3","Other/Unknown",0.762,0.238,"LOW"
19,"1","N1","T3","Other/Unknown",0.7562,0.2438,"LOW"
20,"1","N1","T3","Other/Unknown",0.7435,0.2565,"LOW"
21,"1","N1","T3","Other/Unknown",0.7784,0.2216,"LOW"
22,"1","N1","T3","Other/Unknown",0.8062,0.1938,"LOW"
23,"1","N1","T3","Other/Unknown",0.7848,0.2152,"LOW"
24,"1","N1","T3","Other/Unknown",0.8061,0.1939,"LOW"
25,"1","N1","T3","Other/Unknown",0.7777,0.2223,"LOW"
26,"1","N1","T3","Other/Unknown",0.7845,0.2155,"LOW"
27,"1","N1","T3","Other/Unknown",0.8085,0.1915,"LOW"
28,"1","N1","T3","Other/Unknown",0.823,0.177,"LOW"
29,"1","N1","T3","Other/Unknown",0.8305,0.1695,"LOW"
30,"1","N1","T3","Other/Unknown",0.8343,0.1657,"LOW"
31,"1","N1","T3","Other/Unknown",0.8311,0.1689,"LOW"
32,"1","N1","T3","Other/Unknown",0.8411,0.1589,"LOW"
33,"1","N1","T3","Other/Unknown",0.8332,0.1668,"LOW"
34,"1","N1","T3","Other/Unknown",0.8309,0.1691,"LOW"
35,"1","N1","T3","Other/Unknown",0.8342,0.1658,"LOW"
36,"1","N1","T3","Other/Unknown",0.8578,0.1422,"LOW"
37,"1","N1","T3","Other/Unknown",0.857,0.143,"LOW"
38,"1","N1","T3","Other/Unknown",0.8651,0.1349,"LOW"
39,"1","N1","T3","Other/Unknown",0.8513,0.1487,"LOW"
40,"1","N1","T3","Other/Unknown",0.8597,0.1403,"LOW"
41,"1","N1","T3","Other/Unknown",0.8682,0.1318,"LOW"
42,"1","N1","T3","Other/Unknown",0.8716,0.1284,"LOW"
43,"1","N1","T3","Other/Unknown",0.8708,0.1292,"LOW"
44,"1","N1","T3","Other/Unknown",0.8704,0.1296,"LOW"
45,"1","N1","T3","Other/Unknown",0.8732,0.1268,"LOW"
46,"1","N1","T3","Other/Unknown",0.8716,0.1284,"LOW"
47,"1","N1","T3","Other/Unknown",0.8695,0.1305,"LOW"
48,"1","N1","T3","Other/Unknown",0.8721,0.1279,"LOW"
49,"1","N1","T3","Other/Unknown",0.8715,0.1285,"LOW"
50,"1","N1","T3","Other/Unknown",0.8747,0.1253,"LOW"
51,"1","N1","T3","Other/Unknown",0.8706,0.1294,"LOW"
52,"1","N1","T3","Other/Unknown",0.8754,0.1246,"LOW"
53,"1","N1","T3","Other/Unknown",0.8732,0.1268,"LOW"
54,"1","N1","T3","Other/Unknown",0.8734,0.1266,"LOW"
55,"1","N1","T3","Other/Unknown",0.8755,0.1245,"LOW"
56,"1","N1","T3","Other/Unknown",0.8746,0.1254,"LOW"
57,"1","N1","T3","Other/Unknown",0.8738,0.1262,"LOW"
58,"1","N1","T3","Other/Unknown",0.8735,0.1265,"LOW"
59,"1","N1","T3","Other/Unknown",0.8673,0.1327,"LOW"
60,"1","N1","T3","Other/Unknown",0.869,0.131,"LOW"
61,"1","N1","T3","Other/Unknown",0.873,0.127,"LOW"
62,"1","N1","T3","Other/Unknown",0.8749,0.1251,"LOW"
63,"1","N1","T3","Other/Unknown",0.8731,0.1269,"LOW"
64,"1","N1","T3","Other/Unknown",0.8731,0.1269,"LOW"
65,"1","N1","T3","Other/Unknown",0.8724,0.1276,"LOW"
66,"1","N1","T3","Other/Unknown",0.8764,0.1236,"LOW"
67,"1","N1","T3","Other/Unknown",0.8751,0.1249,"LOW"
68,"1","N1","T3","Other/Unknown",0.8774,0.1226,"LOW"
69,"1","N1","T3","Other/Unknown",0.875,0.125,"LOW"
70,"1","N1","T3","Other/Unknown",0.8728,0.1272,"LOW"
71,"1","N1","T3","Other/Unknown",0.8727,0.1273,"LOW"
