"AGE","SEX","TNM_N_cat","TNM_T_cat","rectum_cea_cat","no_metastasis","metastasis","risk_level"
0,"1","N0","T0","Negative/normal; within normal limits",0.9622,0.0378,"LOW"
1,"1","N0","T0","Negative/normal; within normal limits",0.9622,0.0378,"LOW"
2,"1","N0","T0","Negative/normal; within normal limits",0.9622,0.0378,"LOW"
3,"1","N0","T0","Negative/normal; within normal limits",0.9622,0.0378,"LOW"
4,"1","N0","T0","Negative/normal; within normal limits",0.9621,0.0379,"LOW"
5,"1","N0","T0","Negative/normal; within normal limits",0.9621,0.0379,"LOW"
6,"1","N0","T0","Negative/normal; within normal limits",0.9621,0.0379,"LOW"
7,"1","N0","T0","Negative/normal; within normal limits",0.9618,0.0382,"LOW"
8,"1","N0","T0","Negative/normal; within normal limits",0.9618,0.0382,"LOW"
9,"1","N0","T0","Negative/normal; within normal limits",0.9618,0.0382,"LOW"
10,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
11,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
12,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
13,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
14,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
15,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
16,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
17,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
18,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
19,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
20,"1","N0","T0","Negative/normal; within normal limits",0.9615,0.0385,"LOW"
21,"1","N0","T0","Negative/normal; within normal limits",0.9613,0.0387,"LOW"
22,"1","N0","T0","Negative/normal; within normal limits",0.9606,0.0394,"LOW"
23,"1","N0","T0","Negative/normal; within normal limits",0.9571,0.0429,"LOW"
24,"1","N0","T0","Negative/normal; within normal limits",0.9558,0.0442,"LOW"
25,"1","N0","T0","Negative/normal; within normal limits",0.9487,0.0513,"LOW"
26,"1","N0","T0","Negative/normal; within normal limits",0.9532,0.0468,"LOW"
27,"1","N0","T0","Negative/normal; within normal limits",0.9532,0.0468,"LOW"
28,"1","N0","T0","Negative/normal; within normal limits",0.9511,0.0489,"LOW"
29,"1","N0","T0","Negative/normal; within normal limits",0.9517,0.0483,"LOW"
30,"1","N0","T0","Negative/normal; within normal limits",0.9514,0.0486,"LOW"
31,"1","N0","T0","Negative/normal; within normal limits",0.9489,0.0511,"LOW"
32,"1","N0","T0","Negative/normal; within normal limits",0.946,0.054,"LOW"
33,"1","N0","T0","Negative/normal; within normal limits",0.9424,0.0576,"LOW"
34,"1","N0","T0","Negative/normal; within normal limits",0.9436,0.0564,"LOW"
35,"1","N0","T0","Negative/normal; within normal limits",0.9429,0.0571,"LOW"
36,"1","N0","T0","Negative/normal; within normal limits",0.9362,0.0638,"LOW"
37,"1","N0","T0","Negative/normal; within normal limits",0.9357,0.0643,"LOW"
38,"1","N0","T0","Negative/normal; within normal limits",0.9317,0.0683,"LOW"
39,"1","N0","T0","Negative/normal; within normal limits",0.9295,0.0705,"LOW"
40,"1","N0","T0","Negative/normal; within normal limits",0.9282,0.0718,"LOW"
41,"1","N0","T0","Negative/normal; within normal limits",0.9271,0.0729,"LOW"
42,"1","N0","T0","Negative/normal; within normal limits",0.9256,0.0744,"LOW"
43,"1","N0","T0","Negative/normal; within normal limits",0.92,0.08,"LOW"
44,"1","N0","T0","Negative/normal; within normal limits",0.9165,0.0835,"LOW"
45,"1","N0","T0","Negative/normal; within normal limits",0.9146,0.0854,"LOW"
46,"1","N0","T0","Negative/normal; within normal limits",0.7917,0.2083,"LOW"
47,"1","N0","T0","Negative/normal; within normal limits",0.8206,0.1794,"LOW"
48,"1","N0","T0","Negative/normal; within normal limits",0.8496,0.1504,"LOW"
49,"1","N0","T0","Negative/normal; within normal limits",0.8858,0.1142,"LOW"
50,"1","N0","T0","Negative/normal; within normal limits",0.9221,0.0779,"LOW"
51,"1","N0","T0","Negative/normal; within normal limits",0.9351,0.0649,"LOW"
52,"1","N0","T0","Negative/normal; within normal limits",0.9405,0.0595,"LOW"
53,"1","N0","T0","Negative/normal; within normal limits",0.9414,0.0586,"LOW"
54,"1","N0","T0","Negative/normal; within normal limits",0.942,0.058,"LOW"
55,"1","N0","T0","Negative/normal; within normal limits",0.9412,0.0588,"LOW"
56,"1","N0","T0","Negative/normal; within normal limits",0.9372,0.0628,"LOW"
57,"1","N0","T0","Negative/normal; within normal limits",0.93,0.07,"LOW"
58,"1","N0","T0","Negative/normal; within normal limits",0.9264,0.0736,"LOW"
59,"1","N0","T0","Negative/normal; within normal limits",0.9199,0.0801,"LOW"
60,"1","N0","T0","Negative/normal; within normal limits",0.9162,0.0838,"LOW"
61,"1","N0","T0","Negative/normal; within normal limits",0.9132,0.0868,"LOW"
62,"1","N0","T0","Negative/normal; within normal limits",0.9112,0.0888,"LOW"
63,"1","N0","T0","Negative/normal; within normal limits",0.8983,0.1017,"LOW"
64,"1","N0","T0","Negative/normal; within normal limits",0.8416,0.1584,"LOW"
65,"1","N0","T0","Negative/normal; within normal limits",0.8849,0.1151,"LOW"
66,"1","N0","T0","Negative/normal; within normal limits",0.8416,0.1584,"LOW"
67,"1","N0","T0","Negative/normal; within normal limits",0.8984,0.1016,"LOW"
68,"1","N0","T0","Negative/normal; within normal limits",0.9142,0.0858,"LOW"
69,"1","N0","T0","Negative/normal; within normal limits",0.9253,0.0747,"LOW"
70,"1","N0","T0","Negative/normal; within normal limits",0.9172,0.0828,"LOW"
71,"1","N0","T0","Negative/normal; within normal limits",0.9363,0.0637,"LOW"
72,"1","N0","T0","Negative/normal; within normal limits",0.9409,0.0591,"LOW"
73,"1","N0","T0","Negative/normal; within normal limits",0.9445,0.0555,"LOW"
74,"1","N0","T0","Negative/normal; within normal limits",0.9465,0.0535,"LOW"
75,"1","N0","T0","Negative/normal; within normal limits",0.949,0.051,"LOW"
76,"1","N0","T0","Negative/normal; within normal limits",0.9524,0.0476,"LOW"
77,"1","N0","T0","Negative/normal; within normal limits",0.9546,0.0454,"LOW"
78,"1","N0","T0","Negative/normal; within normal limits",0.9563,0.0437,"LOW"
79,"1","N0","T0","Negative/normal; within normal limits",0.9576,0.0424,"LOW"
80,"1","N0","T0","Negative/normal; within normal limits",0.9584,0.0416,"LOW"
81,"1","N0","T0","Negative/normal; within normal limits",0.9591,0.0409,"LOW"
82,"1","N0","T0","Negative/normal; within normal limits",0.96,0.04,"LOW"
83,"1","N0","T0","Negative/normal; within normal limits",0.9604,0.0396,"LOW"
84,"1","N0","T0","Negative/normal; within normal limits",0.9601,0.0399,"LOW"
85,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
86,"1","N0","T0","Negative/normal; within normal limits",0.962,0.038,"LOW"
87,"1","N0","T0","Negative/normal; within normal limits",0.9618,0.0382,"LOW"
88,"1","N0","T0","Negative/normal; within normal limits",0.9617,0.0383,"LOW"
89,"1","N0","T0","Negative/normal; within normal limits",0.9618,0.0382,"LOW"
90,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
91,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
92,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
93,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
94,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
95,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
96,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
97,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
98,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
99,"1","N0","T0","Negative/normal; within normal limits",0.9612,0.0388,"LOW"
0,"2","N0","T0","Negative/normal; within normal limits",0.9575,0.0425,"LOW"
1,"2","N0","T0","Negative/normal; within normal limits",0.9575,0.0425,"LOW"
2,"2","N0","T0","Negative/normal; within normal limits",0.9575,0.0425,"LOW"
3,"2","N0","T0","Negative/normal; within normal limits",0.9575,0.0425,"LOW"
4,"2","N0","T0","Negative/normal; within normal limits",0.957,0.043,"LOW"
5,"2","N0","T0","Negative/normal; within normal limits",0.957,0.043,"LOW"
6,"2","N0","T0","Negative/normal; within normal limits",0.9568,0.0432,"LOW"
7,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
8,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
9,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
10,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
11,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
12,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
13,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
14,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
15,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
16,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
17,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
18,"2","N0","T0","Negative/normal; within normal limits",0.9564,0.0436,"LOW"
19,"2","N0","T0","Negative/normal; within normal limits",0.9544,0.0456,"LOW"
20,"2","N0","T0","Negative/normal; within normal limits",0.9544,0.0456,"LOW"
21,"2","N0","T0","Negative/normal; within normal limits",0.9561,0.0439,"LOW"
22,"2","N0","T0","Negative/normal; within normal limits",0.9516,0.0484,"LOW"
23,"2","N0","T0","Negative/normal; within normal limits",0.9479,0.0521,"LOW"
24,"2","N0","T0","Negative/normal; within normal limits",0.9477,0.0523,"LOW"
25,"2","N0","T0","Negative/normal; within normal limits",0.9337,0.0663,"LOW"
26,"2","N0","T0","Negative/normal; within normal limits",0.9454,0.0546,"LOW"
27,"2","N0","T0","Negative/normal; within normal limits",0.9518,0.0482,"LOW"
28,"2","N0","T0","Negative/normal; within normal limits",0.9539,0.0461,"LOW"
29,"2","N0","T0","Negative/normal; within normal limits",0.9542,0.0458,"LOW"
30,"2","N0","T0","Negative/normal; within normal limits",0.9584,0.0416,"LOW"
31,"2","N0","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
32,"2","N0","T0","Negative/normal; within normal limits",0.9577,0.0423,"LOW"
33,"2","N0","T0","Negative/normal; within normal limits",0.957,0.043,"LOW"
34,"2","N0","T0","Negative/normal; within normal limits",0.9555,0.0445,"LOW"
35,"2","N0","T0","Negative/normal; within normal limits",0.9545,0.0455,"LOW"
36,"2","N0","T0","Negative/normal; within normal limits",0.9529,0.0471,"LOW"
37,"2","N0","T0","Negative/normal; within normal limits",0.9523,0.0477,"LOW"
38,"2","N0","T0","Negative/normal; within normal limits",0.951,0.049,"LOW"
39,"2","N0","T0","Negative/normal; within normal limits",0.9495,0.0505,"LOW"
40,"2","N0","T0","Negative/normal; within normal limits",0.9482,0.0518,"LOW"
41,"2","N0","T0","Negative/normal; within normal limits",0.9469,0.0531,"LOW"
42,"2","N0","T0","Negative/normal; within normal limits",0.9455,0.0545,"LOW"
43,"2","N0","T0","Negative/normal; within normal limits",0.9432,0.0568,"LOW"
44,"2","N0","T0","Negative/normal; within normal limits",0.9422,0.0578,"LOW"
45,"2","N0","T0","Negative/normal; within normal limits",0.9415,0.0585,"LOW"
46,"2","N0","T0","Negative/normal; within normal limits",0.9229,0.0771,"LOW"
47,"2","N0","T0","Negative/normal; within normal limits",0.9272,0.0728,"LOW"
48,"2","N0","T0","Negative/normal; within normal limits",0.9292,0.0708,"LOW"
49,"2","N0","T0","Negative/normal; within normal limits",0.9307,0.0693,"LOW"
50,"2","N0","T0","Negative/normal; within normal limits",0.9355,0.0645,"LOW"
51,"2","N0","T0","Negative/normal; within normal limits",0.936,0.064,"LOW"
52,"2","N0","T0","Negative/normal; within normal limits",0.9332,0.0668,"LOW"
53,"2","N0","T0","Negative/normal; within normal limits",0.9333,0.0667,"LOW"
54,"2","N0","T0","Negative/normal; within normal limits",0.9305,0.0695,"LOW"
55,"2","N0","T0","Negative/normal; within normal limits",0.9263,0.0737,"LOW"
56,"2","N0","T0","Negative/normal; within normal limits",0.9225,0.0775,"LOW"
57,"2","N0","T0","Negative/normal; within normal limits",0.9156,0.0844,"LOW"
58,"2","N0","T0","Negative/normal; within normal limits",0.9092,0.0908,"LOW"
59,"2","N0","T0","Negative/normal; within normal limits",0.9034,0.0966,"LOW"
60,"2","N0","T0","Negative/normal; within normal limits",0.8995,0.1005,"LOW"
61,"2","N0","T0","Negative/normal; within normal limits",0.8908,0.1092,"LOW"
62,"2","N0","T0","Negative/normal; within normal limits",0.8604,0.1396,"LOW"
63,"2","N0","T0","Negative/normal; within normal limits",0.7982,0.2018,"LOW"
64,"2","N0","T0","Negative/normal; within normal limits",0.8368,0.1632,"LOW"
65,"2","N0","T0","Negative/normal; within normal limits",0.8689,0.1311,"LOW"
66,"2","N0","T0","Negative/normal; within normal limits",0.8596,0.1404,"LOW"
67,"2","N0","T0","Negative/normal; within normal limits",0.8658,0.1342,"LOW"
68,"2","N0","T0","Negative/normal; within normal limits",0.8488,0.1512,"LOW"
69,"2","N0","T0","Negative/normal; within normal limits",0.8161,0.1839,"LOW"
70,"2","N0","T0","Negative/normal; within normal limits",0.7295,0.2705,"LOW"
71,"2","N0","T0","Negative/normal; within normal limits",0.7886,0.2114,"LOW"
72,"2","N0","T0","Negative/normal; within normal limits",0.8272,0.1728,"LOW"
73,"2","N0","T0","Negative/normal; within normal limits",0.8348,0.1652,"LOW"
74,"2","N0","T0","Negative/normal; within normal limits",0.8481,0.1519,"LOW"
75,"2","N0","T0","Negative/normal; within normal limits",0.8683,0.1317,"LOW"
76,"2","N0","T0","Negative/normal; within normal limits",0.8738,0.1262,"LOW"
77,"2","N0","T0","Negative/normal; within normal limits",0.8872,0.1128,"LOW"
78,"2","N0","T0","Negative/normal; within normal limits",0.8886,0.1114,"LOW"
79,"2","N0","T0","Negative/normal; within normal limits",0.9022,0.0978,"LOW"
80,"2","N0","T0","Negative/normal; within normal limits",0.9118,0.0882,"LOW"
81,"2","N0","T0","Negative/normal; within normal limits",0.9141,0.0859,"LOW"
82,"2","N0","T0","Negative/normal; within normal limits",0.9214,0.0786,"LOW"
83,"2","N0","T0","Negative/normal; within normal limits",0.9216,0.0784,"LOW"
84,"2","N0","T0","Negative/normal; within normal limits",0.9223,0.0777,"LOW"
85,"2","N0","T0","Negative/normal; within normal limits",0.9231,0.0769,"LOW"
86,"2","N0","T0","Negative/normal; within normal limits",0.9247,0.0753,"LOW"
87,"2","N0","T0","Negative/normal; within normal limits",0.9247,0.0753,"LOW"
88,"2","N0","T0","Negative/normal; within normal limits",0.9243,0.0757,"LOW"
89,"2","N0","T0","Negative/normal; within normal limits",0.9286,0.0714,"LOW"
90,"2","N0","T0","Negative/normal; within normal limits",0.9294,0.0706,"LOW"
91,"2","N0","T0","Negative/normal; within normal limits",0.9294,0.0706,"LOW"
92,"2","N0","T0","Negative/normal; within normal limits",0.9294,0.0706,"LOW"
93,"2","N0","T0","Negative/normal; within normal limits",0.9294,0.0706,"LOW"
94,"2","N0","T0","Negative/normal; within normal limits",0.9294,0.0706,"LOW"
95,"2","N0","T0","Negative/normal; within normal limits",0.9294,0.0706,"LOW"
96,"2","N0","T0","Negative/normal; within normal limits",0.9294,0.0706,"LOW"
97,"2","N0","T0","Negative/normal; within normal limits",0.9294,0.0706,"LOW"
98,"2","N0","T0","Negative/normal; within normal limits",0.9294,0.0706,"LOW"
99,"2","N0","T0","Negative/normal; within normal limits",0.9294,0.0706,"LOW"
0,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
1,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
2,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
3,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
4,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
5,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
6,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
7,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
8,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
9,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
10,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
11,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
12,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
13,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
14,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
15,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
16,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
17,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
18,"1","N1","T0","Negative/normal; within normal limits",0.9605,0.0395,"LOW"
19,"1","N1","T0","Negative/normal; within normal limits",0.96,0.04,"LOW"
20,"1","N1","T0","Negative/normal; within normal limits",0.9588,0.0412,"LOW"
21,"1","N1","T0","Negative/normal; within normal limits",0.9582,0.0418,"LOW"
22,"1","N1","T0","Negative/normal; within normal limits",0.9576,0.0424,"LOW"
23,"1","N1","T0","Negative/normal; within normal limits",0.9569,0.0431,"LOW"
24,"1","N1","T0","Negative/normal; within normal limits",0.9461,0.0539,"LOW"
25,"1","N1","T0","Negative/normal; within normal limits",0.9549,0.0451,"LOW"
26,"1","N1","T0","Negative/normal; within normal limits",0.9553,0.0447,"LOW"
27,"1","N1","T0","Negative/normal; within normal limits",0.9458,0.0542,"LOW"
28,"1","N1","T0","Negative/normal; within normal limits",0.9516,0.0484,"LOW"
29,"1","N1","T0","Negative/normal; within normal limits",0.9513,0.0487,"LOW"
30,"1","N1","T0","Negative/normal; within normal limits",0.9495,0.0505,"LOW"
31,"1","N1","T0","Negative/normal; within normal limits",0.9474,0.0526,"LOW"
32,"1","N1","T0","Negative/normal; within normal limits",0.9343,0.0657,"LOW"
33,"1","N1","T0","Negative/normal; within normal limits",0.9483,0.0517,"LOW"
34,"1","N1","T0","Negative/normal; within normal limits",0.9514,0.0486,"LOW"
35,"1","N1","T0","Negative/normal; within normal limits",0.9504,0.0496,"LOW"
36,"1","N1","T0","Negative/normal; within normal limits",0.9407,0.0593,"LOW"
37,"1","N1","T0","Negative/normal; within normal limits",0.9502,0.0498,"LOW"
38,"1","N1","T0","Negative/normal; within normal limits",0.9509,0.0491,"LOW"
39,"1","N1","T0","Negative/normal; within normal limits",0.9526,0.0474,"LOW"
40,"1","N1","T0","Negative/normal; within normal limits",0.9425,0.0575,"LOW"
41,"1","N1","T0","Negative/normal; within normal limits",0.9541,0.0459,"LOW"
42,"1","N1","T0","Negative/normal; within normal limits",0.9536,0.0464,"LOW"
43,"1","N1","T0","Negative/normal; within normal limits",0.9595,0.0405,"LOW"
44,"1","N1","T0","Negative/normal; within normal limits",0.9602,0.0398,"LOW"
45,"1","N1","T0","Negative/normal; within normal limits",0.9629,0.0371,"LOW"
46,"1","N1","T0","Negative/normal; within normal limits",0.9641,0.0359,"LOW"
47,"1","N1","T0","Negative/normal; within normal limits",0.9636,0.0364,"LOW"
48,"1","N1","T0","Negative/normal; within normal limits",0.9644,0.0356,"LOW"
49,"1","N1","T0","Negative/normal; within normal limits",0.9638,0.0362,"LOW"
50,"1","N1","T0","Negative/normal; within normal limits",0.9594,0.0406,"LOW"
51,"1","N1","T0","Negative/normal; within normal limits",0.9673,0.0327,"LOW"
52,"1","N1","T0","Negative/normal; within normal limits",0.9698,0.0302,"LOW"
53,"1","N1","T0","Negative/normal; within normal limits",0.9673,0.0327,"LOW"
54,"1","N1","T0","Negative/normal; within normal limits",0.9708,0.0292,"LOW"
55,"1","N1","T0","Negative/normal; within normal limits",0.9728,0.0272,"LOW"
56,"1","N1","T0","Negative/normal; within normal limits",0.9746,0.0254,"LOW"
57,"1","N1","T0","Negative/normal; within normal limits",0.9759,0.0241,"LOW"
58,"1","N1","T0","Negative/normal; within normal limits",0.9752,0.0248,"LOW"
59,"1","N1","T0","Negative/normal; within normal limits",0.9741,0.0259,"LOW"
60,"1","N1","T0","Negative/normal; within normal limits",0.9756,0.0244,"LOW"
61,"1","N1","T0","Negative/normal; within normal limits",0.9711,0.0289,"LOW"
62,"1","N1","T0","Negative/normal; within normal limits",0.9749,0.0251,"LOW"
63,"1","N1","T0","Negative/normal; within normal limits",0.9774,0.0226,"LOW"
64,"1","N1","T0","Negative/normal; within normal limits",0.9751,0.0249,"LOW"
65,"1","N1","T0","Negative/normal; within normal limits",0.9719,0.0281,"LOW"
66,"1","N1","T0","Negative/normal; within normal limits",0.9747,0.0253,"LOW"
67,"1","N1","T0","Negative/normal; within normal limits",0.9782,0.0218,"LOW"
68,"1","N1","T0","Negative/normal; within normal limits",0.9805,0.0195,"LOW"
69,"1","N1","T0","Negative/normal; within normal limits",0.9828,0.0172,"LOW"
70,"1","N1","T0","Negative/normal; within normal limits",0.9832,0.0168,"LOW"
71,"1","N1","T0","Negative/normal; within normal limits",0.9812,0.0188,"LOW"
72,"1","N1","T0","Negative/normal; within normal limits",0.9809,0.0191,"LOW"
73,"1","N1","T0","Negative/normal; within normal limits",0.9801,0.0199,"LOW"
74,"1","N1","T0","Negative/normal; within normal limits",0.9804,0.0196,"LOW"
75,"1","N1","T0","Negative/normal; within normal limits",0.978,0.022,"LOW"
76,"1","N1","T0","Negative/normal; within normal limits",0.9787,0.0213,"LOW"
77,"1","N1","T0","Negative/normal; within normal limits",0.9788,0.0212,"LOW"
78,"1","N1","T0","Negative/normal; within normal limits",0.978,0.022,"LOW"
79,"1","N1","T0","Negative/normal; within normal limits",0.9734,0.0266,"LOW"
80,"1","N1","T0","Negative/normal; within normal limits",0.974,0.026,"LOW"
81,"1","N1","T0","Negative/normal; within normal limits",0.9742,0.0258,"LOW"
82,"1","N1","T0","Negative/normal; within normal limits",0.9689,0.0311,"LOW"
83,"1","N1","T0","Negative/normal; within normal limits",0.9581,0.0419,"LOW"
84,"1","N1","T0","Negative/normal; within normal limits",0.9633,0.0367,"LOW"
85,"1","N1","T0","Negative/normal; within normal limits",0.9675,0.0325,"LOW"
86,"1","N1","T0","Negative/normal; within normal limits",0.9695,0.0305,"LOW"
87,"1","N1","T0","Negative/normal; within normal limits",0.9691,0.0309,"LOW"
88,"1","N1","T0","Negative/normal; within normal limits",0.9658,0.0342,"LOW"
89,"1","N1","T0","Negative/normal; within normal limits",0.9681,0.0319,"LOW"
90,"1","N1","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
91,"1","N1","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
92,"1","N1","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
93,"1","N1","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
94,"1","N1","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
95,"1","N1","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
96,"1","N1","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
97,"1","N1","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
98,"1","N1","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
99,"1","N1","T0","Negative/normal; within normal limits",0.9585,0.0415,"LOW"
0,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
1,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
2,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
3,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
4,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
5,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
6,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
7,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
8,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
9,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
10,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
11,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
12,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
13,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
14,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
15,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
16,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
17,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
18,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
19,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
20,"2","N1","T0","Negative/normal; within normal limits",0.9579,0.0421,"LOW"
21,"2","N1","T0","Negative/normal; within normal limits",0.9577,0.0423,"LOW"
22,"2","N1","T0","Negative/normal; within normal limits",0.9577,0.0423,"LOW"
23,"2","N1","T0","Negative/normal; within normal limits",0.9567,0.0433,"LOW"
24,"2","N1","T0","Negative/normal; within normal limits",0.9582,0.0418,"LOW"
25,"2","N1","T0","Negative/normal; within normal limits",0.9571,0.0429,"LOW"
26,"2","N1","T0","Negative/normal; within normal limits",0.9562,0.0438,"LOW"
27,"2","N1","T0","Negative/normal; within normal limits",0.9556,0.0444,"LOW"
28,"2","N1","T0","Negative/normal; within normal limits",0.9494,0.0506,"LOW"
29,"2","N1","T0","Negative/normal; within normal limits",0.9465,0.0535,"LOW"
30,"2","N1","T0","Negative/normal; within normal limits",0.9214,0.0786,"LOW"
31,"2","N1","T0","Negative/normal; within normal limits",0.9412,0.0588,"LOW"
32,"2","N1","T0","Negative/normal; within normal limits",0.9396,0.0604,"LOW"
33,"2","N1","T0","Negative/normal; within normal limits",0.9513,0.0487,"LOW"
34,"2","N1","T0","Negative/normal; within normal limits",0.9533,0.0467,"LOW"
35,"2","N1","T0","Negative/normal; within normal limits",0.9482,0.0518,"LOW"
36,"2","N1","T0","Negative/normal; within normal limits",0.9453,0.0547,"LOW"
37,"2","N1","T0","Negative/normal; within normal limits",0.9479,0.0521,"LOW"
38,"2","N1","T0","Negative/normal; within normal limits",0.9469,0.0531,"LOW"
39,"2","N1","T0","Negative/normal; within normal limits",0.9468,0.0532,"LOW"
40,"2","N1","T0","Negative/normal; within normal limits",0.9397,0.0603,"LOW"
41,"2","N1","T0","Negative/normal; within normal limits",0.9474,0.0526,"LOW"
42,"2","N1","T0","Negative/normal; within normal limits",0.9497,0.0503,"LOW"
43,"2","N1","T0","Negative/normal; within normal limits",0.9578,0.0422,"LOW"
44,"2","N1","T0","Negative/normal; within normal limits",0.9563,0.0437,"LOW"
45,"2","N1","T0","Negative/normal; within normal limits",0.9594,0.0406,"LOW"
46,"2","N1","T0","Negative/normal; within normal limits",0.9563,0.0437,"LOW"
47,"2","N1","T0","Negative/normal; within normal limits",0.9553,0.0447,"LOW"
48,"2","N1","T0","Negative/normal; within normal limits",0.9574,0.0426,"LOW"
