"AGE","TNM_N_cat","TNM_T_cat","ovary_ca125_cat","no_metastasis","metastasis","risk_level"
17,"N0","T1","Positive/elevated",0.9686,0.0314,"LOW"
18,"N0","T1","Positive/elevated",0.9668,0.0332,"LOW"
19,"N0","T1","Positive/elevated",0.9688,0.0312,"LOW"
20,"N0","T1","Positive/elevated",0.9688,0.0312,"LOW"
21,"N0","T1","Positive/elevated",0.9645,0.0355,"LOW"
22,"N0","T1","Positive/elevated",0.9645,0.0355,"LOW"
23,"N0","T1","Positive/elevated",0.9564,0.0436,"LOW"
24,"N0","T1","Positive/elevated",0.9643,0.0357,"LOW"
25,"N0","T1","Positive/elevated",0.9713,0.0287,"LOW"
26,"N0","T1","Positive/elevated",0.9714,0.0286,"LOW"
27,"N0","T1","Positive/elevated",0.9714,0.0286,"LOW"
28,"N0","T1","Positive/elevated",0.9714,0.0286,"LOW"
29,"N0","T1","Positive/elevated",0.9693,0.0307,"LOW"
30,"N0","T1","Positive/elevated",0.9721,0.0279,"LOW"
31,"N0","T1","Positive/elevated",0.9721,0.0279,"LOW"
32,"N0","T1","Positive/elevated",0.9721,0.0279,"LOW"
33,"N0","T1","Positive/elevated",0.9719,0.0281,"LOW"
34,"N0","T1","Positive/elevated",0.9681,0.0319,"LOW"
35,"N0","T1","Positive/elevated",0.9647,0.0353,"LOW"
36,"N0","T1","Positive/elevated",0.9643,0.0357,"LOW"
37,"N0","T1","Positive/elevated",0.9684,0.0316,"LOW"
38,"N0","T1","Positive/elevated",0.9675,0.0325,"LOW"
39,"N0","T1","Positive/elevated",0.9648,0.0352,"LOW"
40,"N0","T1","Positive/elevated",0.9666,0.0334,"LOW"
41,"N0","T1","Positive/elevated",0.963,0.037,"LOW"
42,"N0","T1","Positive/elevated",0.9655,0.0345,"LOW"
43,"N0","T1","Positive/elevated",0.9674,0.0326,"LOW"
44,"N0","T1","Positive/elevated",0.9657,0.0343,"LOW"
45,"N0","T1","Positive/elevated",0.9656,0.0344,"LOW"
46,"N0","T1","Positive/elevated",0.9681,0.0319,"LOW"
47,"N0","T1","Positive/elevated",0.958,0.042,"LOW"
48,"N0","T1","Positive/elevated",0.961,0.039,"LOW"
49,"N0","T1","Positive/elevated",0.9588,0.0412,"LOW"
50,"N0","T1","Positive/elevated",0.9535,0.0465,"LOW"
51,"N0","T1","Positive/elevated",0.9543,0.0457,"LOW"
52,"N0","T1","Positive/elevated",0.9536,0.0464,"LOW"
53,"N0","T1","Positive/elevated",0.953,0.047,"LOW"
54,"N0","T1","Positive/elevated",0.9562,0.0438,"LOW"
55,"N0","T1","Positive/elevated",0.9471,0.0529,"LOW"
56,"N0","T1","Positive/elevated",0.9466,0.0534,"LOW"
57,"N0","T1","Positive/elevated",0.9457,0.0543,"LOW"
58,"N0","T1","Positive/elevated",0.9419,0.0581,"LOW"
59,"N0","T1","Positive/elevated",0.9404,0.0596,"LOW"
60,"N0","T1","Positive/elevated",0.9413,0.0587,"LOW"
61,"N0","T1","Positive/elevated",0.935,0.065,"LOW"
62,"N0","T1","Positive/elevated",0.9442,0.0558,"LOW"
63,"N0","T1","Positive/elevated",0.9406,0.0594,"LOW"
64,"N0","T1","Positive/elevated",0.9445,0.0555,"LOW"
65,"N0","T1","Positive/elevated",0.9437,0.0563,"LOW"
66,"N0","T1","Positive/elevated",0.9425,0.0575,"LOW"
67,"N0","T1","Positive/elevated",0.9312,0.0688,"LOW"
68,"N0","T1","Positive/elevated",0.9107,0.0893,"LOW"
69,"N0","T1","Positive/elevated",0.9104,0.0896,"LOW"
70,"N0","T1","Positive/elevated",0.9077,0.0923,"LOW"
71,"N0","T1","Positive/elevated",0.9099,0.0901,"LOW"
72,"N0","T1","Positive/elevated",0.9081,0.0919,"LOW"
73,"N0","T1","Positive/elevated",0.9091,0.0909,"LOW"
74,"N0","T1","Positive/elevated",0.9025,0.0975,"LOW"
75,"N0","T1","Positive/elevated",0.8998,0.1002,"LOW"
76,"N0","T1","Positive/elevated",0.9031,0.0969,"LOW"
77,"N0","T1","Positive/elevated",0.9102,0.0898,"LOW"
78,"N0","T1","Positive/elevated",0.9009,0.0991,"LOW"
79,"N0","T1","Positive/elevated",0.8853,0.1147,"LOW"
80,"N0","T1","Positive/elevated",0.8884,0.1116,"LOW"
81,"N0","T1","Positive/elevated",0.8862,0.1138,"LOW"
82,"N0","T1","Positive/elevated",0.9034,0.0966,"LOW"
83,"N0","T1","Positive/elevated",0.8851,0.1149,"LOW"
84,"N0","T1","Positive/elevated",0.8514,0.1486,"LOW"
85,"N0","T1","Positive/elevated",0.8584,0.1416,"LOW"
86,"N0","T1","Positive/elevated",0.8656,0.1344,"LOW"
87,"N0","T1","Positive/elevated",0.8832,0.1168,"LOW"
88,"N0","T1","Positive/elevated",0.8711,0.1289,"LOW"
89,"N0","T1","Positive/elevated",0.8386,0.1614,"LOW"
90,"N0","T1","Positive/elevated",0.8532,0.1468,"LOW"
91,"N0","T1","Positive/elevated",0.8532,0.1468,"LOW"
92,"N0","T1","Positive/elevated",0.8532,0.1468,"LOW"
93,"N0","T1","Positive/elevated",0.8532,0.1468,"LOW"
94,"N0","T1","Positive/elevated",0.8532,0.1468,"LOW"
95,"N0","T1","Positive/elevated",0.8532,0.1468,"LOW"
96,"N0","T1","Positive/elevated",0.8532,0.1468,"LOW"
97,"N0","T1","Positive/elevated",0.8532,0.1468,"LOW"
98,"N0","T1","Positive/elevated",0.8532,0.1468,"LOW"
99,"N0","T1","Positive/elevated",0.8532,0.1468,"LOW"
0,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
1,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
2,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
3,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
4,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
5,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
6,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
7,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
8,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
9,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
10,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
11,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
12,"N1","T1","Positive/elevated",0.8351,0.1649,"LOW"
13,"N1","T1","Positive/elevated",0.8349,0.1651,"LOW"
14,"N1","T1","Positive/elevated",0.8286,0.1714,"LOW"
15,"N1","T1","Positive/elevated",0.8106,0.1894,"LOW"
16,"N1","T1","Positive/elevated",0.8371,0.1629,"LOW"
17,"N1","T1","Positive/elevated",0.8371,0.1629,"LOW"
18,"N1","T1","Positive/elevated",0.8315,0.1685,"LOW"
19,"N1","T1","Positive/elevated",0.8272,0.1728,"LOW"
20,"N1","T1","Positive/elevated",0.835,0.165,"LOW"
21,"N1","T1","Positive/elevated",0.835,0.165,"LOW"
22,"N1","T1","Positive/elevated",0.8269,0.1731,"LOW"
23,"N1","T1","Positive/elevated",0.8288,0.1712,"LOW"
24,"N1","T1","Positive/elevated",0.8277,0.1723,"LOW"
25,"N1","T1","Positive/elevated",0.8239,0.1761,"LOW"
26,"N1","T1","Positive/elevated",0.7976,0.2024,"LOW"
27,"N1","T1","Positive/elevated",0.7453,0.2547,"LOW"
28,"N1","T1","Positive/elevated",0.6011,0.3989,"LOW"
29,"N1","T1","Positive/elevated",0.5643,0.4357,"LOW"
30,"N1","T1","Positive/elevated",0.6995,0.3005,"LOW"
31,"N1","T1","Positive/elevated",0.7403,0.2597,"LOW"
32,"N1","T1","Positive/elevated",0.7389,0.2611,"LOW"
33,"N1","T1","Positive/elevated",0.7259,0.2741,"LOW"
34,"N1","T1","Positive/elevated",0.5669,0.4331,"LOW"
35,"N1","T1","Positive/elevated",0.5435,0.4565,"LOW"
36,"N1","T1","Positive/elevated",0.553,0.447,"LOW"
37,"N1","T1","Positive/elevated",0.687,0.313,"LOW"
38,"N1","T1","Positive/elevated",0.6222,0.3778,"LOW"
39,"N1","T1","Positive/elevated",0.657,0.343,"LOW"
40,"N1","T1","Positive/elevated",0.6316,0.3684,"LOW"
41,"N1","T1","Positive/elevated",0.6443,0.3557,"LOW"
42,"N1","T1","Positive/elevated",0.6959,0.3041,"LOW"
43,"N1","T1","Positive/elevated",0.7329,0.2671,"LOW"
44,"N1","T1","Positive/elevated",0.7162,0.2838,"LOW"
45,"N1","T1","Positive/elevated",0.6795,0.3205,"LOW"
46,"N1","T1","Positive/elevated",0.6989,0.3011,"LOW"
47,"N1","T1","Positive/elevated",0.6623,0.3377,"LOW"
48,"N1","T1","Positive/elevated",0.6703,0.3297,"LOW"
49,"N1","T1","Positive/elevated",0.7122,0.2878,"LOW"
50,"N1","T1","Positive/elevated",0.6678,0.3322,"LOW"
51,"N1","T1","Positive/elevated",0.6789,0.3211,"LOW"
52,"N1","T1","Positive/elevated",0.6615,0.3385,"LOW"
53,"N1","T1","Positive/elevated",0.653,0.347,"LOW"
54,"N1","T1","Positive/elevated",0.6258,0.3742,"LOW"
55,"N1","T1","Positive/elevated",0.6096,0.3904,"LOW"
56,"N1","T1","Positive/elevated",0.6357,0.3643,"LOW"
57,"N1","T1","Positive/elevated",0.658,0.342,"LOW"
58,"N1","T1","Positive/elevated",0.6583,0.3417,"LOW"
59,"N1","T1","Positive/elevated",0.6383,0.3617,"LOW"
60,"N1","T1","Positive/elevated",0.6253,0.3747,"LOW"
61,"N1","T1","Positive/elevated",0.6951,0.3049,"LOW"
62,"N1","T1","Positive/elevated",0.6057,0.3943,"LOW"
63,"N1","T1","Positive/elevated",0.6075,0.3925,"LOW"
64,"N1","T1","Positive/elevated",0.6285,0.3715,"LOW"
65,"N1","T1","Positive/elevated",0.6251,0.3749,"LOW"
66,"N1","T1","Positive/elevated",0.6067,0.3933,"LOW"
67,"N1","T1","Positive/elevated",0.6066,0.3934,"LOW"
68,"N1","T1","Positive/elevated",0.613,0.387,"LOW"
69,"N1","T1","Positive/elevated",0.6066,0.3934,"LOW"
70,"N1","T1","Positive/elevated",0.5827,0.4173,"LOW"
71,"N1","T1","Positive/elevated",0.6011,0.3989,"LOW"
72,"N1","T1","Positive/elevated",0.5765,0.4235,"LOW"
73,"N1","T1","Positive/elevated",0.5176,0.4824,"LOW"
74,"N1","T1","Positive/elevated",0.5448,0.4552,"LOW"
75,"N1","T1","Positive/elevated",0.5947,0.4053,"LOW"
76,"N1","T1","Positive/elevated",0.5761,0.4239,"LOW"
77,"N1","T1","Positive/elevated",0.5878,0.4122,"LOW"
78,"N1","T1","Positive/elevated",0.585,0.415,"LOW"
79,"N1","T1","Positive/elevated",0.6077,0.3923,"LOW"
80,"N1","T1","Positive/elevated",0.5639,0.4361,"LOW"
81,"N1","T1","Positive/elevated",0.57,0.43,"LOW"
82,"N1","T1","Positive/elevated",0.6461,0.3539,"LOW"
83,"N1","T1","Positive/elevated",0.6744,0.3256,"LOW"
84,"N1","T1","Positive/elevated",0.664,0.336,"LOW"
85,"N1","T1","Positive/elevated",0.6726,0.3274,"LOW"
86,"N1","T1","Positive/elevated",0.6724,0.3276,"LOW"
87,"N1","T1","Positive/elevated",0.7125,0.2875,"LOW"
88,"N1","T1","Positive/elevated",0.6647,0.3353,"LOW"
89,"N1","T1","Positive/elevated",0.5715,0.4285,"LOW"
90,"N1","T1","Positive/elevated",0.5139,0.4861,"LOW"
91,"N1","T1","Positive/elevated",0.5139,0.4861,"LOW"
92,"N1","T1","Positive/elevated",0.5139,0.4861,"LOW"
93,"N1","T1","Positive/elevated",0.5139,0.4861,"LOW"
94,"N1","T1","Positive/elevated",0.5139,0.4861,"LOW"
95,"N1","T1","Positive/elevated",0.5139,0.4861,"LOW"
96,"N1","T1","Positive/elevated",0.5139,0.4861,"LOW"
97,"N1","T1","Positive/elevated",0.5139,0.4861,"LOW"
98,"N1","T1","Positive/elevated",0.5139,0.4861,"LOW"
99,"N1","T1","Positive/elevated",0.5139,0.4861,"LOW"
0,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
1,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
2,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
3,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
4,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
5,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
6,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
7,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
8,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
9,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
10,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
11,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
12,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
13,"Other/Unknown","T1","Positive/elevated",0.9533,0.0467,"LOW"
14,"Other/Unknown","T1","Positive/elevated",0.9598,0.0402,"LOW"
15,"Other/Unknown","T1","Positive/elevated",0.9578,0.0422,"LOW"
16,"Other/Unknown","T1","Positive/elevated",0.9619,0.0381,"LOW"
17,"Other/Unknown","T1","Positive/elevated",0.9619,0.0381,"LOW"
18,"Other/Unknown","T1","Positive/elevated",0.9597,0.0403,"LOW"
19,"Other/Unknown","T1","Positive/elevated",0.9582,0.0418,"LOW"
20,"Other/Unknown","T1","Positive/elevated",0.9598,0.0402,"LOW"
21,"Other/Unknown","T1","Positive/elevated",0.9604,0.0396,"LOW"
22,"Other/Unknown","T1","Positive/elevated",0.9604,0.0396,"LOW"
23,"Other/Unknown","T1","Positive/elevated",0.9607,0.0393,"LOW"
24,"Other/Unknown","T1","Positive/elevated",0.9607,0.0393,"LOW"
25,"Other/Unknown","T1","Positive/elevated",0.9611,0.0389,"LOW"
26,"Other/Unknown","T1","Positive/elevated",0.9606,0.0394,"LOW"
27,"Other/Unknown","T1","Positive/elevated",0.9397,0.0603,"LOW"
28,"Other/Unknown","T1","Positive/elevated",0.9609,0.0391,"LOW"
29,"Other/Unknown","T1","Positive/elevated",0.9604,0.0396,"LOW"
30,"Other/Unknown","T1","Positive/elevated",0.961,0.039,"LOW"
31,"Other/Unknown","T1","Positive/elevated",0.9613,0.0387,"LOW"
32,"Other/Unknown","T1","Positive/elevated",0.9613,0.0387,"LOW"
33,"Other/Unknown","T1","Positive/elevated",0.9612,0.0388,"LOW"
34,"Other/Unknown","T1","Positive/elevated",0.9604,0.0396,"LOW"
35,"Other/Unknown","T1","Positive/elevated",0.9586,0.0414,"LOW"
36,"Other/Unknown","T1","Positive/elevated",0.9589,0.0411,"LOW"
37,"Other/Unknown","T1","Positive/elevated",0.9594,0.0406,"LOW"
38,"Other/Unknown","T1","Positive/elevated",0.9578,0.0422,"LOW"
39,"Other/Unknown","T1","Positive/elevated",0.9541,0.0459,"LOW"
40,"Other/Unknown","T1","Positive/elevated",0.894,0.106,"LOW"
41,"Other/Unknown","T1","Positive/elevated",0.943,0.057,"LOW"
42,"Other/Unknown","T1","Positive/elevated",0.9478,0.0522,"LOW"
43,"Other/Unknown","T1","Positive/elevated",0.9484,0.0516,"LOW"
44,"Other/Unknown","T1","Positive/elevated",0.9454,0.0546,"LOW"
45,"Other/Unknown","T1","Positive/elevated",0.8795,0.1205,"LOW"
46,"Other/Unknown","T1","Positive/elevated",0.8853,0.1147,"LOW"
47,"Other/Unknown","T1","Positive/elevated",0.936,0.064,"LOW"
48,"Other/Unknown","T1","Positive/elevated",0.9398,0.0602,"LOW"
49,"Other/Unknown","T1","Positive/elevated",0.9387,0.0613,"LOW"
50,"Other/Unknown","T1","Positive/elevated",0.9312,0.0688,"LOW"
51,"Other/Unknown","T1","Positive/elevated",0.8675,0.1325,"LOW"
52,"Other/Unknown","T1","Positive/elevated",0.9171,0.0829,"LOW"
53,"Other/Unknown","T1","Positive/elevated",0.8967,0.1033,"LOW"
54,"Other/Unknown","T1","Positive/elevated",0.9154,0.0846,"LOW"
55,"Other/Unknown","T1","Positive/elevated",0.8987,0.1013,"LOW"
56,"Other/Unknown","T1","Positive/elevated",0.9092,0.0908,"LOW"
57,"Other/Unknown","T1","Positive/elevated",0.9177,0.0823,"LOW"
58,"Other/Unknown","T1","Positive/elevated",0.9153,0.0847,"LOW"
59,"Other/Unknown","T1","Positive/elevated",0.8609,0.1391,"LOW"
60,"Other/Unknown","T1","Positive/elevated",0.89,0.11,"LOW"
61,"Other/Unknown","T1","Positive/elevated",0.8337,0.1663,"LOW"
62,"Other/Unknown","T1","Positive/elevated",0.8047,0.1953,"LOW"
63,"Other/Unknown","T1","Positive/elevated",0.8132,0.1868,"LOW"
64,"Other/Unknown","T1","Positive/elevated",0.8111,0.1889,"LOW"
65,"Other/Unknown","T1","Positive/elevated",0.8115,0.1885,"LOW"
66,"Other/Unknown","T1","Positive/elevated",0.7951,0.2049,"LOW"
67,"Other/Unknown","T1","Positive/elevated",0.7842,0.2158,"LOW"
68,"Other/Unknown","T1","Positive/elevated",0.834,0.166,"LOW"
69,"Other/Unknown","T1","Positive/elevated",0.8221,0.1779,"LOW"
70,"Other/Unknown","T1","Positive/elevated",0.7889,0.2111,"LOW"
71,"Other/Unknown","T1","Positive/elevated",0.7802,0.2198,"LOW"
72,"Other/Unknown","T1","Positive/elevated",0.783,0.217,"LOW"
73,"Other/Unknown","T1","Positive/elevated",0.8116,0.1884,"LOW"
74,"Other/Unknown","T1","Positive/elevated",0.7038,0.2962,"LOW"
75,"Other/Unknown","T1","Positive/elevated",0.8038,0.1962,"LOW"
76,"Other/Unknown","T1","Positive/elevated",0.7889,0.2111,"LOW"
77,"Other/Unknown","T1","Positive/elevated",0.7048,0.2952,"LOW"
78,"Other/Unknown","T1","Positive/elevated",0.8245,0.1755,"LOW"
79,"Other/Unknown","T1","Positive/elevated",0.8393,0.1607,"LOW"
80,"Other/Unknown","T1","Positive/elevated",0.8403,0.1597,"LOW"
81,"Other/Unknown","T1","Positive/elevated",0.7875,0.2125,"LOW"
82,"Other/Unknown","T1","Positive/elevated",0.7973,0.2027,"LOW"
83,"Other/Unknown","T1","Positive/elevated",0.8641,0.1359,"LOW"
84,"Other/Unknown","T1","Positive/elevated",0.8558,0.1442,"LOW"
85,"Other/Unknown","T1","Positive/elevated",0.7866,0.2134,"LOW"
86,"Other/Unknown","T1","Positive/elevated",0.7869,0.2131,"LOW"
87,"Other/Unknown","T1","Positive/elevated",0.7133,0.2867,"LOW"
88,"Other/Unknown","T1","Positive/elevated",0.6737,0.3263,"LOW"
89,"Other/Unknown","T1","Positive/elevated",0.7142,0.2858,"LOW"
90,"Other/Unknown","T1","Positive/elevated",0.7305,0.2695,"LOW"
91,"Other/Unknown","T1","Positive/elevated",0.7305,0.2695,"LOW"
92,"Other/Unknown","T1","Positive/elevated",0.7305,0.2695,"LOW"
93,"Other/Unknown","T1","Positive/elevated",0.7305,0.2695,"LOW"
94,"Other/Unknown","T1","Positive/elevated",0.7305,0.2695,"LOW"
95,"Other/Unknown","T1","Positive/elevated",0.7305,0.2695,"LOW"
96,"Other/Unknown","T1","Positive/elevated",0.7305,0.2695,"LOW"
97,"Other/Unknown","T1","Positive/elevated",0.7305,0.2695,"LOW"
98,"Other/Unknown","T1","Positive/elevated",0.7305,0.2695,"LOW"
99,"Other/Unknown","T1","Positive/elevated",0.7305,0.2695,"LOW"
0,"N0","T2","Positive/elevated",0.7464,0.2536,"LOW"
1,"N0","T2","Positive/elevated",0.7464,0.2536,"LOW"
2,"N0","T2","Positive/elevated",0.7795,0.2205,"LOW"
3,"N0","T2","Positive/elevated",0.7831,0.2169,"LOW"
4,"N0","T2","Positive/elevated",0.7831,0.2169,"LOW"
5,"N0","T2","Positive/elevated",0.8117,0.1883,"LOW"
6,"N0","T2","Positive/elevated",0.8338,0.1662,"LOW"
7,"N0","T2","Positive/elevated",0.8956,0.1044,"LOW"
8,"N0","T2","Positive/elevated",0.9172,0.0828,"LOW"
9,"N0","T2","Positive/elevated",0.9172,0.0828,"LOW"
10,"N0","T2","Positive/elevated",0.9172,0.0828,"LOW"
11,"N0","T2","Positive/elevated",0.9172,0.0828,"LOW"
12,"N0","T2","Positive/elevated",0.9172,0.0828,"LOW"
13,"N0","T2","Positive/elevated",0.9167,0.0833,"LOW"
14,"N0","T2","Positive/elevated",0.916,0.084,"LOW"
15,"N0","T2","Positive/elevated",0.9165,0.0835,"LOW"
16,"N0","T2","Positive/elevated",0.9165,0.0835,"LOW"
17,"N0","T2","Positive/elevated",0.8847,0.1153,"LOW"
18,"N0","T2","Positive/elevated",0.8813,0.1187,"LOW"
19,"N0","T2","Positive/elevated",0.9125,0.0875,"LOW"
20,"N0","T2","Positive/elevated",0.9126,0.0874,"LOW"
21,"N0","T2","Positive/elevated",0.9126,0.0874,"LOW"
22,"N0","T2","Positive/elevated",0.8683,0.1317,"LOW"
23,"N0","T2","Positive/elevated",0.9042,0.0958,"LOW"
24,"N0","T2","Positive/elevated",0.8851,0.1149,"LOW"
25,"N0","T2","Positive/elevated",0.9072,0.0928,"LOW"
26,"N0","T2","Positive/elevated",0.8937,0.1063,"LOW"
27,"N0","T2","Positive/elevated",0.9153,0.0847,"LOW"
28,"N0","T2","Positive/elevated",0.9152,0.0848,"LOW"
29,"N0","T2","Positive/elevated",0.9156,0.0844,"LOW"
30,"N0","T2","Positive/elevated",0.9155,0.0845,"LOW"
31,"N0","T2","Positive/elevated",0.865,0.135,"LOW"
32,"N0","T2","Positive/elevated",0.8859,0.1141,"LOW"
33,"N0","T2","Positive/elevated",0.8742,0.1258,"LOW"
34,"N0","T2","Positive/elevated",0.8906,0.1094,"LOW"
35,"N0","T2","Positive/elevated",0.8935,0.1065,"LOW"
36,"N0","T2","Positive/elevated",0.8974,0.1026,"LOW"
37,"N0","T2","Positive/elevated",0.8532,0.1468,"LOW"
38,"N0","T2","Positive/elevated",0.8887,0.1113,"LOW"
39,"N0","T2","Positive/elevated",0.8898,0.1102,"LOW"
40,"N0","T2","Positive/elevated",0.8783,0.1217,"LOW"
41,"N0","T2","Positive/elevated",0.8867,0.1133,"LOW"
42,"N0","T2","Positive/elevated",0.8941,0.1059,"LOW"
43,"N0","T2","Positive/elevated",0.8985,0.1015,"LOW"
44,"N0","T2","Positive/elevated",0.8864,0.1136,"LOW"
45,"N0","T2","Positive/elevated",0.8946,0.1054,"LOW"
46,"N0","T2","Positive/elevated",0.8914,0.1086,"LOW"
47,"N0","T2","Positive/elevated",0.8708,0.1292,"LOW"
48,"N0","T2","Positive/elevated",0.88,0.12,"LOW"
49,"N0","T2","Positive/elevated",0.8727,0.1273,"LOW"
50,"N0","T2","Positive/elevated",0.8843,0.1157,"LOW"
51,"N0","T2","Positive/elevated",0.8827,0.1173,"LOW"
52,"N0","T2","Positive/elevated",0.8848,0.1152,"LOW"
53,"N0","T2","Positive/elevated",0.8801,0.1199,"LOW"
54,"N0","T2","Positive/elevated",0.8578,0.1422,"LOW"
55,"N0","T2","Positive/elevated",0.8797,0.1203,"LOW"
56,"N0","T2","Positive/elevated",0.8693,0.1307,"LOW"
57,"N0","T2","Positive/elevated",0.8652,0.1348,"LOW"
58,"N0","T2","Positive/elevated",0.8332,0.1668,"LOW"
59,"N0","T2","Positive/elevated",0.818,0.182,"LOW"
60,"N0","T2","Positive/elevated",0.8289,0.1711,"LOW"
61,"N0","T2","Positive/elevated",0.8283,0.1717,"LOW"
62,"N0","T2","Positive/elevated",0.8099,0.1901,"LOW"
63,"N0","T2","Positive/elevated",0.8089,0.1911,"LOW"
64,"N0","T2","Positive/elevated",0.8212,0.1788,"LOW"
65,"N0","T2","Positive/elevated",0.8161,0.1839,"LOW"
66,"N0","T2","Positive/elevated",0.8085,0.1915,"LOW"
67,"N0","T2","Positive/elevated",0.7982,0.2018,"LOW"
68,"N0","T2","Positive/elevated",0.8058,0.1942,"LOW"
69,"N0","T2","Positive/elevated",0.7935,0.2065,"LOW"
70,"N0","T2","Positive/elevated",0.7999,0.2001,"LOW"
71,"N0","T2","Positive/elevated",0.8003,0.1997,"LOW"
72,"N0","T2","Positive/elevated",0.7984,0.2016,"LOW"
73,"N0","T2","Positive/elevated",0.8004,0.1996,"LOW"
74,"N0","T2","Positive/elevated",0.7811,0.2189,"LOW"
75,"N0","T2","Positive/elevated",0.8025,0.1975,"LOW"
76,"N0","T2","Positive/elevated",0.7881,0.2119,"LOW"
77,"N0","T2","Positive/elevated",0.8165,0.1835,"LOW"
78,"N0","T2","Positive/elevated",0.8049,0.1951,"LOW"
79,"N0","T2","Positive/elevated",0.7751,0.2249,"LOW"
80,"N0","T2","Positive/elevated",0.8041,0.1959,"LOW"
81,"N0","T2","Positive/elevated",0.7704,0.2296,"LOW"
82,"N0","T2","Positive/elevated",0.7944,0.2056,"LOW"
83,"N0","T2","Positive/elevated",0.8152,0.1848,"LOW"
84,"N0","T2","Positive/elevated",0.7939,0.2061,"LOW"
85,"N0","T2","Positive/elevated",0.7376,0.2624,"LOW"
86,"N0","T2","Positive/elevated",0.7705,0.2295,"LOW"
87,"N0","T2","Positive/elevated",0.769,0.231,"LOW"
88,"N0","T2","Positive/elevated",0.7425,0.2575,"LOW"
89,"N0","T2","Positive/elevated",0.7622,0.2378,"LOW"
90,"N0","T2","Positive/elevated",0.7807,0.2193,"LOW"
91,"N0","T2","Positive/elevated",0.7807,0.2193,"LOW"
92,"N0","T2","Positive/elevated",0.7807,0.2193,"LOW"
93,"N0","T2","Positive/elevated",0.7807,0.2193,"LOW"
94,"N0","T2","Positive/elevated",0.7807,0.2193,"LOW"
95,"N0","T2","Positive/elevated",0.7807,0.2193,"LOW"
96,"N0","T2","Positive/elevated",0.7807,0.2193,"LOW"
97,"N0","T2","Positive/elevated",0.7807,0.2193,"LOW"
98,"N0","T2","Positive/elevated",0.7807,0.2193,"LOW"
99,"N0","T2","Positive/elevated",0.7807,0.2193,"LOW"
0,"N1","T2","Positive/elevated",0.7003,0.2997,"LOW"
1,"N1","T2","Positive/elevated",0.7003,0.2997,"LOW"
2,"N1","T2","Positive/elevated",0.7003,0.2997,"LOW"
3,"N1","T2","Positive/elevated",0.7003,0.2997,"LOW"
4,"N1","T2","Positive/elevated",0.7003,0.2997,"LOW"
5,"N1","T2","Positive/elevated",0.6983,0.3017,"LOW"
6,"N1","T2","Positive/elevated",0.6923,0.3077,"LOW"
7,"N1","T2","Positive/elevated",0.6943,0.3057,"LOW"
8,"N1","T2","Positive/elevated",0.6943,0.3057,"LOW"
9,"N1","T2","Positive/elevated",0.6943,0.3057,"LOW"
10,"N1","T2","Positive/elevated",0.7006,0.2994,"LOW"
11,"N1","T2","Positive/elevated",0.7026,0.2974,"LOW"
12,"N1","T2","Positive/elevated",0.7046,0.2954,"LOW"
13,"N1","T2","Positive/elevated",0.7046,0.2954,"LOW"
14,"N1","T2","Positive/elevated",0.7026,0.2974,"LOW"
15,"N1","T2","Positive/elevated",0.7002,0.2998,"LOW"
16,"N1","T2","Positive/elevated",0.7028,0.2972,"LOW"
17,"N1","T2","Positive/elevated",0.7028,0.2972,"LOW"
18,"N1","T2","Positive/elevated",0.6558,0.3442,"LOW"
19,"N1","T2","Positive/elevated",0.6303,0.3697,"LOW"
20,"N1","T2","Positive/elevated",0.6556,0.3444,"LOW"
21,"N1","T2","Positive/elevated",0.6575,0.3425,"LOW"
22,"N1","T2","Positive/elevated",0.5101,0.4899,"LOW"
23,"N1","T2","Positive/elevated",0.4947,0.5053,"HIGH"
24,"N1","T2","Positive/elevated",0.7982,0.2018,"LOW"
25,"N1","T2","Positive/elevated",0.8021,0.1979,"LOW"
26,"N1","T2","Positive/elevated",0.811,0.189,"LOW"
