"AGE","SEX","TNM_N_cat","TNM_T_cat","no_metastasis","metastasis","risk_level"
70,"1","N1","Other/Unknown",0.5859,0.4141,"LOW"
71,"1","N1","Other/Unknown",0.5865,0.4135,"LOW"
72,"1","N1","Other/Unknown",0.5704,0.4296,"LOW"
73,"1","N1","Other/Unknown",0.5856,0.4144,"LOW"
74,"1","N1","Other/Unknown",0.5975,0.4025,"LOW"
75,"1","N1","Other/Unknown",0.6018,0.3982,"LOW"
76,"1","N1","Other/Unknown",0.6182,0.3818,"LOW"
77,"1","N1","Other/Unknown",0.6067,0.3933,"LOW"
78,"1","N1","Other/Unknown",0.6179,0.3821,"LOW"
79,"1","N1","Other/Unknown",0.6022,0.3978,"LOW"
80,"1","N1","Other/Unknown",0.5951,0.4049,"LOW"
81,"1","N1","Other/Unknown",0.6179,0.3821,"LOW"
82,"1","N1","Other/Unknown",0.6135,0.3865,"LOW"
83,"1","N1","Other/Unknown",0.6239,0.3761,"LOW"
84,"1","N1","Other/Unknown",0.6353,0.3647,"LOW"
85,"1","N1","Other/Unknown",0.5886,0.4114,"LOW"
86,"1","N1","Other/Unknown",0.571,0.429,"LOW"
87,"1","N1","Other/Unknown",0.553,0.447,"LOW"
88,"1","N1","Other/Unknown",0.5156,0.4844,"LOW"
89,"1","N1","Other/Unknown",0.4986,0.5014,"HIGH"
90,"1","N1","Other/Unknown",0.5572,0.4428,"LOW"
91,"1","N1","Other/Unknown",0.5572,0.4428,"LOW"
92,"1","N1","Other/Unknown",0.5572,0.4428,"LOW"
93,"1","N1","Other/Unknown",0.5572,0.4428,"LOW"
94,"1","N1","Other/Unknown",0.5572,0.4428,"LOW"
95,"1","N1","Other/Unknown",0.5572,0.4428,"LOW"
96,"1","N1","Other/Unknown",0.5572,0.4428,"LOW"
97,"1","N1","Other/Unknown",0.5572,0.4428,"LOW"
98,"1","N1","Other/Unknown",0.5572,0.4428,"LOW"
99,"1","N1","Other/Unknown",0.5572,0.4428,"LOW"
0,"2","N1","Other/Unknown",0.7921,0.2079,"LOW"
1,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
2,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
3,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
4,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
5,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
6,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
7,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
8,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
9,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
10,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
11,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
12,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
13,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
14,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
15,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
16,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
17,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
18,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
19,"2","N1","Other/Unknown",0.7929,0.2071,"LOW"
20,"2","N1","Other/Unknown",0.7909,0.2091,"LOW"
21,"2","N1","Other/Unknown",0.7889,0.2111,"LOW"
22,"2","N1","Other/Unknown",0.7889,0.2111,"LOW"
23,"2","N1","Other/Unknown",0.7889,0.2111,"LOW"
24,"2","N1","Other/Unknown",0.7889,0.2111,"LOW"
25,"2","N1","Other/Unknown",0.7889,0.2111,"LOW"
26,"2","N1","Other/Unknown",0.7889,0.2111,"LOW"
27,"2","N1","Other/Unknown",0.7889,0.2111,"LOW"
28,"2","N1","Other/Unknown",0.7939,0.2061,"LOW"
29,"2","N1","Other/Unknown",0.8248,0.1752,"LOW"
30,"2","N1","Other/Unknown",0.8248,0.1752,"LOW"
31,"2","N1","Other/Unknown",0.8247,0.1753,"LOW"
32,"2","N1","Other/Unknown",0.8247,0.1753,"LOW"
33,"2","N1","Other/Unknown",0.8247,0.1753,"LOW"
34,"2","N1","Other/Unknown",0.8235,0.1765,"LOW"
35,"2","N1","Other/Unknown",0.8235,0.1765,"LOW"
36,"2","N1","Other/Unknown",0.8235,0.1765,"LOW"
37,"2","N1","Other/Unknown",0.8215,0.1785,"LOW"
38,"2","N1","Other/Unknown",0.8229,0.1771,"LOW"
39,"2","N1","Other/Unknown",0.8229,0.1771,"LOW"
40,"2","N1","Other/Unknown",0.8078,0.1922,"LOW"
41,"2","N1","Other/Unknown",0.7991,0.2009,"LOW"
42,"2","N1","Other/Unknown",0.7859,0.2141,"LOW"
43,"2","N1","Other/Unknown",0.648,0.352,"LOW"
44,"2","N1","Other/Unknown",0.5922,0.4078,"LOW"
45,"2","N1","Other/Unknown",0.5968,0.4032,"LOW"
46,"2","N1","Other/Unknown",0.6576,0.3424,"LOW"
47,"2","N1","Other/Unknown",0.6405,0.3595,"LOW"
48,"2","N1","Other/Unknown",0.5708,0.4292,"LOW"
49,"2","N1","Other/Unknown",0.53,0.47,"LOW"
50,"2","N1","Other/Unknown",0.5412,0.4588,"LOW"
51,"2","N1","Other/Unknown",0.5082,0.4918,"LOW"
52,"2","N1","Other/Unknown",0.593,0.407,"LOW"
53,"2","N1","Other/Unknown",0.5378,0.4622,"LOW"
54,"2","N1","Other/Unknown",0.5531,0.4469,"LOW"
55,"2","N1","Other/Unknown",0.5633,0.4367,"LOW"
56,"2","N1","Other/Unknown",0.5545,0.4455,"LOW"
57,"2","N1","Other/Unknown",0.5899,0.4101,"LOW"
58,"2","N1","Other/Unknown",0.6086,0.3914,"LOW"
59,"2","N1","Other/Unknown",0.5769,0.4231,"LOW"
60,"2","N1","Other/Unknown",0.5846,0.4154,"LOW"
61,"2","N1","Other/Unknown",0.5496,0.4504,"LOW"
62,"2","N1","Other/Unknown",0.5897,0.4103,"LOW"
63,"2","N1","Other/Unknown",0.6112,0.3888,"LOW"
64,"2","N1","Other/Unknown",0.5692,0.4308,"LOW"
65,"2","N1","Other/Unknown",0.5687,0.4313,"LOW"
66,"2","N1","Other/Unknown",0.5782,0.4218,"LOW"
67,"2","N1","Other/Unknown",0.5571,0.4429,"LOW"
68,"2","N1","Other/Unknown",0.5564,0.4436,"LOW"
69,"2","N1","Other/Unknown",0.6034,0.3966,"LOW"
70,"2","N1","Other/Unknown",0.611,0.389,"LOW"
71,"2","N1","Other/Unknown",0.6079,0.3921,"LOW"
72,"2","N1","Other/Unknown",0.5606,0.4394,"LOW"
73,"2","N1","Other/Unknown",0.5604,0.4396,"LOW"
74,"2","N1","Other/Unknown",0.5851,0.4149,"LOW"
75,"2","N1","Other/Unknown",0.5267,0.4733,"LOW"
76,"2","N1","Other/Unknown",0.5387,0.4613,"LOW"
77,"2","N1","Other/Unknown",0.5216,0.4784,"LOW"
78,"2","N1","Other/Unknown",0.5313,0.4687,"LOW"
79,"2","N1","Other/Unknown",0.5822,0.4178,"LOW"
80,"2","N1","Other/Unknown",0.5697,0.4303,"LOW"
81,"2","N1","Other/Unknown",0.5701,0.4299,"LOW"
82,"2","N1","Other/Unknown",0.5419,0.4581,"LOW"
83,"2","N1","Other/Unknown",0.5517,0.4483,"LOW"
84,"2","N1","Other/Unknown",0.5446,0.4554,"LOW"
85,"2","N1","Other/Unknown",0.5654,0.4346,"LOW"
86,"2","N1","Other/Unknown",0.5392,0.4608,"LOW"
87,"2","N1","Other/Unknown",0.4999,0.5001,"HIGH"
88,"2","N1","Other/Unknown",0.5493,0.4507,"LOW"
89,"2","N1","Other/Unknown",0.5173,0.4827,"LOW"
90,"2","N1","Other/Unknown",0.5423,0.4577,"LOW"
91,"2","N1","Other/Unknown",0.5423,0.4577,"LOW"
92,"2","N1","Other/Unknown",0.5423,0.4577,"LOW"
93,"2","N1","Other/Unknown",0.5423,0.4577,"LOW"
94,"2","N1","Other/Unknown",0.5423,0.4577,"LOW"
95,"2","N1","Other/Unknown",0.5423,0.4577,"LOW"
96,"2","N1","Other/Unknown",0.5423,0.4577,"LOW"
97,"2","N1","Other/Unknown",0.5423,0.4577,"LOW"
98,"2","N1","Other/Unknown",0.5423,0.4577,"LOW"
99,"2","N1","Other/Unknown",0.5423,0.4577,"LOW"
0,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
1,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
2,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
3,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
4,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
5,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
6,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
7,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
8,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
9,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
10,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
11,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
12,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
13,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
14,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
15,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
16,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
17,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
18,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
19,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
20,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
21,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
22,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
23,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
24,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
25,"1","N2","Other/Unknown",0.2704,0.7296,"HIGH"
26,"1","N2","Other/Unknown",0.2764,0.7236,"HIGH"
27,"1","N2","Other/Unknown",0.2774,0.7226,"HIGH"
28,"1","N2","Other/Unknown",0.2774,0.7226,"HIGH"
29,"1","N2","Other/Unknown",0.2774,0.7226,"HIGH"
30,"1","N2","Other/Unknown",0.2844,0.7156,"HIGH"
31,"1","N2","Other/Unknown",0.3253,0.6747,"HIGH"
32,"1","N2","Other/Unknown",0.3078,0.6922,"HIGH"
33,"1","N2","Other/Unknown",0.3133,0.6867,"HIGH"
34,"1","N2","Other/Unknown",0.3158,0.6842,"HIGH"
35,"1","N2","Other/Unknown",0.3259,0.6741,"HIGH"
36,"1","N2","Other/Unknown",0.3355,0.6645,"HIGH"
37,"1","N2","Other/Unknown",0.3365,0.6635,"HIGH"
38,"1","N2","Other/Unknown",0.3793,0.6207,"HIGH"
39,"1","N2","Other/Unknown",0.3889,0.6111,"HIGH"
40,"1","N2","Other/Unknown",0.5217,0.4783,"LOW"
41,"1","N2","Other/Unknown",0.5411,0.4589,"LOW"
42,"1","N2","Other/Unknown",0.5406,0.4594,"LOW"
43,"1","N2","Other/Unknown",0.4766,0.5234,"HIGH"
44,"1","N2","Other/Unknown",0.4384,0.5616,"HIGH"
45,"1","N2","Other/Unknown",0.4353,0.5647,"HIGH"
46,"1","N2","Other/Unknown",0.4991,0.5009,"HIGH"
47,"1","N2","Other/Unknown",0.4744,0.5256,"HIGH"
48,"1","N2","Other/Unknown",0.52,0.48,"LOW"
49,"1","N2","Other/Unknown",0.4969,0.5031,"HIGH"
50,"1","N2","Other/Unknown",0.5107,0.4893,"LOW"
51,"1","N2","Other/Unknown",0.502,0.498,"LOW"
52,"1","N2","Other/Unknown",0.4938,0.5062,"HIGH"
53,"1","N2","Other/Unknown",0.4877,0.5123,"HIGH"
54,"1","N2","Other/Unknown",0.5062,0.4938,"LOW"
55,"1","N2","Other/Unknown",0.5211,0.4789,"LOW"
56,"1","N2","Other/Unknown",0.4796,0.5204,"HIGH"
57,"1","N2","Other/Unknown",0.488,0.512,"HIGH"
58,"1","N2","Other/Unknown",0.4723,0.5277,"HIGH"
59,"1","N2","Other/Unknown",0.4368,0.5632,"HIGH"
60,"1","N2","Other/Unknown",0.4846,0.5154,"HIGH"
61,"1","N2","Other/Unknown",0.4663,0.5337,"HIGH"
62,"1","N2","Other/Unknown",0.4768,0.5232,"HIGH"
63,"1","N2","Other/Unknown",0.5067,0.4933,"LOW"
64,"1","N2","Other/Unknown",0.5328,0.4672,"LOW"
65,"1","N2","Other/Unknown",0.5248,0.4752,"LOW"
66,"1","N2","Other/Unknown",0.5267,0.4733,"LOW"
67,"1","N2","Other/Unknown",0.5366,0.4634,"LOW"
68,"1","N2","Other/Unknown",0.5205,0.4795,"LOW"
69,"1","N2","Other/Unknown",0.4963,0.5037,"HIGH"
70,"1","N2","Other/Unknown",0.4703,0.5297,"HIGH"
71,"1","N2","Other/Unknown",0.4493,0.5507,"HIGH"
72,"1","N2","Other/Unknown",0.4805,0.5195,"HIGH"
73,"1","N2","Other/Unknown",0.494,0.506,"HIGH"
74,"1","N2","Other/Unknown",0.5074,0.4926,"LOW"
75,"1","N2","Other/Unknown",0.4887,0.5113,"HIGH"
76,"1","N2","Other/Unknown",0.4792,0.5208,"HIGH"
77,"1","N2","Other/Unknown",0.5115,0.4885,"LOW"
78,"1","N2","Other/Unknown",0.5235,0.4765,"LOW"
79,"1","N2","Other/Unknown",0.5146,0.4854,"LOW"
80,"1","N2","Other/Unknown",0.494,0.506,"HIGH"
81,"1","N2","Other/Unknown",0.44,0.56,"HIGH"
82,"1","N2","Other/Unknown",0.4302,0.5698,"HIGH"
83,"1","N2","Other/Unknown",0.4525,0.5475,"HIGH"
84,"1","N2","Other/Unknown",0.5204,0.4796,"LOW"
85,"1","N2","Other/Unknown",0.4734,0.5266,"HIGH"
86,"1","N2","Other/Unknown",0.4447,0.5553,"HIGH"
87,"1","N2","Other/Unknown",0.4981,0.5019,"HIGH"
88,"1","N2","Other/Unknown",0.4551,0.5449,"HIGH"
89,"1","N2","Other/Unknown",0.4276,0.5724,"HIGH"
90,"1","N2","Other/Unknown",0.4143,0.5857,"HIGH"
91,"1","N2","Other/Unknown",0.4143,0.5857,"HIGH"
92,"1","N2","Other/Unknown",0.4143,0.5857,"HIGH"
93,"1","N2","Other/Unknown",0.4143,0.5857,"HIGH"
94,"1","N2","Other/Unknown",0.4143,0.5857,"HIGH"
95,"1","N2","Other/Unknown",0.4143,0.5857,"HIGH"
96,"1","N2","Other/Unknown",0.4143,0.5857,"HIGH"
97,"1","N2","Other/Unknown",0.4143,0.5857,"HIGH"
98,"1","N2","Other/Unknown",0.4143,0.5857,"HIGH"
99,"1","N2","Other/Unknown",0.4143,0.5857,"HIGH"
0,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
1,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
2,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
3,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
4,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
5,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
6,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
7,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
8,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
9,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
10,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
11,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
12,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
13,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
14,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
15,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
16,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
17,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
18,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
19,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
20,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
21,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
22,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
23,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
24,"2","N2","Other/Unknown",0.3729,0.6271,"HIGH"
25,"2","N2","Other/Unknown",0.3749,0.6251,"HIGH"
26,"2","N2","Other/Unknown",0.3769,0.6231,"HIGH"
27,"2","N2","Other/Unknown",0.3778,0.6222,"HIGH"
28,"2","N2","Other/Unknown",0.3778,0.6222,"HIGH"
29,"2","N2","Other/Unknown",0.3778,0.6222,"HIGH"
30,"2","N2","Other/Unknown",0.3879,0.6121,"HIGH"
31,"2","N2","Other/Unknown",0.4449,0.5551,"HIGH"
32,"2","N2","Other/Unknown",0.436,0.564,"HIGH"
33,"2","N2","Other/Unknown",0.4888,0.5112,"HIGH"
34,"2","N2","Other/Unknown",0.4933,0.5067,"HIGH"
35,"2","N2","Other/Unknown",0.4204,0.5796,"HIGH"
36,"2","N2","Other/Unknown",0.4291,0.5709,"HIGH"
37,"2","N2","Other/Unknown",0.4311,0.5689,"HIGH"
38,"2","N2","Other/Unknown",0.4828,0.5172,"HIGH"
39,"2","N2","Other/Unknown",0.5049,0.4951,"LOW"
40,"2","N2","Other/Unknown",0.6279,0.3721,"LOW"
41,"2","N2","Other/Unknown",0.6556,0.3444,"LOW"
42,"2","N2","Other/Unknown",0.6559,0.3441,"LOW"
43,"2","N2","Other/Unknown",0.5865,0.4135,"LOW"
44,"2","N2","Other/Unknown",0.4878,0.5122,"HIGH"
45,"2","N2","Other/Unknown",0.5024,0.4976,"LOW"
46,"2","N2","Other/Unknown",0.5285,0.4715,"LOW"
47,"2","N2","Other/Unknown",0.5115,0.4885,"LOW"
48,"2","N2","Other/Unknown",0.5617,0.4383,"LOW"
49,"2","N2","Other/Unknown",0.5394,0.4606,"LOW"
50,"2","N2","Other/Unknown",0.5139,0.4861,"LOW"
51,"2","N2","Other/Unknown",0.5339,0.4661,"LOW"
52,"2","N2","Other/Unknown",0.5477,0.4523,"LOW"
53,"2","N2","Other/Unknown",0.5738,0.4262,"LOW"
54,"2","N2","Other/Unknown",0.5387,0.4613,"LOW"
55,"2","N2","Other/Unknown",0.5869,0.4131,"LOW"
56,"2","N2","Other/Unknown",0.5487,0.4513,"LOW"
57,"2","N2","Other/Unknown",0.4983,0.5017,"HIGH"
58,"2","N2","Other/Unknown",0.5581,0.4419,"LOW"
59,"2","N2","Other/Unknown",0.541,0.459,"LOW"
60,"2","N2","Other/Unknown",0.5538,0.4462,"LOW"
61,"2","N2","Other/Unknown",0.5155,0.4845,"LOW"
62,"2","N2","Other/Unknown",0.4968,0.5032,"HIGH"
63,"2","N2","Other/Unknown",0.51,0.49,"LOW"
64,"2","N2","Other/Unknown",0.4793,0.5207,"HIGH"
65,"2","N2","Other/Unknown",0.4404,0.5596,"HIGH"
66,"2","N2","Other/Unknown",0.475,0.525,"HIGH"
67,"2","N2","Other/Unknown",0.4895,0.5105,"HIGH"
68,"2","N2","Other/Unknown",0.4851,0.5149,"HIGH"
69,"2","N2","Other/Unknown",0.4881,0.5119,"HIGH"
70,"2","N2","Other/Unknown",0.5,0.5,"HIGH"
71,"2","N2","Other/Unknown",0.5002,0.4998,"LOW"
72,"2","N2","Other/Unknown",0.5285,0.4715,"LOW"
73,"2","N2","Other/Unknown",0.5255,0.4745,"LOW"
74,"2","N2","Other/Unknown",0.5213,0.4787,"LOW"
75,"2","N2","Other/Unknown",0.5281,0.4719,"LOW"
76,"2","N2","Other/Unknown",0.5491,0.4509,"LOW"
77,"2","N2","Other/Unknown",0.5146,0.4854,"LOW"
78,"2","N2","Other/Unknown",0.527,0.473,"LOW"
79,"2","N2","Other/Unknown",0.5242,0.4758,"LOW"
80,"2","N2","Other/Unknown",0.5258,0.4742,"LOW"
81,"2","N2","Other/Unknown",0.4391,0.5609,"HIGH"
82,"2","N2","Other/Unknown",0.4794,0.5206,"HIGH"
83,"2","N2","Other/Unknown",0.5058,0.4942,"LOW"
84,"2","N2","Other/Unknown",0.5614,0.4386,"LOW"
85,"2","N2","Other/Unknown",0.4645,0.5355,"HIGH"
86,"2","N2","Other/Unknown",0.5263,0.4737,"LOW"
87,"2","N2","Other/Unknown",0.5286,0.4714,"LOW"
88,"2","N2","Other/Unknown",0.5847,0.4153,"LOW"
89,"2","N2","Other/Unknown",0.5557,0.4443,"LOW"
90,"2","N2","Other/Unknown",0.5509,0.4491,"LOW"
91,"2","N2","Other/Unknown",0.5509,0.4491,"LOW"
92,"2","N2","Other/Unknown",0.5509,0.4491,"LOW"
93,"2","N2","Other/Unknown",0.5509,0.4491,"LOW"
94,"2","N2","Other/Unknown",0.5509,0.4491,"LOW"
95,"2","N2","Other/Unknown",0.5509,0.4491,"LOW"
96,"2","N2","Other/Unknown",0.5509,0.4491,"LOW"
97,"2","N2","Other/Unknown",0.5509,0.4491,"LOW"
98,"2","N2","Other/Unknown",0.5509,0.4491,"LOW"
99,"2","N2","Other/Unknown",0.5509,0.4491,"LOW"
0,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
1,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
2,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
3,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
4,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
5,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
6,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
7,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
8,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
9,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
10,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
11,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
12,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
13,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
14,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
15,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
16,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
17,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
18,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
19,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
20,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
21,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
22,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
23,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
24,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
25,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
26,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
27,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
28,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
29,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
30,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
31,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
32,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
33,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
34,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
35,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
36,"1","N3","Other/Unknown",0.1369,0.8631,"HIGH"
37,"1","N3","Other/Unknown",0.1399,0.8601,"HIGH"
38,"1","N3","Other/Unknown",0.1425,0.8575,"HIGH"
39,"1","N3","Other/Unknown",0.1685,0.8315,"HIGH"
40,"1","N3","Other/Unknown",0.1594,0.8406,"HIGH"
41,"1","N3","Other/Unknown",0.1546,0.8454,"HIGH"
42,"1","N3","Other/Unknown",0.1581,0.8419,"HIGH"
43,"1","N3","Other/Unknown",0.3377,0.6623,"HIGH"
44,"1","N3","Other/Unknown",0.4204,0.5796,"HIGH"
45,"1","N3","Other/Unknown",0.4188,0.5812,"HIGH"
46,"1","N3","Other/Unknown",0.4282,0.5718,"HIGH"
47,"1","N3","Other/Unknown",0.3418,0.6582,"HIGH"
48,"1","N3","Other/Unknown",0.5054,0.4946,"LOW"
49,"1","N3","Other/Unknown",0.4745,0.5255,"HIGH"
50,"1","N3","Other/Unknown",0.4506,0.5494,"HIGH"
51,"1","N3","Other/Unknown",0.3855,0.6145,"HIGH"
52,"1","N3","Other/Unknown",0.3462,0.6538,"HIGH"
53,"1","N3","Other/Unknown",0.5336,0.4664,"LOW"
54,"1","N3","Other/Unknown",0.3523,0.6477,"HIGH"
55,"1","N3","Other/Unknown",0.3582,0.6418,"HIGH"
56,"1","N3","Other/Unknown",0.3553,0.6447,"HIGH"
57,"1","N3","Other/Unknown",0.3259,0.6741,"HIGH"
58,"1","N3","Other/Unknown",0.402,0.598,"HIGH"
59,"1","N3","Other/Unknown",0.4521,0.5479,"HIGH"
60,"1","N3","Other/Unknown",0.4762,0.5238,"HIGH"
61,"1","N3","Other/Unknown",0.4695,0.5305,"HIGH"
62,"1","N3","Other/Unknown",0.3535,0.6465,"HIGH"
63,"1","N3","Other/Unknown",0.4247,0.5753,"HIGH"
64,"1","N3","Other/Unknown",0.3916,0.6084,"HIGH"
65,"1","N3","Other/Unknown",0.3919,0.6081,"HIGH"
66,"1","N3","Other/Unknown",0.3593,0.6407,"HIGH"
67,"1","N3","Other/Unknown",0.4449,0.5551,"HIGH"
68,"1","N3","Other/Unknown",0.4614,0.5386,"HIGH"
69,"1","N3","Other/Unknown",0.3789,0.6211,"HIGH"
70,"1","N3","Other/Unknown",0.3269,0.6731,"HIGH"
71,"1","N3","Other/Unknown",0.4626,0.5374,"HIGH"
72,"1","N3","Other/Unknown",0.5188,0.4812,"LOW"
73,"1","N3","Other/Unknown",0.3724,0.6276,"HIGH"
74,"1","N3","Other/Unknown",0.3549,0.6451,"HIGH"
75,"1","N3","Other/Unknown",0.4736,0.5264,"HIGH"
76,"1","N3","Other/Unknown",0.4436,0.5564,"HIGH"
77,"1","N3","Other/Unknown",0.429,0.571,"HIGH"
78,"1","N3","Other/Unknown",0.337,0.663,"HIGH"
79,"1","N3","Other/Unknown",0.3448,0.6552,"HIGH"
80,"1","N3","Other/Unknown",0.4417,0.5583,"HIGH"
81,"1","N3","Other/Unknown",0.4027,0.5973,"HIGH"
82,"1","N3","Other/Unknown",0.5199,0.4801,"LOW"
83,"1","N3","Other/Unknown",0.5064,0.4936,"LOW"
84,"1","N3","Other/Unknown",0.3703,0.6297,"HIGH"
85,"1","N3","Other/Unknown",0.4859,0.5141,"HIGH"
86,"1","N3","Other/Unknown",0.4753,0.5247,"HIGH"
87,"1","N3","Other/Unknown",0.3379,0.6621,"HIGH"
88,"1","N3","Other/Unknown",0.481,0.519,"HIGH"
89,"1","N3","Other/Unknown",0.4212,0.5788,"HIGH"
90,"1","N3","Other/Unknown",0.3467,0.6533,"HIGH"
91,"1","N3","Other/Unknown",0.3467,0.6533,"HIGH"
92,"1","N3","Other/Unknown",0.3467,0.6533,"HIGH"
93,"1","N3","Other/Unknown",0.3467,0.6533,"HIGH"
94,"1","N3","Other/Unknown",0.3467,0.6533,"HIGH"
95,"1","N3","Other/Unknown",0.3467,0.6533,"HIGH"
96,"1","N3","Other/Unknown",0.3467,0.6533,"HIGH"
97,"1","N3","Other/Unknown",0.3467,0.6533,"HIGH"
98,"1","N3","Other/Unknown",0.3467,0.6533,"HIGH"
99,"1","N3","Other/Unknown",0.3467,0.6533,"HIGH"
