"AGE","SEX","TNM_N_cat","TNM_T_cat","rcc_sf_cat","rcc_fng_cat","no_metastasis","metastasis","risk_level"
24,"2","N3","Other/Unknown","Other/Unknown","3",0.9574,0.0426,"LOW"
25,"2","N3","Other/Unknown","Other/Unknown","3",0.957,0.043,"LOW"
26,"2","N3","Other/Unknown","Other/Unknown","3",0.9566,0.0434,"LOW"
27,"2","N3","Other/Unknown","Other/Unknown","3",0.956,0.044,"LOW"
28,"2","N3","Other/Unknown","Other/Unknown","3",0.9555,0.0445,"LOW"
29,"2","N3","Other/Unknown","Other/Unknown","3",0.9554,0.0446,"LOW"
30,"2","N3","Other/Unknown","Other/Unknown","3",0.9547,0.0453,"LOW"
31,"2","N3","Other/Unknown","Other/Unknown","3",0.9542,0.0458,"LOW"
32,"2","N3","Other/Unknown","Other/Unknown","3",0.9533,0.0467,"LOW"
33,"2","N3","Other/Unknown","Other/Unknown","3",0.9513,0.0487,"LOW"
34,"2","N3","Other/Unknown","Other/Unknown","3",0.9491,0.0509,"LOW"
35,"2","N3","Other/Unknown","Other/Unknown","3",0.9363,0.0637,"LOW"
36,"2","N3","Other/Unknown","Other/Unknown","3",0.9441,0.0559,"LOW"
37,"2","N3","Other/Unknown","Other/Unknown","3",0.9448,0.0552,"LOW"
38,"2","N3","Other/Unknown","Other/Unknown","3",0.9335,0.0665,"LOW"
39,"2","N3","Other/Unknown","Other/Unknown","3",0.9454,0.0546,"LOW"
40,"2","N3","Other/Unknown","Other/Unknown","3",0.9475,0.0525,"LOW"
41,"2","N3","Other/Unknown","Other/Unknown","3",0.9466,0.0534,"LOW"
42,"2","N3","Other/Unknown","Other/Unknown","3",0.9434,0.0566,"LOW"
43,"2","N3","Other/Unknown","Other/Unknown","3",0.942,0.058,"LOW"
44,"2","N3","Other/Unknown","Other/Unknown","3",0.9453,0.0547,"LOW"
45,"2","N3","Other/Unknown","Other/Unknown","3",0.9455,0.0545,"LOW"
46,"2","N3","Other/Unknown","Other/Unknown","3",0.945,0.055,"LOW"
47,"2","N3","Other/Unknown","Other/Unknown","3",0.9445,0.0555,"LOW"
48,"2","N3","Other/Unknown","Other/Unknown","3",0.9437,0.0563,"LOW"
49,"2","N3","Other/Unknown","Other/Unknown","3",0.9439,0.0561,"LOW"
50,"2","N3","Other/Unknown","Other/Unknown","3",0.9383,0.0617,"LOW"
51,"2","N3","Other/Unknown","Other/Unknown","3",0.9415,0.0585,"LOW"
52,"2","N3","Other/Unknown","Other/Unknown","3",0.9356,0.0644,"LOW"
53,"2","N3","Other/Unknown","Other/Unknown","3",0.9387,0.0613,"LOW"
54,"2","N3","Other/Unknown","Other/Unknown","3",0.9395,0.0605,"LOW"
55,"2","N3","Other/Unknown","Other/Unknown","3",0.936,0.064,"LOW"
56,"2","N3","Other/Unknown","Other/Unknown","3",0.9368,0.0632,"LOW"
57,"2","N3","Other/Unknown","Other/Unknown","3",0.9361,0.0639,"LOW"
58,"2","N3","Other/Unknown","Other/Unknown","3",0.9338,0.0662,"LOW"
59,"2","N3","Other/Unknown","Other/Unknown","3",0.9335,0.0665,"LOW"
60,"2","N3","Other/Unknown","Other/Unknown","3",0.9343,0.0657,"LOW"
61,"2","N3","Other/Unknown","Other/Unknown","3",0.9284,0.0716,"LOW"
62,"2","N3","Other/Unknown","Other/Unknown","3",0.9242,0.0758,"LOW"
63,"2","N3","Other/Unknown","Other/Unknown","3",0.9307,0.0693,"LOW"
64,"2","N3","Other/Unknown","Other/Unknown","3",0.93,0.07,"LOW"
65,"2","N3","Other/Unknown","Other/Unknown","3",0.9297,0.0703,"LOW"
66,"2","N3","Other/Unknown","Other/Unknown","3",0.9285,0.0715,"LOW"
67,"2","N3","Other/Unknown","Other/Unknown","3",0.9286,0.0714,"LOW"
68,"2","N3","Other/Unknown","Other/Unknown","3",0.9284,0.0716,"LOW"
69,"2","N3","Other/Unknown","Other/Unknown","3",0.9276,0.0724,"LOW"
70,"2","N3","Other/Unknown","Other/Unknown","3",0.9278,0.0722,"LOW"
71,"2","N3","Other/Unknown","Other/Unknown","3",0.9246,0.0754,"LOW"
72,"2","N3","Other/Unknown","Other/Unknown","3",0.9246,0.0754,"LOW"
73,"2","N3","Other/Unknown","Other/Unknown","3",0.9205,0.0795,"LOW"
74,"2","N3","Other/Unknown","Other/Unknown","3",0.9245,0.0755,"LOW"
75,"2","N3","Other/Unknown","Other/Unknown","3",0.9199,0.0801,"LOW"
76,"2","N3","Other/Unknown","Other/Unknown","3",0.9224,0.0776,"LOW"
77,"2","N3","Other/Unknown","Other/Unknown","3",0.9173,0.0827,"LOW"
78,"2","N3","Other/Unknown","Other/Unknown","3",0.9153,0.0847,"LOW"
79,"2","N3","Other/Unknown","Other/Unknown","3",0.9143,0.0857,"LOW"
80,"2","N3","Other/Unknown","Other/Unknown","3",0.9258,0.0742,"LOW"
81,"2","N3","Other/Unknown","Other/Unknown","3",0.9326,0.0674,"LOW"
82,"2","N3","Other/Unknown","Other/Unknown","3",0.934,0.066,"LOW"
83,"2","N3","Other/Unknown","Other/Unknown","3",0.9339,0.0661,"LOW"
84,"2","N3","Other/Unknown","Other/Unknown","3",0.9336,0.0664,"LOW"
85,"2","N3","Other/Unknown","Other/Unknown","3",0.9262,0.0738,"LOW"
86,"2","N3","Other/Unknown","Other/Unknown","3",0.9292,0.0708,"LOW"
87,"2","N3","Other/Unknown","Other/Unknown","3",0.9235,0.0765,"LOW"
88,"2","N3","Other/Unknown","Other/Unknown","3",0.9015,0.0985,"LOW"
89,"2","N3","Other/Unknown","Other/Unknown","3",0.8921,0.1079,"LOW"
90,"2","N3","Other/Unknown","Other/Unknown","3",0.9027,0.0973,"LOW"
91,"2","N3","Other/Unknown","Other/Unknown","3",0.9027,0.0973,"LOW"
92,"2","N3","Other/Unknown","Other/Unknown","3",0.9027,0.0973,"LOW"
93,"2","N3","Other/Unknown","Other/Unknown","3",0.9027,0.0973,"LOW"
94,"2","N3","Other/Unknown","Other/Unknown","3",0.9027,0.0973,"LOW"
95,"2","N3","Other/Unknown","Other/Unknown","3",0.9027,0.0973,"LOW"
96,"2","N3","Other/Unknown","Other/Unknown","3",0.9027,0.0973,"LOW"
