"AGE","SEX","TNM_N_cat","TNM_T_cat","liver_afp_cat","liver_fs_cat","no_metastasis","metastasis","risk_level"
34,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3698,0.6302,"HIGH"
35,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3802,0.6198,"HIGH"
36,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3857,0.6143,"HIGH"
37,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3895,0.6105,"HIGH"
38,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.3981,0.6019,"HIGH"
39,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4126,0.5874,"HIGH"
40,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4235,0.5765,"HIGH"
41,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4297,0.5703,"HIGH"
42,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4423,0.5577,"HIGH"
43,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4523,0.5477,"HIGH"
44,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4592,0.5408,"HIGH"
45,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4738,0.5262,"HIGH"
46,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4751,0.5249,"HIGH"
47,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4838,0.5162,"HIGH"
48,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.507,0.493,"LOW"
49,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5211,0.4789,"LOW"
50,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5306,0.4694,"LOW"
51,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5325,0.4675,"LOW"
52,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5384,0.4616,"LOW"
53,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5469,0.4531,"LOW"
54,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5461,0.4539,"LOW"
55,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5369,0.4631,"LOW"
56,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.567,0.433,"LOW"
57,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5586,0.4414,"LOW"
58,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5558,0.4442,"LOW"
59,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5688,0.4312,"LOW"
60,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5795,0.4205,"LOW"
61,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5497,0.4503,"LOW"
62,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5131,0.4869,"LOW"
63,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4895,0.5105,"HIGH"
64,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4659,0.5341,"HIGH"
65,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4478,0.5522,"HIGH"
66,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4284,0.5716,"HIGH"
67,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4472,0.5528,"HIGH"
68,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.471,0.529,"HIGH"
69,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4992,0.5008,"HIGH"
70,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5092,0.4908,"LOW"
71,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5317,0.4683,"LOW"
72,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5647,0.4353,"LOW"
73,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5885,0.4115,"LOW"
74,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5571,0.4429,"LOW"
75,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5309,0.4691,"LOW"
76,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5104,0.4896,"LOW"
77,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4857,0.5143,"HIGH"
78,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.468,0.532,"HIGH"
79,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4161,0.5839,"HIGH"
80,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4088,0.5912,"HIGH"
81,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4113,0.5887,"HIGH"
82,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4097,0.5903,"HIGH"
83,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4193,0.5807,"HIGH"
84,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4172,0.5828,"HIGH"
85,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4234,0.5766,"HIGH"
86,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4306,0.5694,"HIGH"
87,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4305,0.5695,"HIGH"
88,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4302,0.5698,"HIGH"
89,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4353,0.5647,"HIGH"
90,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4355,0.5645,"HIGH"
91,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4355,0.5645,"HIGH"
92,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4355,0.5645,"HIGH"
93,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4355,0.5645,"HIGH"
94,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4355,0.5645,"HIGH"
95,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4355,0.5645,"HIGH"
96,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4355,0.5645,"HIGH"
97,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4355,0.5645,"HIGH"
98,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4355,0.5645,"HIGH"
99,"1","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4355,0.5645,"HIGH"
0,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5083,0.4917,"LOW"
1,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5003,0.4997,"LOW"
2,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5043,0.4957,"LOW"
3,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5049,0.4951,"LOW"
4,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5095,0.4905,"LOW"
5,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5105,0.4895,"LOW"
6,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5105,0.4895,"LOW"
7,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5061,0.4939,"LOW"
8,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5047,0.4953,"LOW"
9,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5044,0.4956,"LOW"
10,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5039,0.4961,"LOW"
11,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.509,0.491,"LOW"
12,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5072,0.4928,"LOW"
13,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5075,0.4925,"LOW"
14,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.503,0.497,"LOW"
15,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5024,0.4976,"LOW"
16,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5031,0.4969,"LOW"
17,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5021,0.4979,"LOW"
18,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5024,0.4976,"LOW"
19,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5028,0.4972,"LOW"
20,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5051,0.4949,"LOW"
21,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5048,0.4952,"LOW"
22,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5002,0.4998,"LOW"
23,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4952,0.5048,"HIGH"
24,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4933,0.5067,"HIGH"
25,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4938,0.5062,"HIGH"
26,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4941,0.5059,"HIGH"
27,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4901,0.5099,"HIGH"
28,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4935,0.5065,"HIGH"
29,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.492,0.508,"HIGH"
30,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4937,0.5063,"HIGH"
31,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4967,0.5033,"HIGH"
32,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4999,0.5001,"HIGH"
33,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4943,0.5057,"HIGH"
34,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4977,0.5023,"HIGH"
35,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.4971,0.5029,"HIGH"
36,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5007,0.4993,"LOW"
37,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5011,0.4989,"LOW"
38,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5075,0.4925,"LOW"
39,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5125,0.4875,"LOW"
40,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.516,0.484,"LOW"
41,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5168,0.4832,"LOW"
42,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5232,0.4768,"LOW"
43,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5275,0.4725,"LOW"
44,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5351,0.4649,"LOW"
45,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5421,0.4579,"LOW"
46,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5398,0.4602,"LOW"
47,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5427,0.4573,"LOW"
48,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5494,0.4506,"LOW"
49,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5538,0.4462,"LOW"
50,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5606,0.4394,"LOW"
51,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5569,0.4431,"LOW"
52,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5645,0.4355,"LOW"
53,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5628,0.4372,"LOW"
54,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.55,0.45,"LOW"
55,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5558,0.4442,"LOW"
56,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.551,0.449,"LOW"
57,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5397,0.4603,"LOW"
58,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5296,0.4704,"LOW"
59,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5364,0.4636,"LOW"
60,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5439,0.4561,"LOW"
61,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.538,0.462,"LOW"
62,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5293,0.4707,"LOW"
63,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5404,0.4596,"LOW"
64,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5255,0.4745,"LOW"
65,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5325,0.4675,"LOW"
66,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5194,0.4806,"LOW"
67,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5212,0.4788,"LOW"
68,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5313,0.4687,"LOW"
69,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5392,0.4608,"LOW"
70,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5688,0.4312,"LOW"
71,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5793,0.4207,"LOW"
72,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.6215,0.3785,"LOW"
73,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.6164,0.3836,"LOW"
74,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5964,0.4036,"LOW"
75,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5823,0.4177,"LOW"
76,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5718,0.4282,"LOW"
77,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5631,0.4369,"LOW"
78,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5566,0.4434,"LOW"
79,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5443,0.4557,"LOW"
80,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5458,0.4542,"LOW"
81,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5567,0.4433,"LOW"
82,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5636,0.4364,"LOW"
83,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5678,0.4322,"LOW"
84,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5735,0.4265,"LOW"
85,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.571,0.429,"LOW"
86,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5624,0.4376,"LOW"
87,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5551,0.4449,"LOW"
88,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5428,0.4572,"LOW"
89,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.5456,0.4544,"LOW"
90,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.545,0.455,"LOW"
91,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.545,0.455,"LOW"
92,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.545,0.455,"LOW"
93,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.545,0.455,"LOW"
94,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.545,0.455,"LOW"
95,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.545,0.455,"LOW"
96,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.545,0.455,"LOW"
97,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.545,0.455,"LOW"
98,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.545,0.455,"LOW"
99,"2","Other/Unknown","T0","Other/Unknown","Other/Unknown",0.545,0.455,"LOW"
0,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7271,0.2729,"LOW"
1,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7281,0.2719,"LOW"
2,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7265,0.2735,"LOW"
3,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7238,0.2762,"LOW"
4,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.723,0.277,"LOW"
5,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.724,0.276,"LOW"
6,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7279,0.2721,"LOW"
7,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7292,0.2708,"LOW"
8,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7266,0.2734,"LOW"
9,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7281,0.2719,"LOW"
10,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7276,0.2724,"LOW"
11,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7282,0.2718,"LOW"
12,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7282,0.2718,"LOW"
13,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.727,0.273,"LOW"
14,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7231,0.2769,"LOW"
15,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7231,0.2769,"LOW"
16,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7266,0.2734,"LOW"
17,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7301,0.2699,"LOW"
18,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7306,0.2694,"LOW"
19,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7281,0.2719,"LOW"
20,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7279,0.2721,"LOW"
21,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7265,0.2735,"LOW"
22,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7257,0.2743,"LOW"
23,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7252,0.2748,"LOW"
24,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7291,0.2709,"LOW"
25,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.727,0.273,"LOW"
26,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7265,0.2735,"LOW"
27,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7265,0.2735,"LOW"
28,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7241,0.2759,"LOW"
29,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.668,0.332,"LOW"
30,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.6833,0.3167,"LOW"
31,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7008,0.2992,"LOW"
32,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.719,0.281,"LOW"
33,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7285,0.2715,"LOW"
34,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7418,0.2582,"LOW"
35,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7598,0.2402,"LOW"
36,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7666,0.2334,"LOW"
37,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7773,0.2227,"LOW"
38,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7794,0.2206,"LOW"
39,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7574,0.2426,"LOW"
40,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7837,0.2163,"LOW"
41,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7879,0.2121,"LOW"
42,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7893,0.2107,"LOW"
43,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7824,0.2176,"LOW"
44,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7874,0.2126,"LOW"
45,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7673,0.2327,"LOW"
46,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7702,0.2298,"LOW"
47,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7867,0.2133,"LOW"
48,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7884,0.2116,"LOW"
49,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7801,0.2199,"LOW"
50,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7726,0.2274,"LOW"
51,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7731,0.2269,"LOW"
52,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7704,0.2296,"LOW"
53,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7662,0.2338,"LOW"
54,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7627,0.2373,"LOW"
55,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7656,0.2344,"LOW"
56,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7628,0.2372,"LOW"
57,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7631,0.2369,"LOW"
58,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7661,0.2339,"LOW"
59,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.757,0.243,"LOW"
60,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.761,0.239,"LOW"
61,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7614,0.2386,"LOW"
62,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7551,0.2449,"LOW"
63,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7607,0.2393,"LOW"
64,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7599,0.2401,"LOW"
65,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7605,0.2395,"LOW"
66,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7638,0.2362,"LOW"
67,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7659,0.2341,"LOW"
68,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7672,0.2328,"LOW"
69,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7696,0.2304,"LOW"
70,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7672,0.2328,"LOW"
71,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7647,0.2353,"LOW"
72,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7572,0.2428,"LOW"
73,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7553,0.2447,"LOW"
74,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7495,0.2505,"LOW"
75,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7484,0.2516,"LOW"
76,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7259,0.2741,"LOW"
77,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7144,0.2856,"LOW"
78,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7251,0.2749,"LOW"
79,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7306,0.2694,"LOW"
80,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7229,0.2771,"LOW"
81,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7373,0.2627,"LOW"
82,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7301,0.2699,"LOW"
83,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.734,0.266,"LOW"
84,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7377,0.2623,"LOW"
85,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7562,0.2438,"LOW"
86,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7309,0.2691,"LOW"
87,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7169,0.2831,"LOW"
88,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7231,0.2769,"LOW"
89,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.736,0.264,"LOW"
90,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7325,0.2675,"LOW"
91,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7325,0.2675,"LOW"
92,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7325,0.2675,"LOW"
93,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7325,0.2675,"LOW"
94,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7325,0.2675,"LOW"
95,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7325,0.2675,"LOW"
96,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7325,0.2675,"LOW"
97,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7325,0.2675,"LOW"
98,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7325,0.2675,"LOW"
99,"1","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7325,0.2675,"LOW"
0,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7798,0.2202,"LOW"
1,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7746,0.2254,"LOW"
2,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7782,0.2218,"LOW"
3,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7781,0.2219,"LOW"
4,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7803,0.2197,"LOW"
5,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7817,0.2183,"LOW"
6,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7795,0.2205,"LOW"
7,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7791,0.2209,"LOW"
8,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7752,0.2248,"LOW"
9,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7754,0.2246,"LOW"
10,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7762,0.2238,"LOW"
11,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7802,0.2198,"LOW"
12,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7802,0.2198,"LOW"
13,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7804,0.2196,"LOW"
14,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.78,0.22,"LOW"
15,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.78,0.22,"LOW"
16,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.7829,0.2171,"LOW"
17,"2","N0","Other/Unknown","Other/Unknown","Other/Unknown",0.782,0.218,"LOW"
