"AGE","SEX","TNM_N_cat","TNM_T_cat","retroper_sg_cat","no_metastasis","metastasis","risk_level"
45,"2","N1","Other/Unknown","2",0.6595,0.3405,"LOW"
46,"2","N1","Other/Unknown","2",0.6575,0.3425,"LOW"
47,"2","N1","Other/Unknown","2",0.6569,0.3431,"LOW"
48,"2","N1","Other/Unknown","2",0.6563,0.3437,"LOW"
49,"2","N1","Other/Unknown","2",0.653,0.347,"LOW"
50,"2","N1","Other/Unknown","2",0.6464,0.3536,"LOW"
51,"2","N1","Other/Unknown","2",0.6457,0.3543,"LOW"
52,"2","N1","Other/Unknown","2",0.6468,0.3532,"LOW"
53,"2","N1","Other/Unknown","2",0.6475,0.3525,"LOW"
54,"2","N1","Other/Unknown","2",0.6497,0.3503,"LOW"
55,"2","N1","Other/Unknown","2",0.6459,0.3541,"LOW"
56,"2","N1","Other/Unknown","2",0.6466,0.3534,"LOW"
57,"2","N1","Other/Unknown","2",0.6451,0.3549,"LOW"
58,"2","N1","Other/Unknown","2",0.6424,0.3576,"LOW"
59,"2","N1","Other/Unknown","2",0.6461,0.3539,"LOW"
60,"2","N1","Other/Unknown","2",0.6492,0.3508,"LOW"
61,"2","N1","Other/Unknown","2",0.6495,0.3505,"LOW"
62,"2","N1","Other/Unknown","2",0.6459,0.3541,"LOW"
63,"2","N1","Other/Unknown","2",0.637,0.363,"LOW"
64,"2","N1","Other/Unknown","2",0.6345,0.3655,"LOW"
65,"2","N1","Other/Unknown","2",0.635,0.365,"LOW"
66,"2","N1","Other/Unknown","2",0.6367,0.3633,"LOW"
67,"2","N1","Other/Unknown","2",0.6371,0.3629,"LOW"
68,"2","N1","Other/Unknown","2",0.6329,0.3671,"LOW"
69,"2","N1","Other/Unknown","2",0.6328,0.3672,"LOW"
70,"2","N1","Other/Unknown","2",0.6344,0.3656,"LOW"
71,"2","N1","Other/Unknown","2",0.6317,0.3683,"LOW"
72,"2","N1","Other/Unknown","2",0.6318,0.3682,"LOW"
73,"2","N1","Other/Unknown","2",0.6352,0.3648,"LOW"
74,"2","N1","Other/Unknown","2",0.6373,0.3627,"LOW"
75,"2","N1","Other/Unknown","2",0.6371,0.3629,"LOW"
76,"2","N1","Other/Unknown","2",0.6376,0.3624,"LOW"
77,"2","N1","Other/Unknown","2",0.635,0.365,"LOW"
78,"2","N1","Other/Unknown","2",0.6338,0.3662,"LOW"
79,"2","N1","Other/Unknown","2",0.6335,0.3665,"LOW"
80,"2","N1","Other/Unknown","2",0.6353,0.3647,"LOW"
81,"2","N1","Other/Unknown","2",0.6369,0.3631,"LOW"
82,"2","N1","Other/Unknown","2",0.6383,0.3617,"LOW"
83,"2","N1","Other/Unknown","2",0.6398,0.3602,"LOW"
84,"2","N1","Other/Unknown","2",0.6384,0.3616,"LOW"
85,"2","N1","Other/Unknown","2",0.6377,0.3623,"LOW"
86,"2","N1","Other/Unknown","2",0.6391,0.3609,"LOW"
87,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
88,"2","N1","Other/Unknown","2",0.641,0.359,"LOW"
89,"2","N1","Other/Unknown","2",0.6417,0.3583,"LOW"
90,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
91,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
92,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
93,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
94,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
95,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
96,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
97,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
98,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
99,"2","N1","Other/Unknown","2",0.6401,0.3599,"LOW"
0,"1","Other/Unknown","Other/Unknown","2",0.8572,0.1428,"LOW"
1,"1","Other/Unknown","Other/Unknown","2",0.8561,0.1439,"LOW"
2,"1","Other/Unknown","Other/Unknown","2",0.8571,0.1429,"LOW"
3,"1","Other/Unknown","Other/Unknown","2",0.8535,0.1465,"LOW"
4,"1","Other/Unknown","Other/Unknown","2",0.8567,0.1433,"LOW"
5,"1","Other/Unknown","Other/Unknown","2",0.856,0.144,"LOW"
6,"1","Other/Unknown","Other/Unknown","2",0.8584,0.1416,"LOW"
7,"1","Other/Unknown","Other/Unknown","2",0.8571,0.1429,"LOW"
8,"1","Other/Unknown","Other/Unknown","2",0.8577,0.1423,"LOW"
9,"1","Other/Unknown","Other/Unknown","2",0.8581,0.1419,"LOW"
10,"1","Other/Unknown","Other/Unknown","2",0.8559,0.1441,"LOW"
11,"1","Other/Unknown","Other/Unknown","2",0.8561,0.1439,"LOW"
12,"1","Other/Unknown","Other/Unknown","2",0.8583,0.1417,"LOW"
13,"1","Other/Unknown","Other/Unknown","2",0.8598,0.1402,"LOW"
14,"1","Other/Unknown","Other/Unknown","2",0.8624,0.1376,"LOW"
15,"1","Other/Unknown","Other/Unknown","2",0.8627,0.1373,"LOW"
16,"1","Other/Unknown","Other/Unknown","2",0.863,0.137,"LOW"
17,"1","Other/Unknown","Other/Unknown","2",0.8656,0.1344,"LOW"
18,"1","Other/Unknown","Other/Unknown","2",0.8693,0.1307,"LOW"
19,"1","Other/Unknown","Other/Unknown","2",0.8697,0.1303,"LOW"
20,"1","Other/Unknown","Other/Unknown","2",0.8696,0.1304,"LOW"
21,"1","Other/Unknown","Other/Unknown","2",0.8716,0.1284,"LOW"
22,"1","Other/Unknown","Other/Unknown","2",0.8731,0.1269,"LOW"
23,"1","Other/Unknown","Other/Unknown","2",0.8772,0.1228,"LOW"
24,"1","Other/Unknown","Other/Unknown","2",0.8774,0.1226,"LOW"
25,"1","Other/Unknown","Other/Unknown","2",0.8779,0.1221,"LOW"
26,"1","Other/Unknown","Other/Unknown","2",0.8795,0.1205,"LOW"
27,"1","Other/Unknown","Other/Unknown","2",0.88,0.12,"LOW"
28,"1","Other/Unknown","Other/Unknown","2",0.8797,0.1203,"LOW"
29,"1","Other/Unknown","Other/Unknown","2",0.8818,0.1182,"LOW"
30,"1","Other/Unknown","Other/Unknown","2",0.8805,0.1195,"LOW"
31,"1","Other/Unknown","Other/Unknown","2",0.8833,0.1167,"LOW"
32,"1","Other/Unknown","Other/Unknown","2",0.8849,0.1151,"LOW"
33,"1","Other/Unknown","Other/Unknown","2",0.8855,0.1145,"LOW"
34,"1","Other/Unknown","Other/Unknown","2",0.8866,0.1134,"LOW"
35,"1","Other/Unknown","Other/Unknown","2",0.886,0.114,"LOW"
36,"1","Other/Unknown","Other/Unknown","2",0.8857,0.1143,"LOW"
37,"1","Other/Unknown","Other/Unknown","2",0.8858,0.1142,"LOW"
38,"1","Other/Unknown","Other/Unknown","2",0.8861,0.1139,"LOW"
39,"1","Other/Unknown","Other/Unknown","2",0.8883,0.1117,"LOW"
40,"1","Other/Unknown","Other/Unknown","2",0.8887,0.1113,"LOW"
41,"1","Other/Unknown","Other/Unknown","2",0.8897,0.1103,"LOW"
42,"1","Other/Unknown","Other/Unknown","2",0.8889,0.1111,"LOW"
43,"1","Other/Unknown","Other/Unknown","2",0.8893,0.1107,"LOW"
44,"1","Other/Unknown","Other/Unknown","2",0.8896,0.1104,"LOW"
45,"1","Other/Unknown","Other/Unknown","2",0.8888,0.1112,"LOW"
46,"1","Other/Unknown","Other/Unknown","2",0.8895,0.1105,"LOW"
47,"1","Other/Unknown","Other/Unknown","2",0.8913,0.1087,"LOW"
48,"1","Other/Unknown","Other/Unknown","2",0.8908,0.1092,"LOW"
49,"1","Other/Unknown","Other/Unknown","2",0.8903,0.1097,"LOW"
50,"1","Other/Unknown","Other/Unknown","2",0.8903,0.1097,"LOW"
51,"1","Other/Unknown","Other/Unknown","2",0.8914,0.1086,"LOW"
52,"1","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
53,"1","Other/Unknown","Other/Unknown","2",0.894,0.106,"LOW"
54,"1","Other/Unknown","Other/Unknown","2",0.894,0.106,"LOW"
55,"1","Other/Unknown","Other/Unknown","2",0.8943,0.1057,"LOW"
56,"1","Other/Unknown","Other/Unknown","2",0.8943,0.1057,"LOW"
57,"1","Other/Unknown","Other/Unknown","2",0.8939,0.1061,"LOW"
58,"1","Other/Unknown","Other/Unknown","2",0.8942,0.1058,"LOW"
59,"1","Other/Unknown","Other/Unknown","2",0.8947,0.1053,"LOW"
60,"1","Other/Unknown","Other/Unknown","2",0.8949,0.1051,"LOW"
61,"1","Other/Unknown","Other/Unknown","2",0.8946,0.1054,"LOW"
62,"1","Other/Unknown","Other/Unknown","2",0.8946,0.1054,"LOW"
63,"1","Other/Unknown","Other/Unknown","2",0.8943,0.1057,"LOW"
64,"1","Other/Unknown","Other/Unknown","2",0.8942,0.1058,"LOW"
65,"1","Other/Unknown","Other/Unknown","2",0.894,0.106,"LOW"
66,"1","Other/Unknown","Other/Unknown","2",0.8943,0.1057,"LOW"
67,"1","Other/Unknown","Other/Unknown","2",0.8943,0.1057,"LOW"
68,"1","Other/Unknown","Other/Unknown","2",0.8938,0.1062,"LOW"
69,"1","Other/Unknown","Other/Unknown","2",0.8936,0.1064,"LOW"
70,"1","Other/Unknown","Other/Unknown","2",0.8939,0.1061,"LOW"
71,"1","Other/Unknown","Other/Unknown","2",0.8933,0.1067,"LOW"
72,"1","Other/Unknown","Other/Unknown","2",0.8936,0.1064,"LOW"
73,"1","Other/Unknown","Other/Unknown","2",0.894,0.106,"LOW"
74,"1","Other/Unknown","Other/Unknown","2",0.8937,0.1063,"LOW"
75,"1","Other/Unknown","Other/Unknown","2",0.8934,0.1066,"LOW"
76,"1","Other/Unknown","Other/Unknown","2",0.8946,0.1054,"LOW"
77,"1","Other/Unknown","Other/Unknown","2",0.8945,0.1055,"LOW"
78,"1","Other/Unknown","Other/Unknown","2",0.8945,0.1055,"LOW"
79,"1","Other/Unknown","Other/Unknown","2",0.8944,0.1056,"LOW"
80,"1","Other/Unknown","Other/Unknown","2",0.8948,0.1052,"LOW"
81,"1","Other/Unknown","Other/Unknown","2",0.8946,0.1054,"LOW"
82,"1","Other/Unknown","Other/Unknown","2",0.8947,0.1053,"LOW"
83,"1","Other/Unknown","Other/Unknown","2",0.8959,0.1041,"LOW"
84,"1","Other/Unknown","Other/Unknown","2",0.8955,0.1045,"LOW"
85,"1","Other/Unknown","Other/Unknown","2",0.8948,0.1052,"LOW"
86,"1","Other/Unknown","Other/Unknown","2",0.8961,0.1039,"LOW"
87,"1","Other/Unknown","Other/Unknown","2",0.8973,0.1027,"LOW"
88,"1","Other/Unknown","Other/Unknown","2",0.8975,0.1025,"LOW"
89,"1","Other/Unknown","Other/Unknown","2",0.8982,0.1018,"LOW"
90,"1","Other/Unknown","Other/Unknown","2",0.8985,0.1015,"LOW"
91,"1","Other/Unknown","Other/Unknown","2",0.8985,0.1015,"LOW"
92,"1","Other/Unknown","Other/Unknown","2",0.8985,0.1015,"LOW"
93,"1","Other/Unknown","Other/Unknown","2",0.8985,0.1015,"LOW"
94,"1","Other/Unknown","Other/Unknown","2",0.8985,0.1015,"LOW"
95,"1","Other/Unknown","Other/Unknown","2",0.8985,0.1015,"LOW"
96,"1","Other/Unknown","Other/Unknown","2",0.8985,0.1015,"LOW"
97,"1","Other/Unknown","Other/Unknown","2",0.8985,0.1015,"LOW"
98,"1","Other/Unknown","Other/Unknown","2",0.8985,0.1015,"LOW"
99,"1","Other/Unknown","Other/Unknown","2",0.8985,0.1015,"LOW"
0,"2","Other/Unknown","Other/Unknown","2",0.8669,0.1331,"LOW"
1,"2","Other/Unknown","Other/Unknown","2",0.8638,0.1362,"LOW"
2,"2","Other/Unknown","Other/Unknown","2",0.8693,0.1307,"LOW"
3,"2","Other/Unknown","Other/Unknown","2",0.8677,0.1323,"LOW"
4,"2","Other/Unknown","Other/Unknown","2",0.8731,0.1269,"LOW"
5,"2","Other/Unknown","Other/Unknown","2",0.8723,0.1277,"LOW"
6,"2","Other/Unknown","Other/Unknown","2",0.8754,0.1246,"LOW"
7,"2","Other/Unknown","Other/Unknown","2",0.8746,0.1254,"LOW"
8,"2","Other/Unknown","Other/Unknown","2",0.874,0.126,"LOW"
9,"2","Other/Unknown","Other/Unknown","2",0.8739,0.1261,"LOW"
10,"2","Other/Unknown","Other/Unknown","2",0.8741,0.1259,"LOW"
11,"2","Other/Unknown","Other/Unknown","2",0.8748,0.1252,"LOW"
12,"2","Other/Unknown","Other/Unknown","2",0.876,0.124,"LOW"
13,"2","Other/Unknown","Other/Unknown","2",0.8767,0.1233,"LOW"
14,"2","Other/Unknown","Other/Unknown","2",0.8789,0.1211,"LOW"
15,"2","Other/Unknown","Other/Unknown","2",0.8795,0.1205,"LOW"
16,"2","Other/Unknown","Other/Unknown","2",0.8787,0.1213,"LOW"
17,"2","Other/Unknown","Other/Unknown","2",0.8804,0.1196,"LOW"
18,"2","Other/Unknown","Other/Unknown","2",0.8831,0.1169,"LOW"
19,"2","Other/Unknown","Other/Unknown","2",0.882,0.118,"LOW"
20,"2","Other/Unknown","Other/Unknown","2",0.882,0.118,"LOW"
21,"2","Other/Unknown","Other/Unknown","2",0.8851,0.1149,"LOW"
22,"2","Other/Unknown","Other/Unknown","2",0.8849,0.1151,"LOW"
23,"2","Other/Unknown","Other/Unknown","2",0.8863,0.1137,"LOW"
24,"2","Other/Unknown","Other/Unknown","2",0.8869,0.1131,"LOW"
25,"2","Other/Unknown","Other/Unknown","2",0.8866,0.1134,"LOW"
26,"2","Other/Unknown","Other/Unknown","2",0.888,0.112,"LOW"
27,"2","Other/Unknown","Other/Unknown","2",0.8882,0.1118,"LOW"
28,"2","Other/Unknown","Other/Unknown","2",0.888,0.112,"LOW"
29,"2","Other/Unknown","Other/Unknown","2",0.8877,0.1123,"LOW"
30,"2","Other/Unknown","Other/Unknown","2",0.888,0.112,"LOW"
31,"2","Other/Unknown","Other/Unknown","2",0.8888,0.1112,"LOW"
32,"2","Other/Unknown","Other/Unknown","2",0.8888,0.1112,"LOW"
33,"2","Other/Unknown","Other/Unknown","2",0.8888,0.1112,"LOW"
34,"2","Other/Unknown","Other/Unknown","2",0.8892,0.1108,"LOW"
35,"2","Other/Unknown","Other/Unknown","2",0.8884,0.1116,"LOW"
36,"2","Other/Unknown","Other/Unknown","2",0.8883,0.1117,"LOW"
37,"2","Other/Unknown","Other/Unknown","2",0.8892,0.1108,"LOW"
38,"2","Other/Unknown","Other/Unknown","2",0.8897,0.1103,"LOW"
39,"2","Other/Unknown","Other/Unknown","2",0.8885,0.1115,"LOW"
40,"2","Other/Unknown","Other/Unknown","2",0.8889,0.1111,"LOW"
41,"2","Other/Unknown","Other/Unknown","2",0.8892,0.1108,"LOW"
42,"2","Other/Unknown","Other/Unknown","2",0.8891,0.1109,"LOW"
43,"2","Other/Unknown","Other/Unknown","2",0.8884,0.1116,"LOW"
44,"2","Other/Unknown","Other/Unknown","2",0.8863,0.1137,"LOW"
45,"2","Other/Unknown","Other/Unknown","2",0.8845,0.1155,"LOW"
46,"2","Other/Unknown","Other/Unknown","2",0.8856,0.1144,"LOW"
47,"2","Other/Unknown","Other/Unknown","2",0.8887,0.1113,"LOW"
48,"2","Other/Unknown","Other/Unknown","2",0.8878,0.1122,"LOW"
49,"2","Other/Unknown","Other/Unknown","2",0.8874,0.1126,"LOW"
50,"2","Other/Unknown","Other/Unknown","2",0.8875,0.1125,"LOW"
51,"2","Other/Unknown","Other/Unknown","2",0.8883,0.1117,"LOW"
52,"2","Other/Unknown","Other/Unknown","2",0.8893,0.1107,"LOW"
53,"2","Other/Unknown","Other/Unknown","2",0.8893,0.1107,"LOW"
54,"2","Other/Unknown","Other/Unknown","2",0.8893,0.1107,"LOW"
55,"2","Other/Unknown","Other/Unknown","2",0.8892,0.1108,"LOW"
56,"2","Other/Unknown","Other/Unknown","2",0.8881,0.1119,"LOW"
57,"2","Other/Unknown","Other/Unknown","2",0.8878,0.1122,"LOW"
58,"2","Other/Unknown","Other/Unknown","2",0.8881,0.1119,"LOW"
59,"2","Other/Unknown","Other/Unknown","2",0.8878,0.1122,"LOW"
60,"2","Other/Unknown","Other/Unknown","2",0.888,0.112,"LOW"
61,"2","Other/Unknown","Other/Unknown","2",0.8874,0.1126,"LOW"
62,"2","Other/Unknown","Other/Unknown","2",0.8872,0.1128,"LOW"
63,"2","Other/Unknown","Other/Unknown","2",0.8868,0.1132,"LOW"
64,"2","Other/Unknown","Other/Unknown","2",0.8865,0.1135,"LOW"
65,"2","Other/Unknown","Other/Unknown","2",0.8872,0.1128,"LOW"
66,"2","Other/Unknown","Other/Unknown","2",0.8875,0.1125,"LOW"
67,"2","Other/Unknown","Other/Unknown","2",0.8874,0.1126,"LOW"
68,"2","Other/Unknown","Other/Unknown","2",0.8882,0.1118,"LOW"
69,"2","Other/Unknown","Other/Unknown","2",0.8883,0.1117,"LOW"
70,"2","Other/Unknown","Other/Unknown","2",0.888,0.112,"LOW"
71,"2","Other/Unknown","Other/Unknown","2",0.8873,0.1127,"LOW"
72,"2","Other/Unknown","Other/Unknown","2",0.8868,0.1132,"LOW"
73,"2","Other/Unknown","Other/Unknown","2",0.887,0.113,"LOW"
74,"2","Other/Unknown","Other/Unknown","2",0.887,0.113,"LOW"
75,"2","Other/Unknown","Other/Unknown","2",0.8873,0.1127,"LOW"
76,"2","Other/Unknown","Other/Unknown","2",0.8883,0.1117,"LOW"
77,"2","Other/Unknown","Other/Unknown","2",0.8885,0.1115,"LOW"
78,"2","Other/Unknown","Other/Unknown","2",0.8882,0.1118,"LOW"
79,"2","Other/Unknown","Other/Unknown","2",0.8888,0.1112,"LOW"
80,"2","Other/Unknown","Other/Unknown","2",0.8878,0.1122,"LOW"
81,"2","Other/Unknown","Other/Unknown","2",0.8877,0.1123,"LOW"
82,"2","Other/Unknown","Other/Unknown","2",0.888,0.112,"LOW"
83,"2","Other/Unknown","Other/Unknown","2",0.8903,0.1097,"LOW"
84,"2","Other/Unknown","Other/Unknown","2",0.8899,0.1101,"LOW"
85,"2","Other/Unknown","Other/Unknown","2",0.889,0.111,"LOW"
86,"2","Other/Unknown","Other/Unknown","2",0.8906,0.1094,"LOW"
87,"2","Other/Unknown","Other/Unknown","2",0.8921,0.1079,"LOW"
88,"2","Other/Unknown","Other/Unknown","2",0.8923,0.1077,"LOW"
89,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
90,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
91,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
92,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
93,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
94,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
95,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
96,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
97,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
98,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
99,"2","Other/Unknown","Other/Unknown","2",0.893,0.107,"LOW"
0,"1","N0","T1","2",0.9267,0.0733,"LOW"
1,"1","N0","T1","2",0.9278,0.0722,"LOW"
2,"1","N0","T1","2",0.9275,0.0725,"LOW"
3,"1","N0","T1","2",0.9153,0.0847,"LOW"
4,"1","N0","T1","2",0.92,0.08,"LOW"
5,"1","N0","T1","2",0.9239,0.0761,"LOW"
6,"1","N0","T1","2",0.9267,0.0733,"LOW"
7,"1","N0","T1","2",0.9272,0.0728,"LOW"
8,"1","N0","T1","2",0.9263,0.0737,"LOW"
9,"1","N0","T1","2",0.9262,0.0738,"LOW"
10,"1","N0","T1","2",0.9323,0.0677,"LOW"
11,"1","N0","T1","2",0.9353,0.0647,"LOW"
12,"1","N0","T1","2",0.9378,0.0622,"LOW"
13,"1","N0","T1","2",0.9403,0.0597,"LOW"
14,"1","N0","T1","2",0.941,0.059,"LOW"
15,"1","N0","T1","2",0.9407,0.0593,"LOW"
16,"1","N0","T1","2",0.9428,0.0572,"LOW"
17,"1","N0","T1","2",0.9439,0.0561,"LOW"
18,"1","N0","T1","2",0.9444,0.0556,"LOW"
19,"1","N0","T1","2",0.946,0.054,"LOW"
20,"1","N0","T1","2",0.9454,0.0546,"LOW"
21,"1","N0","T1","2",0.9451,0.0549,"LOW"
22,"1","N0","T1","2",0.947,0.053,"LOW"
23,"1","N0","T1","2",0.9471,0.0529,"LOW"
24,"1","N0","T1","2",0.9464,0.0536,"LOW"
25,"1","N0","T1","2",0.9462,0.0538,"LOW"
26,"1","N0","T1","2",0.9465,0.0535,"LOW"
27,"1","N0","T1","2",0.9471,0.0529,"LOW"
28,"1","N0","T1","2",0.9469,0.0531,"LOW"
29,"1","N0","T1","2",0.9472,0.0528,"LOW"
30,"1","N0","T1","2",0.9454,0.0546,"LOW"
31,"1","N0","T1","2",0.9473,0.0527,"LOW"
32,"1","N0","T1","2",0.9487,0.0513,"LOW"
33,"1","N0","T1","2",0.9486,0.0514,"LOW"
34,"1","N0","T1","2",0.9485,0.0515,"LOW"
35,"1","N0","T1","2",0.9468,0.0532,"LOW"
36,"1","N0","T1","2",0.9469,0.0531,"LOW"
37,"1","N0","T1","2",0.9458,0.0542,"LOW"
38,"1","N0","T1","2",0.948,0.052,"LOW"
39,"1","N0","T1","2",0.9494,0.0506,"LOW"
40,"1","N0","T1","2",0.9512,0.0488,"LOW"
41,"1","N0","T1","2",0.9511,0.0489,"LOW"
42,"1","N0","T1","2",0.9514,0.0486,"LOW"
43,"1","N0","T1","2",0.9536,0.0464,"LOW"
44,"1","N0","T1","2",0.9535,0.0465,"LOW"
45,"1","N0","T1","2",0.9534,0.0466,"LOW"
46,"1","N0","T1","2",0.9533,0.0467,"LOW"
47,"1","N0","T1","2",0.9535,0.0465,"LOW"
48,"1","N0","T1","2",0.9535,0.0465,"LOW"
49,"1","N0","T1","2",0.9543,0.0457,"LOW"
50,"1","N0","T1","2",0.9541,0.0459,"LOW"
51,"1","N0","T1","2",0.9542,0.0458,"LOW"
52,"1","N0","T1","2",0.9537,0.0463,"LOW"
53,"1","N0","T1","2",0.9535,0.0465,"LOW"
54,"1","N0","T1","2",0.9534,0.0466,"LOW"
55,"1","N0","T1","2",0.9534,0.0466,"LOW"
56,"1","N0","T1","2",0.9533,0.0467,"LOW"
57,"1","N0","T1","2",0.9533,0.0467,"LOW"
58,"1","N0","T1","2",0.9533,0.0467,"LOW"
59,"1","N0","T1","2",0.9533,0.0467,"LOW"
60,"1","N0","T1","2",0.9534,0.0466,"LOW"
61,"1","N0","T1","2",0.9533,0.0467,"LOW"
62,"1","N0","T1","2",0.9529,0.0471,"LOW"
63,"1","N0","T1","2",0.9528,0.0472,"LOW"
64,"1","N0","T1","2",0.9524,0.0476,"LOW"
65,"1","N0","T1","2",0.9523,0.0477,"LOW"
66,"1","N0","T1","2",0.9519,0.0481,"LOW"
67,"1","N0","T1","2",0.952,0.048,"LOW"
68,"1","N0","T1","2",0.9511,0.0489,"LOW"
69,"1","N0","T1","2",0.9509,0.0491,"LOW"
70,"1","N0","T1","2",0.9506,0.0494,"LOW"
71,"1","N0","T1","2",0.9505,0.0495,"LOW"
72,"1","N0","T1","2",0.9497,0.0503,"LOW"
73,"1","N0","T1","2",0.9497,0.0503,"LOW"
74,"1","N0","T1","2",0.9481,0.0519,"LOW"
75,"1","N0","T1","2",0.9485,0.0515,"LOW"
76,"1","N0","T1","2",0.9484,0.0516,"LOW"
77,"1","N0","T1","2",0.9485,0.0515,"LOW"
78,"1","N0","T1","2",0.9458,0.0542,"LOW"
79,"1","N0","T1","2",0.9448,0.0552,"LOW"
80,"1","N0","T1","2",0.9444,0.0556,"LOW"
81,"1","N0","T1","2",0.9415,0.0585,"LOW"
82,"1","N0","T1","2",0.9347,0.0653,"LOW"
83,"1","N0","T1","2",0.9357,0.0643,"LOW"
84,"1","N0","T1","2",0.935,0.065,"LOW"
85,"1","N0","T1","2",0.9345,0.0655,"LOW"
86,"1","N0","T1","2",0.9331,0.0669,"LOW"
87,"1","N0","T1","2",0.9343,0.0657,"LOW"
88,"1","N0","T1","2",0.9344,0.0656,"LOW"
89,"1","N0","T1","2",0.9347,0.0653,"LOW"
90,"1","N0","T1","2",0.933,0.067,"LOW"
91,"1","N0","T1","2",0.933,0.067,"LOW"
92,"1","N0","T1","2",0.933,0.067,"LOW"
93,"1","N0","T1","2",0.933,0.067,"LOW"
94,"1","N0","T1","2",0.933,0.067,"LOW"
95,"1","N0","T1","2",0.933,0.067,"LOW"
96,"1","N0","T1","2",0.933,0.067,"LOW"
97,"1","N0","T1","2",0.933,0.067,"LOW"
98,"1","N0","T1","2",0.933,0.067,"LOW"
99,"1","N0","T1","2",0.933,0.067,"LOW"
0,"2","N0","T1","2",0.9368,0.0632,"LOW"
1,"2","N0","T1","2",0.9372,0.0628,"LOW"
2,"2","N0","T1","2",0.9365,0.0635,"LOW"
3,"2","N0","T1","2",0.9282,0.0718,"LOW"
4,"2","N0","T1","2",0.9355,0.0645,"LOW"
5,"2","N0","T1","2",0.9362,0.0638,"LOW"
6,"2","N0","T1","2",0.9381,0.0619,"LOW"
7,"2","N0","T1","2",0.9418,0.0582,"LOW"
8,"2","N0","T1","2",0.9427,0.0573,"LOW"
9,"2","N0","T1","2",0.9426,0.0574,"LOW"
10,"2","N0","T1","2",0.9468,0.0532,"LOW"
11,"2","N0","T1","2",0.9495,0.0505,"LOW"
12,"2","N0","T1","2",0.9522,0.0478,"LOW"
13,"2","N0","T1","2",0.9533,0.0467,"LOW"
14,"2","N0","T1","2",0.9545,0.0455,"LOW"
15,"2","N0","T1","2",0.9548,0.0452,"LOW"
16,"2","N0","T1","2",0.956,0.044,"LOW"
17,"2","N0","T1","2",0.9566,0.0434,"LOW"
18,"2","N0","T1","2",0.958,0.042,"LOW"
19,"2","N0","T1","2",0.9586,0.0414,"LOW"
20,"2","N0","T1","2",0.9578,0.0422,"LOW"
21,"2","N0","T1","2",0.9582,0.0418,"LOW"
22,"2","N0","T1","2",0.96,0.04,"LOW"
23,"2","N0","T1","2",0.9601,0.0399,"LOW"
24,"2","N0","T1","2",0.9603,0.0397,"LOW"
25,"2","N0","T1","2",0.9602,0.0398,"LOW"
26,"2","N0","T1","2",0.9605,0.0395,"LOW"
27,"2","N0","T1","2",0.9607,0.0393,"LOW"
28,"2","N0","T1","2",0.9611,0.0389,"LOW"
29,"2","N0","T1","2",0.9617,0.0383,"LOW"
30,"2","N0","T1","2",0.9613,0.0387,"LOW"
31,"2","N0","T1","2",0.9612,0.0388,"LOW"
32,"2","N0","T1","2",0.961,0.039,"LOW"
33,"2","N0","T1","2",0.9608,0.0392,"LOW"
34,"2","N0","T1","2",0.96,0.04,"LOW"
35,"2","N0","T1","2",0.9612,0.0388,"LOW"
36,"2","N0","T1","2",0.9613,0.0387,"LOW"
37,"2","N0","T1","2",0.9615,0.0385,"LOW"
38,"2","N0","T1","2",0.9616,0.0384,"LOW"
39,"2","N0","T1","2",0.9618,0.0382,"LOW"
40,"2","N0","T1","2",0.9615,0.0385,"LOW"
41,"2","N0","T1","2",0.9614,0.0386,"LOW"
42,"2","N0","T1","2",0.9617,0.0383,"LOW"
43,"2","N0","T1","2",0.9623,0.0377,"LOW"
44,"2","N0","T1","2",0.9622,0.0378,"LOW"
45,"2","N0","T1","2",0.9616,0.0384,"LOW"
46,"2","N0","T1","2",0.9617,0.0383,"LOW"
47,"2","N0","T1","2",0.962,0.038,"LOW"
48,"2","N0","T1","2",0.962,0.038,"LOW"
49,"2","N0","T1","2",0.9626,0.0374,"LOW"
50,"2","N0","T1","2",0.9623,0.0377,"LOW"
